ticker,weight,pct_of_invested,sector
A,0.002092050209205021,0.003546099290780142,Health Care
AAPL,0.002092050209205021,0.003546099290780142,Information Technology
ABBV,0.002092050209205021,0.003546099290780142,Health Care
ADI,0.002092050209205021,0.003546099290780142,Information Technology
ADM,0.002092050209205021,0.003546099290780142,Consumer Staples
AEE,0.002092050209205021,0.003546099290780142,Utilities
AEP,0.002092050209205021,0.003546099290780142,Utilities
AES,0.002092050209205021,0.003546099290780142,Utilities
AFL,0.002092050209205021,0.003546099290780142,Financials
AIZ,0.002092050209205021,0.003546099290780142,Financials
AKAM,0.002092050209205021,0.003546099290780142,Information Technology
ALB,0.002092050209205021,0.003546099290780142,Materials
ALL,0.002092050209205021,0.003546099290780142,Financials
AMAT,0.002092050209205021,0.003546099290780142,Information Technology
AMCR,0.002092050209205021,0.003546099290780142,Materials
AMD,0.002092050209205021,0.003546099290780142,Information Technology
AME,0.002092050209205021,0.003546099290780142,Industrials
AMGN,0.002092050209205021,0.003546099290780142,Health Care
AMZN,0.002092050209205021,0.003546099290780142,Consumer Discretionary
ANET,0.002092050209205021,0.003546099290780142,Information Technology
APA,0.002092050209205021,0.003546099290780142,Energy
APH,0.002092050209205021,0.003546099290780142,Information Technology
ATO,0.002092050209205021,0.003546099290780142,Utilities
AVGO,0.002092050209205021,0.003546099290780142,Information Technology
BA,0.002092050209205021,0.003546099290780142,Industrials
BAC,0.002092050209205021,0.003546099290780142,Financials
BBY,0.002092050209205021,0.003546099290780142,Consumer Discretionary
BEN,0.002092050209205021,0.003546099290780142,Financials
BG,0.002092050209205021,0.003546099290780142,Consumer Staples
BIIB,0.002092050209205021,0.003546099290780142,Health Care
BKR,0.002092050209205021,0.003546099290780142,Energy
BMY,0.002092050209205021,0.003546099290780142,Health Care
C,0.002092050209205021,0.003546099290780142,Financials
CAH,0.002092050209205021,0.003546099290780142,Health Care
CAT,0.002092050209205021,0.003546099290780142,Industrials
CB,0.002092050209205021,0.003546099290780142,Financials
CBOE,0.002092050209205021,0.003546099290780142,Financials
CCL,0.002092050209205021,0.003546099290780142,Consumer Discretionary
CDNS,0.002092050209205021,0.003546099290780142,Information Technology
CF,0.002092050209205021,0.003546099290780142,Materials
CFG,0.002092050209205021,0.003546099290780142,Financials
CHD,0.002092050209205021,0.003546099290780142,Consumer Staples
CHRW,0.002092050209205021,0.003546099290780142,Industrials
CINF,0.002092050209205021,0.003546099290780142,Financials
CL,0.002092050209205021,0.003546099290780142,Consumer Staples
CMI,0.002092050209205021,0.003546099290780142,Industrials
CMS,0.002092050209205021,0.003546099290780142,Utilities
CNC,0.002092050209205021,0.003546099290780142,Health Care
CNP,0.002092050209205021,0.003546099290780142,Utilities
COP,0.002092050209205021,0.003546099290780142,Energy
CPAY,0.002092050209205021,0.003546099290780142,Financials
CRL,0.002092050209205021,0.003546099290780142,Health Care
CRWD,0.002092050209205021,0.003546099290780142,Information Technology
CSCO,0.002092050209205021,0.003546099290780142,Information Technology
CSX,0.002092050209205021,0.003546099290780142,Industrials
CTVA,0.002092050209205021,0.003546099290780142,Materials
CVS,0.002092050209205021,0.003546099290780142,Health Care
CVX,0.002092050209205021,0.003546099290780142,Energy
D,0.002092050209205021,0.003546099290780142,Utilities
DAL,0.002092050209205021,0.003546099290780142,Industrials
DE,0.002092050209205021,0.003546099290780142,Industrials
DECK,0.002092050209205021,0.003546099290780142,Consumer Discretionary
