cost_bps,net_sharpe,net_cagr,ann_tcost
0.0,1.0392432721105347,0.12517904039526218,0.0
2.5,1.0132652528403634,0.12166017396393958,0.0031339507178159737
5.0,0.9872827973324448,0.11815222084388566,0.006267901435631947
10.0,0.9353055022769855,0.11116892035357306,0.012535802871263895
20.0,0.8313078563458399,0.09733180880401582,0.02507160574252779
35.0,0.6752315626067062,0.07689590354998033,0.04387531004942363
50.0,0.5191040413218937,0.05683746087238628,0.06267901435631948
75.0,0.25891386746471345,0.024226801123016672,0.0940185215344792
100.0,-0.0010475956157227203,-0.007385759182362506,0.12535802871263896
