aum,net_sharpe,net_cagr,ann_tcost,gross_sharpe
1000000.0,1.307162033271654,0.1693703851990338,0.005279850665485331,1.3490435029369443
10000000.0,1.3053988959278036,0.16911041671566673,0.005502388094266155,1.3490435029369443
50000000.0,1.3022115627385416,0.16864061236314165,0.005904673205945451,1.3490435029369443
100000000.0,1.299823167813482,0.1682887016866692,0.00620611323385107,1.3490435029369443
500000000.0,1.2897430588807903,0.1668047265529795,0.007478250455532848,1.3490435029369443
1000000000.0,1.2821892018478038,0.1656939816887224,0.008431487521659321,1.3490435029369443
5000000000.0,1.2503045164941815,0.161017966068288,0.01245433863845228,1.3490435029369443
10000000000.0,1.226602773016647,0.1575547333524605,0.015444214726419417,1.3490435029369443
50000000000.0,1.13950361746934,0.14493013013229805,0.026418076361746822,1.3490435029369443
100000000000.0,1.1025693285535412,0.139626952823805,0.031062972367820067,1.3490435029369443
