exec_lag,sharpe,cagr,ann_vol,maxDD,ann_turnover
0,1.0469524135127684,0.12106434307131253,0.1155572329130085,-0.15487949499285436,10.036435766065669
1,1.0922807645011627,0.12786008871459864,0.11638210363970349,-0.15073994444535843,10.000256710611657
2,1.0267647843734646,0.11940914353032173,0.11649236068457393,-0.15252693356342317,9.968700293676598
3,1.01182905773948,0.11716413855939711,0.11619280382942476,-0.16114515820948105,9.9450577011835
5,0.9429441052397572,0.10797965669586951,0.11588680162952453,-0.15981768894119297,9.910816339206274
10,0.9374782084049734,0.10755052994991887,0.11618744986172555,-0.15691347787992826,9.814237304643502
