ticker,weight,pct_of_invested,sector
AAPL,0.010416666666666666,0.010416666666666666,Information Technology
ADI,0.010416666666666666,0.010416666666666666,Information Technology
NUE,0.010416666666666666,0.010416666666666666,Materials
NTRS,0.010416666666666666,0.010416666666666666,Financials
NSC,0.010416666666666666,0.010416666666666666,Industrials
NI,0.010416666666666666,0.010416666666666666,Utilities
NEM,0.010416666666666666,0.010416666666666666,Materials
NDSN,0.010416666666666666,0.010416666666666666,Industrials
MU,0.010416666666666666,0.010416666666666666,Information Technology
MS,0.010416666666666666,0.010416666666666666,Financials
MRK,0.010416666666666666,0.010416666666666666,Health Care
MPWR,0.010416666666666666,0.010416666666666666,Information Technology
MPC,0.010416666666666666,0.010416666666666666,Energy
MNST,0.010416666666666666,0.010416666666666666,Consumer Staples
MAR,0.010416666666666666,0.010416666666666666,Consumer Discretionary
LRCX,0.010416666666666666,0.010416666666666666,Information Technology
LNT,0.010416666666666666,0.010416666666666666,Utilities
L,0.010416666666666666,0.010416666666666666,Financials
KLAC,0.010416666666666666,0.010416666666666666,Information Technology
KEYS,0.010416666666666666,0.010416666666666666,Information Technology
JNJ,0.010416666666666666,0.010416666666666666,Health Care
JBL,0.010416666666666666,0.010416666666666666,Information Technology
JBHT,0.010416666666666666,0.010416666666666666,Industrials
NVDA,0.010416666666666666,0.010416666666666666,Information Technology
ON,0.010416666666666666,0.010416666666666666,Information Technology
PFG,0.010416666666666666,0.010416666666666666,Financials
TJX,0.010416666666666666,0.010416666666666666,Consumer Discretionary
WMB,0.010416666666666666,0.010416666666666666,Energy
WELL,0.010416666666666666,0.010416666666666666,Real Estate
WDC,0.010416666666666666,0.010416666666666666,Information Technology
WBD,0.010416666666666666,0.010416666666666666,Communication
VTRS,0.010416666666666666,0.010416666666666666,Health Care
VTR,0.010416666666666666,0.010416666666666666,Real Estate
VLO,0.010416666666666666,0.010416666666666666,Energy
TRGP,0.010416666666666666,0.010416666666666666,Energy
TPR,0.010416666666666666,0.010416666666666666,Consumer Discretionary
TER,0.010416666666666666,0.010416666666666666,Information Technology
PH,0.010416666666666666,0.010416666666666666,Industrials
STX,0.010416666666666666,0.010416666666666666,Information Technology
STT,0.010416666666666666,0.010416666666666666,Financials
STLD,0.010416666666666666,0.010416666666666666,Materials
SPG,0.010416666666666666,0.010416666666666666,Real Estate
SLB,0.010416666666666666,0.010416666666666666,Energy
ROST,0.010416666666666666,0.010416666666666666,Consumer Discretionary
ROK,0.010416666666666666,0.010416666666666666,Industrials
PWR,0.010416666666666666,0.010416666666666666,Industrials
PLD,0.010416666666666666,0.010416666666666666,Real Estate
IVZ,0.010416666666666666,0.010416666666666666,Financials
INTC,0.010416666666666666,0.010416666666666666,Information Technology
INCY,0.010416666666666666,0.010416666666666666,Health Care
BIIB,0.010416666666666666,0.010416666666666666,Health Care
CSCO,0.010416666666666666,0.010416666666666666,Information Technology
CNP,0.010416666666666666,0.010416666666666666,Utilities
CMI,0.010416666666666666,0.010416666666666666,Industrials
CHRW,0.010416666666666666,0.010416666666666666,Industrials
CFG,0.010416666666666666,0.010416666666666666,Financials
CBOE,0.010416666666666666,0.010416666666666666,Financials
CAT,0.010416666666666666,0.010416666666666666,Industrials
C,0.010416666666666666,0.010416666666666666,Financials
BKR,0.010416666666666666,0.010416666666666666,Energy
AVGO,0.010416666666666666,0.010416666666666666,Information Technology
CVX,0.010416666666666666,0.010416666666666666,Energy
APA,0.010416666666666666,0.010416666666666666,Energy
AME,0.010416666666666666,0.010416666666666666,Industrials
AMD,0.010416666666666666,0.010416666666666666,Information Technology
AMCR,0.010416666666666666,0.010416666666666666,Materials
AMAT,0.010416666666666666,0.010416666666666666,Information Technology
ALB,0.010416666666666666,0.010416666666666666,Materials
AKAM,0.010416666666666666,0.010416666666666666,Information Technology
AEP,0.010416666666666666,0.010416666666666666,Utilities
ADM,0.010416666666666666,0.010416666666666666,Consumer Staples
CSX,0.010416666666666666,0.010416666666666666,Industrials
DAL,0.010416666666666666,0.010416666666666666,Industrials
HWM,0.010416666666666666,0.010416666666666666,Industrials
GLW,0.010416666666666666,0.010416666666666666,Information Technology
HST,0.010416666666666666,0.010416666666666666,Real Estate
HPE,0.010416666666666666,0.010416666666666666,Information Technology
HLT,0.010416666666666666,0.010416666666666666,Consumer Discretionary
HAL,0.010416666666666666,0.010416666666666666,Energy
GS,0.010416666666666666,0.010416666666666666,Financials
GOOGL,0.010416666666666666,0.010416666666666666,Communication
GOOG,0.010416666666666666,0.010416666666666666,Communication
GNRC,0.010416666666666666,0.010416666666666666,Industrials
GM,0.010416666666666666,0.010416666666666666,Consumer Discretionary
GL,0.010416666666666666,0.010416666666666666,Financials
DELL,0.010416666666666666,0.010416666666666666,Information Technology
GEV,0.010416666666666666,0.010416666666666666,Industrials
FSLR,0.010416666666666666,0.010416666666666666,Information Technology
FRT,0.010416666666666666,0.010416666666666666,Real Estate
FDX,0.010416666666666666,0.010416666666666666,Industrials
EXPD,0.010416666666666666,0.010416666666666666,Industrials
EVRG,0.010416666666666666,0.010416666666666666,Utilities
ETR,0.010416666666666666,0.010416666666666666,Utilities
EIX,0.010416666666666666,0.010416666666666666,Utilities
EBAY,0.010416666666666666,0.010416666666666666,Consumer Discretionary
XOM,0.010416666666666666,0.010416666666666666,Energy
