period,drawdown
2015-07-31,-0.4214024401915376
2015-08-31,-0.3767134214049471
2015-09-30,-0.3979150252127489
2015-10-31,-0.39342901813683384
2015-11-30,-0.36566676948378585
2015-12-31,-0.36117203852759483
2016-01-31,-0.3845207167099952
2016-02-29,-0.433030830181905
2016-03-31,-0.4657156822151268
2016-04-30,-0.4450135011961679
2016-05-31,-0.4022252536490333
2016-06-30,-0.4355637885482213
2016-07-31,-0.469181633144818
2016-08-31,-0.47068852479590595
2016-09-30,-0.4858873004390655
2016-10-31,-0.5354293505691327
2016-11-30,-0.5363957785737654
2016-12-31,-0.5612382455423404
2017-07-31,-0.5521057999512371
2017-08-31,-0.5427532850502834
2017-09-30,-0.4923391211740302
2017-10-31,-0.518567001583613
2017-11-30,-0.5302392464837931
2017-12-31,-0.5107767540772497
2018-01-31,-0.48781402728354073
2018-02-28,-0.5029085737142255
2018-03-31,-0.5190498035385638
2018-04-30,-0.49896940641920196
2018-05-31,-0.5504594962665079
2018-06-30,-0.5409148851196799
2018-07-31,-0.5240961739432395
2018-08-31,-0.5225294913692671
2018-09-30,-0.5428010343939471
2018-10-31,-0.5587306418438823
2018-11-30,-0.5419559464124799
2018-12-31,-0.6029886084250972
2019-01-31,-0.5977769891080673
2019-02-28,-0.5847987196431331
2019-03-31,-0.6000946173474092
2019-04-30,-0.5314515296203715
2019-05-31,-0.5515884446224699
2019-06-30,-0.5522082346464656
2019-07-31,-0.512176890222515
2019-08-31,-0.5357681857666751
2019-09-30,-0.5438089409135898
2019-10-31,-0.5580181019443383
2019-11-30,-0.5754161135856277
2019-12-31,-0.5400213359049657
2020-01-31,-0.5336043258606374
2020-02-29,-0.4635049990071115
2020-03-31,-0.5046692749143677
2020-04-30,-0.4970176938588342
2020-05-31,-0.504558526762974
2020-06-30,-0.4845721370047664
2020-07-31,-0.48902809791184165
2020-08-31,-0.48876393578653565
2020-09-30,-0.5039016043640421
2020-10-31,-0.5711047173037512
2020-11-30,-0.581805727787704
2020-12-31,-0.5890340569528374
2021-01-31,-0.6110008158724873
2021-02-28,-0.6234169447166978
2021-03-31,-0.6201236666322569
2021-04-30,-0.61040601526265
2021-05-31,-0.6252985674641407
2021-06-30,-0.6281510014822841
2021-07-31,-0.6029748761970257
2021-08-31,-0.6068350245034775
2021-09-30,-0.5852627485482842
2021-10-31,-0.5928581266135768
2021-11-30,-0.6141792679548024
2021-12-31,-0.643958756675254
2022-01-31,-0.6460445076207387
2022-02-28,-0.6250639678421446
2022-03-31,-0.6261519176094915
2022-04-30,-0.6126991104247996
2022-05-31,-0.5924025037204308
2022-06-30,-0.6372153802751852
2022-07-31,-0.6178386037628197
2022-08-31,-0.6091406848011027
2022-09-30,-0.6028500369673953
2022-10-31,-0.6191708093682836
2022-11-30,-0.6221352299679213
2022-12-31,-0.6777568335486257
2023-01-31,-0.6742763720362179
2023-02-28,-0.6618895823775068
2023-03-31,-0.6591377984599243
2023-04-30,-0.6470508081898306
2023-05-31,-0.6453973282347272
2023-06-30,-0.6702155619054588
2023-07-31,-0.656153760752415
2023-08-31,-0.6485176922976195
2023-09-30,-0.6451641159230186
2023-10-31,-0.6297430951850462
2023-11-30,-0.6641217362829729
2023-12-31,-0.6313630878868669
2024-01-31,-0.6103259937958458
2024-02-29,-0.6151633065987328
2024-03-31,-0.6292346837490477
2024-04-30,-0.6209735468307584
2024-05-31,-0.6123115177195649
2024-06-30,-0.6429790772709996
2024-07-31,-0.6231916362102281
2024-08-31,-0.6274850668232446
2024-09-30,-0.6049808511789064
2024-10-31,-0.5931179678017798
2024-11-30,-0.5987631853000993
2024-12-31,-0.5806938550851989
2025-01-31,-0.5729308451610939
2025-02-28,-0.614950012905954
2025-03-31,-0.5977563682405177
2025-04-30,-0.605303187470305
2025-05-31,-0.6318517241106112
2025-06-30,-0.6467530192763039
2025-07-31,-0.6579159650915207
2025-08-31,-0.6352517427255535
2025-09-30,-0.6342122917157953
2025-10-31,-0.6384545962603385
2025-11-30,-0.6391679870360577
2025-12-31,-0.5747356273836172
2026-01-31,-0.5724456747013518
2026-02-28,-0.5919839376547607
2026-03-31,-0.538205656856606
2026-04-30,-0.5252424634751693
2026-05-31,-0.5079106078841658
2026-06-30,-0.5079106078841658
