period,net,gross,benchmark
2006-10-31,1.0,1.0,1.016207917322431
2006-11-30,1.0,1.0,1.029130237025959
2006-12-31,1.0,1.0,1.041633941357979
2007-01-31,1.0,1.0,1.0188512744771816
2007-02-28,1.0,1.0,1.0289538786598365
2007-03-31,1.0,1.0,1.070183658791655
2007-04-30,1.0,1.0,1.1015167496805154
2007-05-31,1.0,1.0,1.0821362805077008
2007-06-30,1.0,1.0,1.0495391548647581
2007-07-31,1.0,1.0,1.0626681882955167
2007-08-31,1.0,1.0,1.1007152301037184
2007-09-30,1.0,1.0,1.1151770612399343
2007-10-31,1.1801866733695017,1.192683508053653,1.0680406325470748
2007-11-30,1.292784291539182,1.3132871980148952,1.0572055811143506
2007-12-31,1.064683424187193,1.0851470437725872,0.9919436261615039
2008-01-31,1.115693790713429,1.143890557132823,0.9570971358297796
2008-02-29,1.137403954070099,1.167369740532439,0.9438659196600543
2008-03-31,1.1395927119460156,1.1706024004833933,0.9882172373149962
2008-04-30,1.1549743588430257,1.1893427864230428,0.995548107262407
2008-05-31,1.2835649987967677,1.3244131086187854,0.9100054005595924
2008-06-30,1.224640168021759,1.2666623044935539,0.9009553377588824
2008-07-31,1.1504895673427198,1.1926671588033004,0.9121488865319972
2008-08-31,1.1484908167743895,1.193284976665421,0.831889179543012
2008-09-30,1.2223522895784982,1.2732714365413615,0.6911021128394697
2008-10-31,1.268893819134082,1.324980833500881,0.6384957518835424
2008-11-30,1.1926933610865298,1.2495367644915345,0.6438958158260543
2008-12-31,1.1733063221231514,1.2333753354870436,0.5900137972307034
2009-01-31,1.2193859239921063,1.2861461820832623,0.5249759839824598
2009-02-28,1.1396883894128622,1.2063224116608866,0.5689754290690933
2009-03-31,0.9129857792943926,0.9711178758892106,0.6225904532561253
2009-04-30,0.8831037677388857,0.9469645250723917,0.6556257066989615
2009-05-31,0.8785703247304347,0.9451467445943587,0.6557786573766101
2009-06-30,0.878052300116964,0.9467141309211373,0.7049746893385576
2009-07-31,0.8717340350190232,0.9420442906599094,0.7278225550566415
2009-08-31,0.8503047930899863,0.921476075971425,0.7529241806024078
2009-09-30,0.8479192931569239,0.9215226971412727,0.7382869698349253
2009-10-31,0.836548279397977,0.9125486528744335,0.7804097098057406
2009-11-30,0.8689070337914525,0.9510997818698181,0.794285735682789
2009-12-31,0.7914022768196671,0.8693717063006268,0.7649276670071999
2010-01-31,0.8241282066252967,0.9082478720372867,0.7865420108144159
2010-02-28,0.841130492657083,0.929854631561675,0.8327579896951426
2010-03-31,0.849256657830558,0.9410676505805017,0.8450093369661043
2010-04-30,0.8600671803513007,0.9563438037264003,0.7757302771265262
2010-05-31,0.8205333177522243,0.9165636575440701,0.7345887887356549
2010-06-30,0.815580108047864,0.9147409186981261,0.7842424438050759
2010-07-31,0.812866683038577,0.9158242319269673,0.7470907364582073
2010-08-31,0.793733793494052,0.8980419645392956,0.8125526934822586
2010-09-30,0.8112879292457611,0.9218214952502417,0.8422704949101996
2010-10-31,0.8195347205031586,0.9340304961015347,0.8403538523892579
2010-11-30,0.7295770573614198,0.8357544897850313,0.8950741388420009
2010-12-31,0.6814713009970342,0.7863242028377109,0.915315885926802
2011-01-31,0.6913475618515903,0.8003801919749811,0.9445335911564817
2011-02-28,0.70421233455552,0.8185268226568172,0.9433365813169956
2011-03-31,0.6866465739306357,0.8012423327557,0.9702536464802293
2011-04-30,0.6969218036366954,0.8169842662608147,0.9581331300942828
2011-05-31,0.7334398989684042,0.8636808769321624,0.9407774520388236
2011-06-30,0.7399901947172753,0.8756321314550419,0.9191635526424599
2011-07-31,0.8055506882847411,0.957986452521961,0.866892547663423
2011-08-31,0.812029505115675,0.9714375023483337,0.8049518404092029
2011-09-30,0.7570675468181196,0.9122234048703103,0.8912702770479515
2011-10-31,0.7803286162895029,0.9470828816538049,0.8868048351093643
2011-11-30,0.8062312651747284,0.9839862491790783,0.8944587597269525
2011-12-31,0.647255361231303,0.7938982835424202,0.9329173750891996
2012-01-31,0.6183072318475075,0.7661096630275209,0.9708038463093979
2012-02-29,0.6344743287427956,0.7877910023103646,1.0011539480082512
2012-03-31,0.6658078229375081,0.8282537420386665,0.9934111302889037
2012-04-30,0.7289620618648528,0.9089904544529777,0.9297307237925828
2012-05-31,0.7146670548970343,0.8931459162371256,0.9666571798778218
2012-06-30,0.7464442496603991,0.9348836415850145,0.9835026235871188
2012-07-31,0.7156200579931832,0.8989095659446239,1.0029096193199822
2012-08-31,0.7036506905351341,0.8858701479486708,1.0272129275589137
2012-09-30,0.7025789627515932,0.8871559069761906,1.005594294059294
2012-10-31,0.7143182287372298,0.9047445469945748,1.008192859764553
2012-11-30,0.6747488719465643,0.85784729092252,1.0132604202531323
2012-12-31,0.6500757322766358,0.8298609329015951,1.0595836286058988
2013-01-31,0.6817783658106092,0.8735590715769871,1.0713283197960808
2013-02-28,0.6968616618561669,0.8962870127770136,1.109967433136592
2013-03-31,0.694674744886022,0.8968796678664787,1.1301790682920234
2013-04-30,0.6486054031661767,0.8404952281941753,1.1534359380292283
2013-05-31,0.6330596319598268,0.8247317645366132,1.1360612640278194
2013-06-30,0.6579766473888498,0.8619488483579466,1.1918798283360659
2013-07-31,0.6484446902741117,0.8542228704384206,1.1546039984154826
2013-08-31,0.6756505811123072,0.893870723903876,1.188229849790342
2013-09-30,0.6723870964646254,0.8941922660050368,1.241195465809811
2013-10-31,0.7277630752905975,0.971757991624843,1.275801526149782
2013-11-30,0.7289604444010918,0.9783140399843533,1.30580857423438
2013-12-31,0.6897037090485728,0.931054586673866,1.2597142643450867
2014-01-31,0.7179238419134824,0.9745124621331235,1.3134447013543702
2014-02-28,0.6786459188606584,0.9282809544002717,1.3194707700230632
2014-03-31,0.5923638704183208,0.8151757133273285,1.3157516580414577
2014-04-30,0.6211198318713249,0.861656781975077,1.341955552852744
2014-05-31,0.6205714908030021,0.864870541744677,1.3681532449164322
2014-06-30,0.5977064353218218,0.8355428301970104,1.3476267677852987
2014-07-31,0.5951450067084579,0.8358448255624743,1.3972541911120437
2014-08-31,0.621502132725076,0.8776670404840866,1.375246724333242
2014-09-30,0.608241486903363,0.8633940216094994,1.4059704618031372
2014-10-31,0.6437792739913676,0.9196270463441542,1.4374209682691685
2014-11-30,0.645893005194839,0.9291612205899187,1.4306061748418546
2014-12-31,0.7544451359332336,1.0903339697704104,1.3860260715574952
2015-01-31,0.7100380870965053,1.0318283014620033,1.4619800916975285
2015-02-28,0.7319751182859625,1.0700566245736485,1.4366051695488242
2015-03-31,0.6469333087666153,0.9489436878605946,1.4487695851819622
2015-04-30,0.6899617008447618,1.0151243418137006,1.4639660431278811
2015-05-31,0.7022342232163471,1.0351271222536942,1.4332325603995728
2015-06-30,0.7437468973346771,1.0974462172567783,1.455041959781815
2015-07-31,0.7480018364432826,1.1067256202453564,1.363805908870744
2015-08-31,0.8057750979348861,1.1942082192852281,1.3279129323316754
2015-09-30,0.7783659975767228,1.1562664225737764,1.4381433060848
2015-10-31,0.7841654370561993,1.1674059029984418,1.436410798735928
2015-11-30,0.8200560360126646,1.2242784482234759,1.4113158950556266
2015-12-31,0.8258667535875233,1.2362881072762775,1.33942998274364
2016-01-31,0.7956819492051124,1.1943716213714453,1.3338940636621721
2016-02-29,0.7329688365278441,1.1042853969382258,1.4212574152029187
2016-03-31,0.6907143732480125,1.045288342275437,1.424210110888688
2016-04-30,0.7174778276699232,1.0889110486282856,1.4456940878244522
2016-05-31,0.7727938019613488,1.1756745118386378,1.4468704867395832
2016-06-30,0.7296942677407476,1.1122112158394242,1.4971775872159587
2016-07-31,0.6862336463308621,1.049293680284132,1.49536281311458
2016-08-31,0.684285560475284,1.0484960907638032,1.493545319486861
2016-09-30,0.6646368220731791,1.0221083192359464,1.465843290799228
2016-10-31,0.6005896378943816,0.9264561865397114,1.511805257100789
2016-11-30,0.5993402549510888,0.9280269932894093,1.5392382780686555
2016-12-31,0.5672243038910342,0.8828607797056423,1.6868128043335588
2017-07-31,0.5790305860945486,0.9055444626658633,1.6871920201751982
2017-08-31,0.5911213704448877,0.9285633609648986,1.718833916839116
2017-09-30,0.6562960095751899,1.032704320705205,1.7570202007393658
2017-10-31,0.622389017781313,0.9817949023050371,1.8065682576734898
2017-11-30,0.6072993229273619,0.9606996713201452,1.8244378581018028
2017-12-31,0.6324601273847418,1.0020501338044079,1.9269492259195735
2018-01-31,0.6621459798745546,1.0517254630901898,1.8516704139083804
2018-02-28,0.6426319873610565,1.0233334914559034,1.7991230965642138
2018-03-31,0.6217648589980282,0.9928104689801653,1.8040088773140164
2018-04-30,0.6477244809618079,1.0369106715992569,1.84254553900443
2018-05-31,0.5811589016372696,0.9341374598474311,1.8505466366353254
2018-06-30,0.5934980249967386,0.9578666923592594,1.9172094792522365
2018-07-31,0.6152409906095753,0.9969539145475056,1.9753045552546973
2018-08-31,0.6172663732310351,1.0021404619211984,1.9836242055225375
2018-09-30,0.5910596408434678,0.9637548321859605,1.8455030343638765
2018-10-31,0.5704660945618062,0.9337659256689503,1.877955678268053
2018-11-30,0.5921521573108772,0.972451464102629,1.7058716084241718
