aum,net_sharpe,net_cagr,ann_tcost,gross_sharpe
1000000.0,0.1505151000324882,0.009937991134465696,0.0059707689222092426,0.17992357414213286
10000000.0,0.14592472555530725,0.00899762682008265,0.006901325039801147,0.17992357414213286
50000000.0,0.13762682615627603,0.007299877836536073,0.008583201284796175,0.17992357414213286
100000000.0,0.1314105163304398,0.0060297917824165825,0.009842950794420768,0.17992357414213286
500000000.0,0.10577329215161005,0.0008065513697308457,0.01503502269672604,0.17992357414213286
1000000000.0,0.08852499626647611,-0.0026917029923422264,0.018527809255267716,0.17992357414213286
5000000000.0,0.04212421032321798,-0.012035393362249569,0.027925915317662753,0.17992357414213286
10000000000.0,0.023340533407534246,-0.01579162896400932,0.03172937294713851,0.17992357414213286
50000000000.0,-0.009462688919526896,-0.022307868543482434,0.038368662606444365,0.17992357414213286
100000000000.0,-0.016923223064525716,-0.023780622257695616,0.0398775863522666,0.17992357414213286
