asset,periods_held,total_contribution,mean_per_period,sharpe
MU,110,0.07132404024568172,0.0006484003658698338,0.8118602400260516
GNW,70,0.0685946647053086,0.0009799237815044087,1.1194737277347329
NVDA,126,0.04784341134552321,0.0003797096138533588,0.5808709610995166
GE,80,0.039384671646536425,0.0004923083955817053,0.49921372096465816
ADBE,102,0.039164576276533344,0.00038396643408366026,0.9745459079939031
CTAS,117,0.03662973318012138,0.00031307464256514003,1.0186817419803975
WDC,83,0.03657948936089782,0.00044071673928792554,0.559451581230034
HWM,46,0.03334508645846296,0.0007248931838796295,1.751823285196756
INTU,92,0.03188806317401763,0.00034660938232627855,1.0274326250060402
GLW,87,0.03078108211074664,0.00035380554150283493,0.7664631376906204
LRCX,78,0.029491472095941936,0.00037809579610181967,0.5666663519025475
STX,62,0.02841941178113091,0.00045837760937307917,0.5552250876804966
PWR,96,0.028358747854990134,0.00029540362348948055,0.7472394841239212
FMCC,10,0.02737042977022313,0.002737042977022313,2.73868574792396
TGNA,40,0.027209204283384116,0.0006802301070846029,0.9943698981894288
DUK,63,0.026881297511874083,0.0004266872620932394,0.44496268913057824
ABKFQ,7,0.026285124230746693,0.0037550177472495277,3.541385043404282
AMAT,98,0.024942837441104735,0.00025451874939902793,0.5130959810898067
ALB,63,0.024199044199798094,0.00038411181269520787,0.6940274569155854
F,96,0.02341066492903146,0.00024386109301074437,0.4059058994736847
KLAC,81,0.02302018766017007,0.0002841998476564206,0.5864187984321102
TDC,67,0.022285890841191567,0.00033262523643569505,0.6695397208980619
PH,63,0.022263728543020177,0.0003533925165558758,0.9233478885684923
BK,88,0.022200489995612353,0.00025227829540468583,0.7030952029402238
MYL,73,0.022119980469667625,0.0003030134310913373,0.6384821601543212
CMI,78,0.02205606476912947,0.0002827700611426855,0.6864112436206118
STZ,81,0.021853636652182727,0.0002697979833602806,0.6460984473766814
HSP,61,0.021838269392777058,0.00035800441627503374,0.6584153475706056
INTC,58,0.021777520620268595,0.00037547449345290684,0.4968695790052248
VIAB,78,0.021601589204728582,0.00027694345134267415,0.5940425798288703
WYND,41,0.021482113522072886,0.0005239539883432411,1.1420406296137617
DISCA,59,0.021145345397994675,0.00035839568471177416,0.5240369539471549
CAH,109,0.021085607070304564,0.00019344593642481252,0.6035560829642116
KHC,60,0.021022276657376854,0.00035037127762294756,0.9884664301807446
CFC,8,0.020890365026684937,0.002611295628335617,2.7690231225157613
SBUX,115,0.02079809526834753,0.00018085300233345678,0.5305985265004803
LTD,29,0.020674244693638752,0.0007129049894358191,1.8068058365071222
SRCL,52,0.020388575646446864,0.00039208799320090124,1.2607795804676003
CMA,103,0.020342911140856304,0.00019750399165879907,0.4663751588184721
UNH,107,0.020036891792657795,0.00018726067095941863,0.5545813672130265
PVH,42,0.019795794876513676,0.0004713284494408018,0.7709233474919724
FRX,20,0.019593244059010823,0.0009796622029505412,1.1095524727913086
ESV,37,0.01942835509702809,0.0005250906782980565,0.8203947868750121
MA,102,0.019381191598546243,0.00019001168233868866,0.5612265461184763
GEV,14,0.018964290873656635,0.0013545922052611882,2.296470338471322
AMD,87,0.018847839664526227,0.0002166418352244394,0.26422196464541564
LM,46,0.01875753078090051,0.00040777240828044584,0.8458699294175862
AZO,115,0.018720792346993972,0.0001627894986695128,0.5477096818341428
FRC,20,0.018033055443092125,0.0009016527721546063,1.1407986936343926
MAT,66,0.017953358111770915,0.00027202057745107447,0.6227929474543275
AMP,84,0.017671638283359593,0.00021037664623047134,0.46568575806557866
BSX,106,0.017506328702215527,0.00016515404436052384,0.5043900367583657
SNDK,47,0.01741603965618678,0.0003705540352380166,0.492288213403328
MPWR,15,0.016852719769482143,0.0011235146512988095,1.0591084218051334
DG,78,0.01675493225030927,0.0002148068237219137,0.5013327058913151
CHK,59,0.016734379089490152,0.0002836335438896636,0.3490456541085409
NCRA,27,0.016637784756738955,0.0006162142502495909,1.6115656199468318
MMC,85,0.01659869396654609,0.00019527875254760107,0.6747136175943914
FTR,57,0.016595658848079366,0.0002911519096154275,0.6960574821474432
FIS,87,0.01657045221180873,0.00019046496795182449,0.4659732001549303
ENDP,11,0.01644632849867197,0.001495120772606543,1.8523845079138235
CPPRQ,37,0.016423425211227336,0.00044387635706019825,0.4631792272113751
EP,28,0.015899875883018222,0.0005678527101077936,0.8096680427849665
RSG,89,0.015888049390458972,0.00017851740888156147,0.8579533022047826
NCC,13,0.015750757858930015,0.001211596758379232,1.4748786958679325
MCK,101,0.015381611311149472,0.00015229318129850964,0.4199210148612245
ODP,22,0.015378200510065143,0.0006990091140938701,0.9005788356390158
DISH,24,0.015304198559938177,0.000637674939997424,1.0572727850127361
WBD,20,0.015246479031506192,0.0007623239515753096,0.7525988504038194
ECL,72,0.015240849043777571,0.00021167845894135516,0.9255612777589943
SHW,81,0.015106531407962054,0.00018650038775261794,0.6513856315383351
CAT,85,0.01483185096310357,0.0001744923642718067,0.45737315382778454
SPG,93,0.014819797979653057,0.00015935266644788234,0.4631078397679498
SNI,33,0.0148173982753785,0.0004490120689508636,1.0266033222897641
WFR,29,0.014740782117333255,0.0005083028316321812,0.7259142571989983
SCN,8,0.014556441484742836,0.0018195551855928545,1.6221251239966976
WELL,53,0.014219445367203992,0.00026829142202271683,0.8712161765642877
NOV,73,0.014200154752816491,0.00019452266784680125,0.31355234714129243
VISA,33,0.014071365071823064,0.0004264050021764565,1.592145744188682
MER,13,0.014052200561975436,0.0010809385047673412,2.7866422351088587
NEM,110,0.013948589249666984,0.0001268053568151544,0.21383161748951662
ALL,72,0.0139278130543292,0.00019344184797679445,0.544381099434336
META,24,0.013805130902402343,0.0005752137876000976,1.3117018562667735
GGP,20,0.013801018981840787,0.0006900509490920393,1.1521104214545905
AIV,53,0.013774974331562462,0.00025990517606721625,0.6510398690474847
NFLX,106,0.013691009261334526,0.000129160464729571,0.16440628707424515
NWL,81,0.01358536801790353,0.00016772059281362382,0.26708237487711756
MCHP,58,0.013402890861506457,0.00023108432519838718,0.48040025220416877
LLY,117,0.013398145316237283,0.00011451406253194259,0.3758546446685604
BFB,100,0.013385336306150342,0.00013385336306150344,0.4756295028455439
0R01,22,0.013383589790701245,0.0006083449904864202,1.1380044980113615
FNP,12,0.013330798870807452,0.001110899905900621,1.7939539050192088
AABA,27,0.013322374989088986,0.0004934212958921846,0.8411861481726075
FMC,89,0.01331116291398935,0.00014956362824707135,0.33872360221773995
ADSK,36,0.013277620731285019,0.0003688227980912505,0.8366971159225676
FITB,67,0.013235202507068207,0.00019754033592639115,0.38030598318142017
PCG,61,0.01290135450947269,0.00021149761490938835,0.5118569264577401
MTLQQ,6,0.012779034159210828,0.002129839026535138,4.823133548488159
GR,38,0.012763691851905895,0.0003358866276817341,0.728481941739179
ANET,48,0.01268511978245027,0.0002642733288010473,0.4466303219951455
BIIB,124,0.01268063319549444,0.00010226317093140677,0.22102765231653881
PPG,76,0.01260597226895207,0.00016586805617042197,0.48126875914591544
MAC,35,0.0124298029655133,0.0003551372275860943,1.0585435556194105
MBI,20,0.012322071431581713,0.0006161035715790857,0.43373262137338636
FOSL,20,0.012316590644363832,0.0006158295322181916,1.1225464453248966
CBS,60,0.01229657826922245,0.0002049429711537075,0.318111219745612
UA,47,0.012276510010112275,0.0002612023406406867,0.41436677292992896
HIG,88,0.012265340988323225,0.00013937887486730938,0.31659614831280997
