ticker,weight,pct_of_invested,sector
AAPL,0.010372823293683817,inf,Information Technology
ADI,0.010372823293683817,inf,Information Technology
ADM,0.010372823293683817,inf,Consumer Staples
AEP,0.010372823293683817,inf,Utilities
AKAM,0.010372823293683817,inf,Information Technology
ALB,0.010372823293683817,inf,Materials
AMAT,0.010372823293683817,inf,Information Technology
AMCR,0.010372823293683817,inf,Materials
AMD,0.010372823293683817,inf,Information Technology
AME,0.010372823293683817,inf,Industrials
APA,0.010372823293683817,inf,Energy
AVGO,0.010372823293683817,inf,Information Technology
BIIB,0.010372823293683817,inf,Health Care
BKR,0.010372823293683817,inf,Energy
C,0.010372823293683817,inf,Financials
CAT,0.010372823293683817,inf,Industrials
CBOE,0.010372823293683817,inf,Financials
CFG,0.010372823293683817,inf,Financials
CHRW,0.010372823293683817,inf,Industrials
CMI,0.010372823293683817,inf,Industrials
CNP,0.010372823293683817,inf,Utilities
CSCO,0.010372823293683817,inf,Information Technology
CSX,0.010372823293683817,inf,Industrials
CVX,0.010372823293683817,inf,Energy
DAL,0.010372823293683817,inf,Industrials
DELL,0.010372823293683817,inf,Information Technology
EBAY,0.010372823293683817,inf,Consumer Discretionary
EIX,0.010372823293683817,inf,Utilities
ETR,0.010372823293683817,inf,Utilities
EVRG,0.010372823293683817,inf,Utilities
EXPD,0.010372823293683817,inf,Industrials
FDX,0.010372823293683817,inf,Industrials
FRT,0.010372823293683817,inf,Real Estate
FSLR,0.010372823293683817,inf,Information Technology
GEV,0.010372823293683817,inf,Industrials
GL,0.010372823293683817,inf,Financials
GLW,0.010372823293683817,inf,Information Technology
GM,0.010372823293683817,inf,Consumer Discretionary
GNRC,0.010372823293683817,inf,Industrials
GOOG,0.010372823293683817,inf,Communication
GOOGL,0.010372823293683817,inf,Communication
GS,0.010372823293683817,inf,Financials
HAL,0.010372823293683817,inf,Energy
HLT,0.010372823293683817,inf,Consumer Discretionary
HPE,0.010372823293683817,inf,Information Technology
HST,0.010372823293683817,inf,Real Estate
HWM,0.010372823293683817,inf,Industrials
INCY,0.010372823293683817,inf,Health Care
INTC,0.010372823293683817,inf,Information Technology
IVZ,0.010372823293683817,inf,Financials
JBHT,0.010372823293683817,inf,Industrials
JBL,0.010372823293683817,inf,Information Technology
JNJ,0.010372823293683817,inf,Health Care
KEYS,0.010372823293683817,inf,Information Technology
KLAC,0.010372823293683817,inf,Information Technology
L,0.010372823293683817,inf,Financials
LNT,0.010372823293683817,inf,Utilities
LRCX,0.010372823293683817,inf,Information Technology
MAR,0.010372823293683817,inf,Consumer Discretionary
MNST,0.010372823293683817,inf,Consumer Staples
MPC,0.010372823293683817,inf,Energy
MPWR,0.010372823293683817,inf,Information Technology
MRK,0.010372823293683817,inf,Health Care
MS,0.010372823293683817,inf,Financials
MU,0.010372823293683817,inf,Information Technology
NDSN,0.010372823293683817,inf,Industrials
NEM,0.010372823293683817,inf,Materials
NI,0.010372823293683817,inf,Utilities
NSC,0.010372823293683817,inf,Industrials
NTRS,0.010372823293683817,inf,Financials
NUE,0.010372823293683817,inf,Materials
NVDA,0.010372823293683817,inf,Information Technology
ON,0.010372823293683817,inf,Information Technology
PFG,0.010372823293683817,inf,Financials
PH,0.010372823293683817,inf,Industrials
PLD,0.010372823293683817,inf,Real Estate
PWR,0.010372823293683817,inf,Industrials
ROK,0.010372823293683817,inf,Industrials
ROST,0.010372823293683817,inf,Consumer Discretionary
SLB,0.010372823293683817,inf,Energy
SPG,0.010372823293683817,inf,Real Estate
STLD,0.010372823293683817,inf,Materials
STT,0.010372823293683817,inf,Financials
STX,0.010372823293683817,inf,Information Technology
TER,0.010372823293683817,inf,Information Technology
TJX,0.010372823293683817,inf,Consumer Discretionary
TPR,0.010372823293683817,inf,Consumer Discretionary
TRGP,0.010372823293683817,inf,Energy
VLO,0.010372823293683817,inf,Energy
VTR,0.010372823293683817,inf,Real Estate
VTRS,0.010372823293683817,inf,Health Care
WBD,0.010372823293683817,inf,Communication
WDC,0.010372823293683817,inf,Information Technology
WELL,0.010372823293683817,inf,Real Estate
WMB,0.010372823293683817,inf,Energy
XOM,0.010372823293683817,inf,Energy
ABT,-0.010372823293683817,-inf,Health Care
ACN,-0.010372823293683817,-inf,Information Technology
ADBE,-0.010372823293683817,-inf,Information Technology
ADP,-0.010372823293683817,-inf,Industrials
ADSK,-0.010372823293683817,-inf,Information Technology
AJG,-0.010372823293683817,-inf,Financials
AMT,-0.010372823293683817,-inf,Real Estate
ARE,-0.010372823293683817,-inf,Real Estate
AVB,-0.010372823293683817,-inf,Real Estate
AWK,-0.010372823293683817,-inf,Utilities
AXON,-0.010372823293683817,-inf,Industrials
BAX,-0.010372823293683817,-inf,Health Care
BDX,-0.010372823293683817,-inf,Health Care
BKNG,-0.010372823293683817,-inf,Consumer Discretionary
BLDR,-0.010372823293683817,-inf,Industrials
BR,-0.010372823293683817,-inf,Industrials
BRO,-0.010372823293683817,-inf,Financials
BSX,-0.010372823293683817,-inf,Health Care
BXP,-0.010372823293683817,-inf,Real Estate
CAG,-0.010372823293683817,-inf,Consumer Staples
CDW,-0.010372823293683817,-inf,Information Technology
CHTR,-0.010372823293683817,-inf,Communication
CLX,-0.010372823293683817,-inf,Consumer Staples
CMCSA,-0.010372823293683817,-inf,Communication
CMG,-0.010372823293683817,-inf,Consumer Discretionary
COIN,-0.010372823293683817,-inf,Financials
CPB,-0.010372823293683817,-inf,Consumer Staples
CPRT,-0.010372823293683817,-inf,Industrials
CRM,-0.010372823293683817,-inf,Information Technology
CSGP,-0.010372823293683817,-inf,Real Estate
CTAS,-0.010372823293683817,-inf,Industrials
CTSH,-0.010372823293683817,-inf,Information Technology
DASH,-0.010372823293683817,-inf,Consumer Discretionary
DD,-0.010372823293683817,-inf,Materials
DIS,-0.010372823293683817,-inf,Communication
DPZ,-0.010372823293683817,-inf,Consumer Discretionary
EFX,-0.010372823293683817,-inf,Industrials
ERIE,-0.010372823293683817,-inf,Financials
EXE,-0.010372823293683817,-inf,Energy
FDS,-0.010372823293683817,-inf,Financials
FICO,-0.010372823293683817,-inf,Information Technology
FIS,-0.010372823293683817,-inf,Financials
GDDY,-0.010372823293683817,-inf,Information Technology
GEN,-0.010372823293683817,-inf,Information Technology
GIS,-0.010372823293683817,-inf,Consumer Staples
GPC,-0.010372823293683817,-inf,Consumer Discretionary
HRL,-0.010372823293683817,-inf,Consumer Staples
ICE,-0.010372823293683817,-inf,Financials
INTU,-0.010372823293683817,-inf,Information Technology
INVH,-0.010372823293683817,-inf,Real Estate
IP,-0.010372823293683817,-inf,Materials
IT,-0.010372823293683817,-inf,Information Technology
JKHY,-0.010372823293683817,-inf,Financials
KKR,-0.010372823293683817,-inf,Financials
KMB,-0.010372823293683817,-inf,Consumer Staples
KVUE,-0.010372823293683817,-inf,Consumer Staples
LDOS,-0.010372823293683817,-inf,Industrials
LULU,-0.010372823293683817,-inf,Consumer Discretionary
MAA,-0.010372823293683817,-inf,Real Estate
MDT,-0.010372823293683817,-inf,Health Care
MKC,-0.010372823293683817,-inf,Consumer Staples
MOS,-0.010372823293683817,-inf,Materials
MSFT,-0.010372823293683817,-inf,Information Technology
NFLX,-0.010372823293683817,-inf,Communication
NKE,-0.010372823293683817,-inf,Consumer Discretionary
NOW,-0.010372823293683817,-inf,Information Technology
