ticker,weight,pct_of_invested,sector
ES,0.007111184636309858,inf,Utilities
YUM,0.007111184636309858,inf,Consumer Discretionary
AAPL,0.007111184636309857,inf,Information Technology
ABBV,0.007111184636309857,inf,Health Care
ADI,0.007111184636309857,inf,Information Technology
ADM,0.007111184636309857,inf,Consumer Staples
AEE,0.007111184636309857,inf,Utilities
AEP,0.007111184636309857,inf,Utilities
AES,0.007111184636309857,inf,Utilities
AFL,0.007111184636309857,inf,Financials
AIZ,0.007111184636309857,inf,Financials
AKAM,0.007111184636309857,inf,Information Technology
ALB,0.007111184636309857,inf,Materials
ALL,0.007111184636309857,inf,Financials
AMAT,0.007111184636309857,inf,Information Technology
AMCR,0.007111184636309857,inf,Materials
AMD,0.007111184636309857,inf,Information Technology
AME,0.007111184636309857,inf,Industrials
AMGN,0.007111184636309857,inf,Health Care
AMZN,0.007111184636309857,inf,Consumer Discretionary
ANET,0.007111184636309857,inf,Information Technology
APA,0.007111184636309857,inf,Energy
APH,0.007111184636309857,inf,Information Technology
ATO,0.007111184636309857,inf,Utilities
AVGO,0.007111184636309857,inf,Information Technology
BAC,0.007111184636309857,inf,Financials
BEN,0.007111184636309857,inf,Financials
BG,0.007111184636309857,inf,Consumer Staples
BIIB,0.007111184636309857,inf,Health Care
BKR,0.007111184636309857,inf,Energy
BLK,0.007111184636309857,inf,Financials
BMY,0.007111184636309857,inf,Health Care
C,0.007111184636309857,inf,Financials
CAH,0.007111184636309857,inf,Health Care
CAT,0.007111184636309857,inf,Industrials
CB,0.007111184636309857,inf,Financials
CBOE,0.007111184636309857,inf,Financials
CDNS,0.007111184636309857,inf,Information Technology
CF,0.007111184636309857,inf,Materials
CFG,0.007111184636309857,inf,Financials
CHRW,0.007111184636309857,inf,Industrials
CINF,0.007111184636309857,inf,Financials
CME,0.007111184636309857,inf,Financials
CMI,0.007111184636309857,inf,Industrials
CMS,0.007111184636309857,inf,Utilities
CNP,0.007111184636309857,inf,Utilities
COP,0.007111184636309857,inf,Energy
CRWD,0.007111184636309857,inf,Information Technology
CSCO,0.007111184636309857,inf,Information Technology
CSX,0.007111184636309857,inf,Industrials
CVS,0.007111184636309857,inf,Health Care
CVX,0.007111184636309857,inf,Energy
D,0.007111184636309857,inf,Utilities
DAL,0.007111184636309857,inf,Industrials
DELL,0.007111184636309857,inf,Information Technology
DGX,0.007111184636309857,inf,Health Care
DHI,0.007111184636309857,inf,Consumer Discretionary
DLR,0.007111184636309857,inf,Real Estate
DOC,0.007111184636309857,inf,Real Estate
DOV,0.007111184636309857,inf,Industrials
DOW,0.007111184636309857,inf,Materials
DTE,0.007111184636309857,inf,Utilities
DUK,0.007111184636309857,inf,Utilities
DVA,0.007111184636309857,inf,Health Care
DVN,0.007111184636309857,inf,Energy
EA,0.007111184636309857,inf,Communication
EBAY,0.007111184636309857,inf,Consumer Discretionary
ED,0.007111184636309857,inf,Utilities
EIX,0.007111184636309857,inf,Utilities
EL,0.007111184636309857,inf,Consumer Staples
EOG,0.007111184636309857,inf,Energy
EQIX,0.007111184636309857,inf,Real Estate
ETN,0.007111184636309857,inf,Industrials
ETR,0.007111184636309857,inf,Utilities
EVRG,0.007111184636309857,inf,Utilities
EW,0.007111184636309857,inf,Health Care
EXC,0.007111184636309857,inf,Utilities
EXPD,0.007111184636309857,inf,Industrials
EXPE,0.007111184636309857,inf,Consumer Discretionary
F,0.007111184636309857,inf,Consumer Discretionary
FANG,0.007111184636309857,inf,Energy
FCX,0.007111184636309857,inf,Materials
FDX,0.007111184636309857,inf,Industrials
FE,0.007111184636309857,inf,Utilities
FFIV,0.007111184636309857,inf,Information Technology
FITB,0.007111184636309857,inf,Financials
FOX,0.007111184636309857,inf,Communication
FOXA,0.007111184636309857,inf,Communication
FRT,0.007111184636309857,inf,Real Estate
FSLR,0.007111184636309857,inf,Information Technology
FTNT,0.007111184636309857,inf,Information Technology
GD,0.007111184636309857,inf,Industrials
GE,0.007111184636309857,inf,Industrials
GEV,0.007111184636309857,inf,Industrials
GILD,0.007111184636309857,inf,Health Care
GL,0.007111184636309857,inf,Financials
GLW,0.007111184636309857,inf,Information Technology
GM,0.007111184636309857,inf,Consumer Discretionary
GNRC,0.007111184636309857,inf,Industrials
GOOG,0.007111184636309857,inf,Communication
