period,oos_net_return,oos_equity,fixed_default_equity
2011-10-31,5.459235343131558e-05,1.0000545923534314,0.9989069535229866
2011-11-30,0.0037031148476170217,1.0037579093628028,1.0021304224458134
2011-12-31,0.007033640260541492,1.0108179814059342,1.004216971588944
2012-01-31,0.023243805033403578,1.0343132374899924,1.027102688530502
2012-02-29,0.02821682275865756,1.063498270789181,1.0562029704189422
2012-03-31,0.0080657214495102,1.072076151603402,1.0747826390866664
2012-04-30,-0.04866036512549332,1.0199085346240468,1.0362073927547175
2012-05-31,0.03468135314403409,1.0552803426879576,1.062343940385348
2012-06-30,0.01566641936287459,1.071812807081905,1.0967011134828346
2012-07-31,0.018101572365512193,1.091214304171581,1.1037254934041816
2012-08-31,0.02904547825095514,1.1229091455105276,1.130911198370208
2012-09-30,-0.015788004834900348,1.1051806504920534,1.1172768514353244
2012-10-31,0.017280484122129205,1.1242787071749658,1.1390184474357223
2012-11-30,0.013221900775626485,1.139143808685383,1.1501202082030635
2012-12-31,0.07740034148848524,1.227313928482125,1.2547960342402813
2013-01-31,0.03035470431747053,1.2645686798859133,1.2966227029470696
2013-02-28,0.0841014996197966,1.370920802236545,1.3943223823412831
2013-03-31,0.01662079720625143,1.3937065988763504,1.4282155523016962
2013-04-30,0.010126837582478338,1.4078204392407996,1.4390868994275448
2013-05-31,-0.03097293567887364,1.3642161073287906,1.3762606436302032
2013-06-30,0.10124677109384866,1.50233858327005,1.5150704375799677
2013-07-31,-0.035554926661507114,1.4489230451211308,1.4673917420345737
2013-08-31,0.03808052384876831,1.5040987936958958,1.5214313095582261
2013-09-30,0.040066389705112816,1.5643626021191057,1.5709008712555297
2013-10-31,0.032144378436904784,1.6146480656141635,1.6222839899307242
2013-11-30,0.04347781815656933,1.6848494405977925,1.6896418553651602
2013-12-31,-0.052025476332016464,1.597194345902961,1.599683094346002
2014-01-31,0.07196162454705268,1.7121310457515053,1.7089393378507547
2014-02-28,-0.0002922985979874418,1.7116305922472614,1.6981243420320784
2014-03-31,-0.015344621088316022,1.6853662693660572,1.6673946001676252
2014-04-30,0.034094197868622576,1.742827480434926,1.7220960595968766
2014-05-31,0.030527621760959495,1.7960318585522497,1.7752047245581617
2014-06-30,-0.04398654030496184,1.7170306308170455,1.6972397464330358
2014-07-31,0.04545296162662427,1.7950747581913113,1.7669231286582852
2014-08-31,-0.02803724116787029,1.744745814281545,1.7308248000868245
2014-09-30,0.029678995506195214,1.7965281174630598,1.7622863541341298
2014-10-31,0.041015266044403836,1.8702131961570594,1.8568645590995325
2014-11-30,-6.249229111460707e-06,1.8702015087663095,1.8481352521446943
2014-12-31,-0.0006044540248018728,1.869071057937145,1.8518353842098467
2015-01-31,0.07371244177497108,2.0068448494686204,2.000809363276774
2015-02-28,-0.010970987684177782,1.9848277793410445,1.9876091210671447
2015-03-31,-0.0420013148882369,1.9014624027820213,1.9102697316511312
2015-04-30,0.032149336325672434,1.9625931570796817,1.9791070591861895
2015-05-31,-0.019158971906094828,1.9249918899200982,1.953680574693133
2015-06-30,0.038952062855552874,1.9999742950126953,2.005093131338727
2015-07-31,-0.09514933133079222,1.809678078163465,1.827909009321813
2015-08-31,-0.02468374602414368,1.7650084440966176,1.775995730123286
2015-09-30,0.07666569133061286,1.9003240366676544,1.9200634273283266
2015-10-31,0.005538042810457354,1.9108481125364611,1.9292446808628776
2015-11-30,-0.013610244433780817,1.8848410026490112,1.9062736872642572
2015-12-31,-0.055485667902297205,1.7802593407273952,1.7987648225092947
2016-01-31,-0.001165542840114193,1.778184372199264,1.7811628262166166
2016-02-29,0.06433786101353217,1.892588951194255,1.907991025214843
2016-03-31,-0.011056250123970794,1.8716640143679877,1.895780346027381
2016-04-30,0.017679433186032736,1.9047539732567085,1.948973698896379
2016-05-31,0.04006712494610296,1.981071988694771,2.036351811832726
2016-06-30,0.02999976157829836,2.040503676025059,2.0719243959407705
2016-07-31,-0.03948623252502733,1.9599318734053606,1.994219942169741
2016-08-31,-0.0035543132616190024,1.9529656615558462,1.9827471166066892
2016-09-30,-0.0457614529528431,1.8635951153160404,1.8755057223798144
2016-10-31,0.06385823006123816,1.9826010009308919,1.8779393593058704
2016-11-30,0.010901905867448679,2.00421513041575,1.9156969707924754
2016-12-31,0.09803121601793297,2.2006907768119466,2.1822332167404386
2017-07-31,-0.014452222409442439,2.1688859042510518,2.160390740434736
2017-08-31,0.032342930095817984,2.2390340294380486,2.2515228705316597
2017-09-30,0.027937742398868638,2.30158758537479,2.3192043919492717
2017-10-31,0.03256346845252525,2.376535260101866,2.3834052106106225
2017-11-30,0.011862510173033872,2.404726933801398,2.4128376311856554
2017-12-31,0.07154691416184635,2.5767777253167665,2.6431777473828055
