aum,net_sharpe,net_cagr,ann_tcost,gross_sharpe
1000000.0,0.4279281196983061,0.056779781260357653,0.0019170865799559337,0.43995537618008485
10000000.0,0.42664392512901594,0.056565162686721626,0.0021197652414046662,0.43995537618008485
50000000.0,0.42432281504665187,0.0561773255484006,0.0024861131505990244,0.43995537618008485
100000000.0,0.4225848832994104,0.05588699501279826,0.0027604296468886685,0.43995537618008485
500000000.0,0.4152647770905489,0.05466477717264118,0.003915888645331701,0.43995537618008485
1000000000.0,0.40992531848428243,0.05377315162987473,0.0047599979246934895,0.43995537618008485
5000000000.0,0.3922717082887192,0.050817687398470035,0.0075706416781549345,0.43995537618008485
10000000000.0,0.3843199006234357,0.04948466711541788,0.008843502951656066,0.43995537618008485
50000000000.0,0.36890532032436446,0.04690198337762563,0.011317039696486668,0.43995537618008485
100000000000.0,0.36459871226617335,0.046179688873255076,0.012011732090137648,0.43995537618008485
