aum,net_sharpe,net_cagr,ann_tcost,gross_sharpe
1000000.0,0.5097795451475278,0.061644264438051266,0.0012496222122173185,0.5189625190642585
10000000.0,0.5081488643109822,0.06140871244612223,0.0014727825013002393,0.5189625190642585
50000000.0,0.5052003801417622,0.06098300489591768,0.0018761935693077,0.5189625190642585
100000000.0,0.5029932619320119,0.060664428042014995,0.0021781979942459904,0.5189625190642585
500000000.0,0.49367761321359743,0.059321276027001435,0.0034523067181378916,0.5189625190642585
1000000000.0,0.486706466928177,0.05831783992201278,0.004404977792193908,0.5189625190642585
5000000000.0,0.45908546915121334,0.0543558053481803,0.008173389149300792,0.5189625190642585
10000000000.0,0.4422900429660135,0.05195680761240018,0.010460448165486648,0.5189625190642585
50000000000.0,0.39924168565172846,0.04582766946201944,0.016327927673478213,0.5189625190642585
100000000000.0,0.38252032515164847,0.043454714783021986,0.018609600112709755,0.5189625190642585
