period,drawdown
2016-01-31,-0.09938048719671311
2016-02-29,-0.07089084800116707
2016-03-31,-0.07791420536304705
2016-04-30,-0.06202715814123916
2016-05-31,-0.04258512599217379
2016-06-30,-0.01713194520528394
2016-07-31,-0.03335067921311419
2016-08-31,-0.035148691292348766
2016-09-30,-0.06795988663872587
2016-10-31,-0.03059148777971854
2016-11-30,-0.021557856907082784
2016-12-31,0.0
2017-07-31,-0.012896167416834303
2017-08-31,0.0
2017-09-30,0.0
2017-10-31,0.0
2017-11-30,0.0
2017-12-31,0.0
2018-01-31,-0.05597344666869375
2018-02-28,-0.07095280744889176
2018-03-31,-0.07398548577483632
2018-04-30,-0.056087309665867724
2018-05-31,-0.054620226082851
2018-06-30,-0.008167367206395992
2018-07-31,0.0
2018-08-31,0.0
2018-09-30,-0.09647314598216639
2018-10-31,-0.07915385274188291
2018-11-30,-0.1262378369627556
2018-12-31,-0.08503015336555086
2019-01-31,-0.07531448407192542
2019-02-28,-0.068476476990181
2019-03-31,-0.04962652380987731
2019-04-30,-0.09322392975390559
2019-05-31,-0.028184147809632853
2019-06-30,-0.0248080671477926
2019-07-31,-0.025957867303879834
2019-08-31,-0.011166340620374915
2019-09-30,-0.00935132634764313
2019-10-31,0.0
2019-11-30,0.0
2019-12-31,-0.02332295889205427
2020-01-31,-0.16492536562388038
2020-02-29,-0.25265281883778157
2020-03-31,-0.21675791882670625
2020-04-30,-0.21277263629756304
2020-05-31,-0.21097061301275388
2020-06-30,-0.18976553335088953
2020-07-31,-0.1782286092300951
2020-08-31,-0.18850002862283066
2020-09-30,-0.19711152040929059
2020-10-31,-0.15187206730093272
2020-11-30,-0.14108877975418388
2020-12-31,-0.14915061121329543
2021-01-31,-0.11734849868621322
2021-02-28,-0.06356772069177663
2021-03-31,-0.00566298515316721
2021-04-30,0.0
2021-05-31,-0.007791745209204226
2021-06-30,0.0
2021-07-31,0.0
2021-08-31,-0.06809342373129001
2021-09-30,-0.007953277678294346
2021-10-31,-0.032454186198434654
2021-11-30,0.0
2021-12-31,-0.037777751213771804
2022-01-31,-0.046880266888083
2022-02-28,-0.02441112621189645
2022-03-31,-0.07716452092528236
2022-04-30,-0.0734271706320454
2022-05-31,-0.1135344462217509
2022-06-30,-0.08023900745091295
2022-07-31,-0.08240464537695258
2022-08-31,-0.120822433996022
2022-09-30,-0.06902183027197994
2022-10-31,-0.06667603768376584
2022-11-30,-0.07616066064572458
2022-12-31,-0.07312625844449183
2023-01-31,-0.08235587476137063
2023-02-28,-0.09320008807165192
2023-03-31,-0.08716454754479841
2023-04-30,-0.09538913586567654
2023-05-31,-0.05367492882614455
2023-06-30,-0.024547314545291465
2023-07-31,-0.04010901411565049
2023-08-31,-0.09795435448659084
2023-09-30,-0.1630448327552928
2023-10-31,-0.08624427026413095
2023-11-30,-0.07027620123731237
2023-12-31,-0.06366392429005951
2024-01-31,-0.033592696622495644
2024-02-29,0.0
2024-03-31,-0.050702913715962805
2024-04-30,-0.052594046453112164
2024-05-31,-0.0422965211980878
2024-06-30,0.0
2024-07-31,0.0
2024-08-31,0.0
2024-09-30,-0.0053455263145104626
2024-10-31,0.0
2024-11-30,-0.10420164487015549
2024-12-31,-0.07553734083348984
2025-01-31,-0.08599810727280688
2025-02-28,-0.10776500671026878
2025-03-31,-0.11661450037400511
2025-04-30,-0.08303792716111724
2025-05-31,-0.06929599132836695
2025-06-30,-0.05325051960544025
2025-07-31,-0.03683650062345556
2025-08-31,-0.022187835645717358
2025-09-30,-0.03207324606037232
2025-10-31,-0.016592468364044266
2025-11-30,-0.008147908016628125
2025-12-31,0.0
2026-01-31,0.0
2026-02-28,-0.09208562685826427
2026-03-31,-0.038273690660956095
2026-04-30,-0.02211370880060115
2026-05-31,-0.016556551697651356
2026-06-30,-0.016556551697651356
