asset,periods_held,total_contribution,mean_per_period,sharpe
NVDA,76,0.05967187627390451,0.0007851562667619015,1.536345408148837
MU,66,0.042510098084324696,0.0006440923952170408,1.252562711424936
WDC,37,0.030183325592800864,0.0008157655565621855,1.4872234213145732
GE,51,0.030128517566052504,0.0005907552463931863,0.5827164030805634
LRCX,64,0.02932769560458071,0.0004582452438215736,0.9173946161006841
AMAT,61,0.026753778077294132,0.0004385865258572809,1.1099716430897337
CTAS,98,0.024428465366215527,0.0002492700547573013,1.1704146423564066
DUK,31,0.02078108504907693,0.0006703575822282882,0.5990918164016098
UNH,88,0.02054438039108336,0.00023345886808049274,1.2182702581124325
PWR,71,0.020085963311460446,0.0002829008917107105,1.146279820579257
GLW,45,0.019957636379212183,0.00044350303064915963,1.0117669891093164
HWM,46,0.019698890474464045,0.00042823674944487055,1.4429482469794934
INTU,85,0.018531628525556596,0.00021801915912419525,0.8691520174504618
GNW,22,0.01801359463959473,0.0008187997563452149,1.6500218236286635
EXPE,50,0.01625792303054998,0.00032515846061099957,0.9634131332263861
ADBE,64,0.016019786995770592,0.0002503091718089155,1.1682926671960376
NFLX,67,0.015966362796838253,0.00023830392234086944,0.7319108318281611
NTAP,48,0.015904560819337374,0.0003313450170695286,1.1558462402658634
MA,84,0.0149291916199516,0.00017772847166609048,0.8677661400347548
HSP,37,0.014894055839916409,0.0004025420497274705,1.0571212965225838
LLY,85,0.014452569542380778,0.0001700302299103621,0.8615681247356637
STX,40,0.014168949700188104,0.0003542237425047026,0.607587185302685
STZ,54,0.01410885246753999,0.000261275045695185,0.8725923435546644
F,42,0.013642426760506313,0.0003248196847739598,0.8258524888638403
PH,52,0.013583224961257885,0.0002612158646395747,0.9710436590970021
PHM,50,0.013579892992383553,0.0002715978598476711,0.7260362001387846
WBD,10,0.013313278518799017,0.0013313278518799017,1.8151281326746256
FISV,65,0.013181521129504962,0.0002027926327616148,1.1771625829943169
CAT,57,0.01316546191024496,0.00023097301596920983,0.7668776925322296
AMZN,86,0.012994525541816807,0.00015109913420717217,0.5389150120419453
ALL,53,0.012872373993079559,0.0002428749810015011,0.9712222848171173
GEV,14,0.012505100370192385,0.0008932214550137418,2.135711078049249
ISRG,62,0.012491024280781369,0.00020146813356098983,0.5517947335473874
HD,64,0.012461820486431414,0.00019471594510049085,1.087663484671753
BIIB,62,0.01238641412247289,0.00019978087294311112,0.6047909660746397
TT,41,0.012085906239626373,0.0002947782009664969,1.2958220371427478
AZO,103,0.011990459508248286,0.00011641222823542025,0.6133775321689731
MCHP,31,0.011909477180795082,0.00038417668325145424,1.2214819356527136
MSI,63,0.01190270957586985,0.00018893189802968014,0.9594805380427767
NOC,54,0.011797155326780492,0.00021846583938482393,1.0481590086612396
AMP,59,0.01143468535411068,0.000193808226340859,0.9402543373234917
DVA,32,0.011081465601483867,0.00034629580004637083,1.2857312181332787
COST,99,0.01090327922716303,0.00011013413360770738,0.6467281780552572
RSG,76,0.010864480037182815,0.00014295368469977387,0.9713745030876622
ABC,62,0.010863160276975193,0.00017521226253185796,0.9816222863594769
CMI,53,0.010745309589596325,0.00020274169036974197,0.7123827954095663
GS,46,0.01053449046737999,0.00022901066233434758,1.030875611498113
FRX,10,0.01045433337637584,0.001045433337637584,1.9434893489465825
RCL,31,0.010418263548090227,0.0003360730176803299,0.9693656100133521
ETN,54,0.010392949589652176,0.00019246202943800327,0.686397524634718
NRG,42,0.010239481746288286,0.0002437971844354354,0.8167712701514966
MSFT,84,0.01021804806411722,0.00012164342933472882,0.6118976199895516
KLAC,65,0.01016558464208243,0.00015639360987819125,0.4632610856286708
WYND,32,0.01009594134098309,0.00031549816690572155,1.560099471508511
CME,48,0.010089425268764808,0.0002101963597659335,1.1899847931312246
CAH,59,0.010018618385570655,0.00016980709128085856,0.7900674020497261
VISA,28,0.009974453887672645,0.00035623049598830877,2.409600622653969
TDC,32,0.009568779905319298,0.00029902437204122807,1.7048584084727156
WELL,42,0.00956455422789475,0.00022772748161654165,1.083639269572395
BRKB,58,0.009545963138510121,0.00016458557135362278,1.0445800979021724
DG,47,0.00954126464751947,0.00020300563079828657,0.6695301476827646
ANET,22,0.009487867011688243,0.0004312666823494656,1.346596219921453
SHW,63,0.009460535674793323,0.00015016723293322735,0.6343972241567747
DPS,43,0.00944275861081787,0.00021959903746088068,1.114923908163404
CF,36,0.009421645362703446,0.00026171237118620687,0.6947203967458739
AXON,18,0.009413359208885325,0.0005229644004936291,0.8851240505361299
MCK,81,0.009216933768304215,0.00011378930578153352,0.5251033004030914
SNPS,39,0.00919770700279786,0.00023583864109738103,1.0793819399411237
MYL,39,0.009161421614143905,0.0002349082465165104,1.0709176354366756
BSX,70,0.009130933099992893,0.0001304419014284699,0.7784047657285712
CSX,53,0.009111430389852892,0.0001719137809406206,0.4869687324578597
BK,44,0.0091088086172624,0.00020701837766505456,0.9991153370158622
AMT,57,0.0090947003009136,0.00015955614563006317,1.0332806041165021
LTD,23,0.008940560920881403,0.00038872004003832184,2.037904935983584
SNDK,30,0.008921538378729995,0.0002973846126243332,0.6770184400248284
CBS,32,0.008918285754173574,0.0002786964298179242,0.9124437569574653
SBUX,55,0.008800106593767695,0.00016000193806850355,0.7974553295625769
SNI,19,0.008778879391325156,0.0004620462837539556,1.4322844624302162
TJX,88,0.008736130621906223,9.927421161257071e-05,0.5369827141848608
DHI,46,0.008669591828936677,0.00018846938758557992,0.5144513082498924
EW,37,0.008625567400605615,0.00023312344325961124,0.8832766633113994
ECL,54,0.00859438417960355,0.00015915526258525095,1.1501850869352515
CDNS,40,0.008574903265719719,0.00021437258164299297,1.2284455681694537
DIS,41,0.008466525826019021,0.00020650062990290295,0.7719742488638767
WMT,67,0.008336573830076847,0.00012442647507577385,0.7338864388795882
APH,54,0.008298215511995747,0.00015367065762955087,0.40765624262375527
NCRA,16,0.008297135552839825,0.0005185709720524891,4.157725978405951
XYL,38,0.008253982535479097,0.00021721006672313411,0.9022502329719381
DGX,36,0.008232906341013884,0.00022869184280594122,0.8722001720632643
AABA,16,0.008219602298328674,0.0005137251436455421,1.6112363350158614
COG,17,0.008186594142545538,0.00048156436132620813,1.4363958395966485
SPG,49,0.008163509860541079,0.00016660224205185874,1.0589916129684176
INTC,21,0.008118376141368705,0.00038658934006517644,0.6625605916445153
GOOG,49,0.008057431113951609,0.0001644373696724818,0.611347362277158
CVC,10,0.008051322646828087,0.0008051322646828087,1.899400833347617
AN,26,0.008015277766621002,0.0003082799141008078,1.0991578072007444
MSCI,26,0.007988124224385666,0.0003072355470917564,1.6604505300531816
URI,37,0.00789657009991288,0.00021342081351115894,0.7359488917356052
EFX,43,0.007801887787195651,0.00018143925086501513,0.8934837534039101
AVY,37,0.007655312111554448,0.0002069003273393094,0.9736911059672189
EQT,26,0.007648092116904672,0.0002941573891117182,1.1403773083490345
BRCM,27,0.00759152523275633,0.0002811676012131974,0.9464021965520234
NEM,46,0.00758287318168655,0.0001648450691670989,0.448274055235441
AIV,31,0.007543925137322311,0.00024335242378459066,1.1295134171496166
EA,45,0.007414834962677082,0.00016477411028171293,0.6069521520040766
HSY,70,0.007396242734614641,0.00010566061049449487,0.7212753139252356
IR,36,0.007362165805588607,0.00020450460571079464,0.7294696722399077
PPG,29,0.007307657866531895,0.0002519882022942033,1.29755117175715
TXN,53,0.007275196147250012,0.0001372678518349059,0.6955380784219393
META,24,0.0072726185790753725,0.0003030257741281405,1.1641367149022006
MPWR,15,0.007180947141260667,0.0004787298094173778,0.6804777599558652
RAI,31,0.007082972796406211,0.0002284829934324584,0.9193924948450247
FCX,19,0.007022373105563872,0.0003695985845033617,0.8935241660802972
NDAQ,54,0.007019023882266487,0.0001299819237456757,0.6902601210081197
AVGO,60,0.0070006712754404074,0.00011667785459067346,0.45004504831131326
LEN,41,0.006984686932111946,0.00017035821785638892,0.539222454179029
FMC,38,0.006979350648661043,0.00018366712233318535,0.5327058434259838
HAS,43,0.00690149745114005,0.00016049994072418722,0.4396080138713319
TEL,41,0.006822006078912264,0.0001663903921685918,0.7059124280635515
BAC,35,0.0068104653048770445,0.00019458472299648699,0.7890304404902088
TER,14,0.006748459185655879,0.0004820327989754199,0.9990297748162322
MMC,73,0.006744466886978567,9.238995735587078e-05,0.4898649738520724
WFM,33,0.006625250303785303,0.00020076516072076677,0.9543617313873243
DC7,27,0.006615720503461014,0.00024502668531337085,1.0291490590378245
TRGP,19,0.00658149545240971,0.0003463944974952479,1.1819381865012835
AFL,36,0.006567909739992511,0.0001824419372220142,0.8720874888487027
MS,49,0.006524939058275781,0.00013316202159746493,0.6935906206243032
CI,52,0.0064978729733998495,0.0001249590956423048,0.5390608702714985
MNST,33,0.00649021380296562,0.00019667314554441272,0.6420427425275269
VRSN,67,0.006384966891761924,9.529801330987945e-05,0.30697001402283364
BLL,51,0.006367090412704664,0.00012484491005303262,0.6313973839679297
AMGN,54,0.0063461730371238865,0.0001175217229097016,0.6082214882944904
TPR,29,0.006343036534404438,0.00021872539773808408,0.5595727041956219
RL,49,0.006243018044216992,0.0001274085315146325,0.561566130899348
WEC,55,0.006180119687814012,0.0001123658125057093,0.7813969949571782
CEG,34,0.00616190399975785,0.00018123247058111325,0.5585489679840199
PCLN,27,0.00611756033324175,0.00022657630863858334,0.8686590687453375
TMUS,32,0.006101701675029103,0.00019067817734465947,0.9547320588779274
ORLY,94,0.006089884223840359,6.478600238128041e-05,0.226430117849445
SRE,53,0.006087686899340914,0.0001148620169686965,0.6102419947263826
WPI,34,0.0060570808502676725,0.0001781494367725786,1.412767155152726
OKE,50,0.0058767495472716366,0.00011753499094543273,0.5493515606247916
CINF,49,0.005863680907844707,0.0001196669573029532,0.6079122550993569
TWX*,17,0.00584229882299667,0.0003436646366468629,1.6900482212076613
S,10,0.0057747887755277465,0.0005774788775527747,2.4522087140286577
CTSH,34,0.005731861342488126,0.0001685841571320037,0.9564695441480865
MAR,48,0.005664430239757953,0.00011800896332829069,0.5634695145645697
MPC,43,0.005657970382203525,0.00013158070656287267,0.4601793442548069
ALB,21,0.005619883662626002,0.00026761350774409534,0.8008326221476552
LB,19,0.0055990280758512105,0.0002946856882026953,1.1794797833527815
GILD,53,0.005598167616842201,0.00010562580409136228,0.45290089722788285
DTE,61,0.00554705964071541,9.093540394615427e-05,0.5564958544324388
AON,68,0.005485520381113873,8.066941736932166e-05,0.3261145516263487
JPM,55,0.005481509266601209,9.966380484729471e-05,0.5298260773696337
GWW,67,0.00543571855501581,8.113012768680314e-05,0.34789791312495055
CNP,51,0.0054115015820163075,0.0001061078741571825,0.6464486511822625
LNC,22,0.005410552153927493,0.00024593418881488604,1.0630586326807892
FLS,15,0.005350392614324105,0.0003566928409549404,1.8356976926206332
QRVO,15,0.005347230398216522,0.00035648202654776814,1.879071483606283
AMD,47,0.005303795030777971,0.00011284670278251003,0.24263425305205447
WM,58,0.005282750330031258,9.108190224191824e-05,0.5314726357810431
TMK,41,0.0052065783733415425,0.00012698971642296445,0.8455246690970192
GRMN,47,0.005104720526109463,0.00010861107502360561,0.4574346710659396
CMS,71,0.0050644596579180155,7.133041771715515e-05,0.4078976167354275
DISCA,22,0.005047404557764699,0.00022942747989839542,0.9876004293896583
CFN,8,0.0050185461996571775,0.0006273182749571472,1.4210098068612538
FIS,46,0.004998044064377498,0.00010865313183429345,0.4593363787824578
PGR,65,0.004934695444442718,7.591839145296489e-05,0.4282200977334907
ZTS,51,0.004921054396163105,9.64912626698648e-05,0.47237530810614414
CHTR,21,0.004907583162128828,0.00023369443629184895,1.2954807752643989
JBHT,16,0.00484357429333383,0.0003027233933333644,1.594722129879926
HRS,29,0.004796913916306987,0.00016541082470024094,0.6184166292236302
VRSK,37,0.004766941612421694,0.00012883625979518093,0.8122015027362982
VFC,24,0.004734972227098782,0.00019729050946244925,0.7655883978457375
BLK,35,0.004672245977145809,0.00013349274220416597,0.6002656670101337
CRM,53,0.0046690155824351065,8.809463363085106e-05,0.3483773183210345
AEE,45,0.004607113098592071,0.0001023802910798238,0.8189684564130271
HOT,11,0.004574232974332908,0.00041583936130299164,2.3180795808777455
FITB,34,0.004455971015484162,0.00013105797104365183,0.636806729664023
L,46,0.004454548020830219,9.683800045283084e-05,0.7869406471947721
NEE,59,0.0044468435929429645,7.537023038886381e-05,0.36470909135470125
DTV,39,0.004399320589688292,0.00011280309204328955,0.5430362530887404
MO,52,0.004336456384732645,8.339339201408933e-05,0.42605436582500905
TSS,40,0.004317897964151135,0.00010794744910377838,0.4371855419302159
CMA,46,0.004277592337389892,9.299113776934548e-05,0.4797714933817133
FDX,39,0.004202366462226973,0.00010775298621094802,0.5100918253848385
KEYS,21,0.004190945765034231,0.000199568845954011,0.4523006493258879
SYF,20,0.004167176069867581,0.00020835880349337905,0.8346884936898701
BRO,18,0.004143223442712292,0.0002301790801506829,1.219756848236382
AJG,53,0.0041308578018302905,7.794071324208096e-05,0.50309800026528
CSCO,43,0.004119205464056225,9.57954759082843e-05,0.3240215937638799
EP,24,0.004110379994472372,0.00017126583310301548,0.4493370397599235
MBI,9,0.004109103005150184,0.00045656700057224273,0.6032636788966262
NWL,28,0.004074771682112764,0.00014552756007545588,0.6388357386167401
PKG,16,0.004032129202573085,0.0002520080751608178,1.5032160706743842
MPN,9,0.00402000176013362,0.0004466668622370689,0.8661602261972048
CBOE,37,0.003949251912673532,0.00010673653818036574,0.5366811545322651
FTR,12,0.003843754922922442,0.00032031291024353685,0.7409301873959426
FICO,13,0.003841872090079551,0.00029552862231381163,0.8441527701852068
BFB,38,0.0037529522853546396,9.876190224617473e-05,0.6187753978070759
ROK,46,0.0037271528275405275,8.102506146827233e-05,0.2709000912669843
ROP,50,0.003716898032380366,7.433796064760732e-05,0.4340986891867374
ROST,49,0.003684873400516952,7.520149796973371e-05,0.3474177609677534
PSA,51,0.003650948193131523,7.158721947316712e-05,0.3138887715524959
ITW,38,0.003645040530176549,9.592211921517234e-05,0.39267254602760593
ADI,35,0.0036308199440355077,0.00010373771268672879,0.4081949862836686
GR,38,0.00362458774836167,9.538388811478078e-05,0.3141735659325845
VIAB,31,0.003611762192548992,0.00011650845782416103,0.5784569441377484
JBL,20,0.003603415242116896,0.0001801707621058448,0.5584489792199581
HRL,39,0.0035790597993196594,9.177076408511947e-05,0.5797663241483175
SIVB,12,0.003554881989260218,0.00029624016577168487,1.1514128443603757
PXD,46,0.0035455233512413594,7.707659459220347e-05,0.2735853769520742
ES,46,0.003486407347991468,7.579146408677104e-05,0.5268634532872257
NKE,46,0.003452947525636331,7.506407664426807e-05,0.32603926864720817
RTN,18,0.0034112630161944077,0.00018951461201080044,0.5492385899287409
ED,47,0.00336059942222943,7.150211536658362e-05,0.49738900076541964
TMO,67,0.0033344724382737335,4.976824534736916e-05,0.20363748310158575
IP,26,0.0033333812045392877,0.00012820696940535721,0.7166530241530898
CSC,20,0.0032747215280670835,0.00016373607640335418,0.7675919441240991
CCI,25,0.0032641184806903624,0.00013056473922761448,0.6635688265376614
SRCL,27,0.003219743273375459,0.00011924975086575775,0.7368613175891252
HUM,69,0.0032050827252977704,4.645047427967783e-05,0.1702327974710751
PM,40,0.0031687783181753347,7.921945795438337e-05,0.40588606931280413
EQR,52,0.00315824782957638,6.0735535184161155e-05,0.3260886064384248
GD,73,0.00311265488985116,4.2639108080152876e-05,0.19935590301670345
AET,42,0.00310082296806648,7.382911828729714e-05,0.30668384201373
RF,20,0.0030862169715990184,0.00015431084857995091,0.6427828929785406
AWK,21,0.003078020852647793,0.0001465724215546568,0.8286897415383293
ADSK,25,0.003074906669195066,0.00012299626676780264,0.5303869993757364
WWY,7,0.0030431433602135854,0.0004347347657447979,1.9940544842413463
TSO,34,0.0030389370250786113,8.938050073760622e-05,0.21452785787994186
AOS,12,0.003037929480230132,0.0002531607900191777,1.1650002890085114
KMB,34,0.0030197730442752474,8.881685424338963e-05,0.5306044038537082
ODFL,19,0.0030163770894670572,0.0001587566889193188,0.6682053543959583
TDG,41,0.0030019176453397163,7.321750354487112e-05,0.24312873160091292
RTX,26,0.0029977972341818423,0.00011529989362237855,0.6638962719029207
PCG,24,0.002940819098063107,0.0001225341290859628,0.8107941653876025
AIG*,23,0.002920206482446068,0.00012696549923678558,0.4436566000007308
JEC,6,0.002889517752182036,0.00048158629203033936,1.103262362147415
RN7,7,0.00283251496765523,0.0004046449953793186,1.4112572477688081
BA,42,0.0028278467096504553,6.732968356310608e-05,0.20041215045663174
WYNN,39,0.0027600020650020724,7.076928371800185e-05,0.13886996767330909
CVS,54,0.0027499880723750253,5.092570504398195e-05,0.30352656192264627
RHI,31,0.0026624227594887295,8.588460514479772e-05,0.3079660005530448
FOXA,28,0.0026592934092765424,9.497476461701937e-05,0.36005126009822724
BBBY,27,0.0026331724611776824,9.75249059695438e-05,0.5236091626407087
EBAY,43,0.0026261868500147174,6.107411279103994e-05,0.13726098692994285
BKNG,25,0.002625087107819904,0.00010500348431279616,0.5530784436475379
GHC,10,0.0026176482948617225,0.00026176482948617224,1.1987630261228814
LLL,28,0.002616716972262989,9.345417758082104e-05,0.34940774039569467
LO,25,0.0026166411272633516,0.00010466564509053407,0.6021677322807197
UNP,56,0.002603981202972873,4.64996643388013e-05,0.17123507798317003
ABT,59,0.002585176316424516,4.3816547736008746e-05,0.24541528611789426
LOW,45,0.002576455776968397,5.725457282151993e-05,0.23139656500226585
