setting,ann_turnover,ann_tcost,gross_sharpe,net_sharpe,net_cagr,net_maxDD
full rebalance,3.507925817225308,0.003507925817225309,0.43995537618008485,0.41798656838254883,0.05510549641563456,-0.5119042608193232
band 0.25x pos,3.2010667143452447,0.0032010667143452455,0.4360247848410487,0.41552334906817595,0.05372055382096974,-0.5159061941210076
band 0.5x pos,2.94253923842035,0.0029425392384203504,0.4294904937738183,0.4103278407343631,0.05215289860467687,-0.510095369204324
rank buffer 50%,2.549137486876293,0.0025491374868762927,0.4505981800355945,0.43449471353846975,0.05745898473954192,-0.5210289889079649
band 0.5x + buffer 50%,1.9513395260661421,0.0019513395260661415,0.41430592269153044,0.40135960910025936,0.0499028017884382,-0.52476551709815
trade rate 50%,2.1573165136674533,0.0021573165136674535,0.4447986238836522,0.43176788230320196,0.058981948034368736,-0.5173038872230247
