period,oos_net_return,oos_equity,fixed_default_equity
2011-10-31,0.002199678083200831,1.0021996780832008,0.9994693361798169
2011-11-30,0.0007634814987096163,1.00296483899543,1.0001846873190332
2011-12-31,0.0025838174365962925,1.0055563170347193,1.0119513573141008
2012-01-31,0.016766096482903687,1.0224155712651166,1.0241319619450326
2012-02-29,0.03514261491482025,1.0583459279690024,1.039905207508429
2012-03-31,-0.01878528068802183,1.0384646026470796,1.042702438210766
2012-04-30,-0.10600592992783327,0.928381196746338,1.0101424816052071
2012-05-31,0.031520316585655093,0.9576440659799519,1.029618655174643
2012-06-30,-0.0018609292114462265,0.9558619581634017,1.0388275028502947
2012-07-31,0.00914839248484884,0.9646065585180166,1.0550552378097182
2012-08-31,0.015172973786298553,0.979242508544502,1.0793391133777503
2012-09-30,-0.0051156704358854095,0.9742330265939786,1.06291729767187
2012-10-31,0.014223949631632734,0.9880904680937245,1.0811451042238012
2012-11-30,0.019684693301809886,1.0075407259125913,1.1037461565096556
2012-12-31,0.08526715582327576,1.0934508579872766,1.201602491601087
2013-01-31,0.022303156107589317,1.1178382631689443,1.227625714348626
2013-02-28,0.0583066204041097,1.1830156344527252,1.3051022950455937
2013-03-31,0.015564893564080449,1.2014291468876248,1.331828967096314
2013-04-30,0.035789236728116014,1.2444273790376446,1.3809529105064682
2013-05-31,-0.019482479256886977,1.2201828484388415,1.3532463487018482
2013-06-30,0.09428642653560254,1.3352295289381726,1.4815363980451954
2013-07-31,-0.037499704904916456,1.2851588156226605,1.424114456855684
2013-08-31,0.03622722234833403,1.331716549789144,1.4756679145127252
2013-09-30,0.03846102718290933,1.3829357362105146,1.5337346103419964
2013-10-31,0.027173062722006345,1.420514335711067,1.5745647089856236
2013-11-30,0.042107923561179456,1.4803292447767482,1.6437373254492684
2013-12-31,-0.05617524671794944,1.3971713842276186,1.5565938276073528
2014-01-31,0.061877208858143865,1.4836244497800928,1.6604429536875918
2014-02-28,0.00280218953253987,1.4877818466834867,1.6672351186937104
2014-03-31,-0.0006040685962506151,1.4868831243918335,1.6602250682158486
2014-04-30,0.03484228323129512,1.5386895273437267,1.7148288022624296
2014-05-31,0.03506958154558811,1.59265072519625,1.7863045525029255
2014-06-30,-0.04217960535444889,1.5254733461399954,1.7009212130904552
2014-07-31,0.06462187204697334,1.6240522895253224,1.7953741868437572
2014-08-31,-0.02597710366102041,1.5818641148494055,1.7388826223127314
2014-09-30,0.031951073977264516,1.6324063722049391,1.8014653536758862
2014-10-31,0.02557127518864602,1.6741490847682912,1.847531119977544
2014-11-30,0.0021736744282933582,1.6777881398230028,1.8515470511285155
2014-12-31,-0.024304600983964947,1.637010168548976,1.8065459388478
2015-01-31,0.07615205722550099,1.7616718605830446,1.9441181285634341
2015-02-28,-0.005953502665732575,1.7511837424649173,1.9325438161025328
2015-03-31,-0.013005918507053462,1.7284079894195417,1.9074093087189932
2015-04-30,0.022197022451901357,1.7667735003667326,1.9497481159695942
2015-05-31,-0.026699905794421743,1.7196008143468602,1.8976900249503548
