,monthly,weekly
Sharpe,0.7171347662890452,1.3092802400853474
Sortino,0.805697226209553,1.6239175665250274
Ann.Vol,0.16103679156010667,0.13659128688163466
CAGR,0.10747517418760233,0.18448218951269157
MaxDrawdown,-0.15577782150807606,-0.1493324714655414
AnnTurnover,3.402335347324021,6.098946263071197
AnnTCost,0.011777869054288532,0.02101336782579412
