setting,ann_turnover,ann_tcost,gross_sharpe,net_sharpe,net_cagr,net_maxDD
full rebalance,6.098946263071197,0.006098946263071197,1.4558513470850412,1.4134724211286485,0.2021493993395178,-0.143851664265776
band 0.25x pos,5.341723142602199,0.005341723142602198,1.488161169076708,1.4513047955068934,0.20804595358903955,-0.14241746980355408
band 0.5x pos,5.140295382878506,0.005140295382878505,1.5802193665045698,1.5455816471211026,0.22806094446095493,-0.14124788663115007
rank buffer 50%,3.3612214389872994,0.0033612214389872994,1.4179205261723704,1.3944404393198107,0.19444030698190207,-0.15088346012313536
band 0.5x + buffer 50%,2.318238506424398,0.0023182385064243983,1.5002012548390038,1.4851165789028256,0.21441159172757862,-0.15132140304857045
trade rate 50%,3.9264659105843887,0.00392646591058439,1.4074009329993913,1.3791843581249772,0.19364989255707954,-0.1504683937580792
