period,raw 12-1,risk-adj 12-1,blended 3/6/12
2020-10-31,-0.4902411277635638,-0.4359341391453318,-0.25672879144995775
2020-11-30,-0.22787956265635642,-0.18215398577525269,-0.11675389347339155
2020-12-31,-0.05584641360312559,-0.07845254478190367,-0.06451620804695116
2021-01-31,-0.21216576381157423,-0.1965170446957467,0.2808306039654341
2021-02-28,-0.14893424016597293,-0.14803417115525674,-0.2643814643292723
2021-03-31,0.016698532130633496,0.0459104640211112,-0.01845005837698948
2021-04-30,0.2277056419053696,0.1956337497478658,0.2992221807353095
2021-05-31,-0.2116955244415413,-0.19455788752883413,-0.19930209099218785
2021-06-30,-0.22894788899153753,-0.07563936171671723,-0.08747127812499611
2021-07-31,0.1423160060460904,0.1827593860083707,0.1592635718846278
2021-08-31,0.06777098839159096,-0.06121019128415846,-0.24101062401621673
2021-09-30,0.1865416636425696,0.23656475196618898,0.25681179176961744
2021-10-31,-0.10938393391733496,-0.05844109243278008,-0.04379866081567359
2021-11-30,-0.24747562312550092,-0.216261040388113,-0.22067336170299773
2021-12-31,-0.2452551384783684,-0.25402408262034654,-0.3913810264326066
2022-01-31,0.002133780764486159,-0.05370866797215344,-0.09818540212731083
2022-02-28,0.2161153287065477,0.22209128775619066,0.1880984964031378
2022-03-31,-0.021823050909695812,-0.003302291987447712,0.14335928123178215
2022-04-30,0.012888502277248113,0.0026439209520245383,-0.01076045795019767
2022-05-31,0.22298144115425153,0.22983512300714642,0.18578991356067484
2022-06-30,-0.3196545802265929,-0.319233440462649,-0.40624537058129123
2022-07-31,0.39452456376016637,0.38038517909108716,0.2996576129794839
2022-08-31,0.1650049479381421,0.152302961384381,0.18280765107487446
2022-09-30,0.09898836924904571,0.08618886540124564,0.12760829307920094
2022-10-31,-0.2033164206441868,-0.17860179514668031,-0.14812336425071287
2022-11-30,0.05662926753755178,0.052827326500339784,-0.017936655917157002
2022-12-31,-0.4387752219183754,-0.39761583319674604,-0.3052545483562081
2023-01-31,0.09613885749777866,0.09689378973611337,0.07741985921446502
2023-02-28,0.08999337154820616,0.10290328093678594,0.06776700924472034
2023-03-31,0.07281233133659618,0.031314804722706584,-0.09992235556009688
2023-04-30,0.06857233878952633,0.0912092512027315,0.1327694920295059
2023-05-31,0.04054849911212563,0.06142318475646342,0.0028532961470491194
2023-06-30,-0.19956344922157068,-0.2141873776088443,-0.2445879751481761
2023-07-31,0.20680227243801128,0.22253136383095767,0.21315971334715478
2023-08-31,0.09470244547245842,0.09928463120039718,0.11779527280650724
2023-09-30,-0.016505784703223007,0.029293665594821487,0.025418298364252755
2023-10-31,0.11745263823011265,0.12538063786179185,0.027693173946382862
2023-11-30,-0.249757704084477,-0.18704308523115146,-0.3292147761063725
2023-12-31,0.3438813498957746,0.36598980661569797,0.3790635020006276
2024-01-31,0.2872980560578186,0.29826422088215276,0.2488030360882595
2024-02-29,-0.1004481765738438,-0.1251199556321597,-0.09684201947760888
2024-03-31,-0.14493359273067627,-0.14397132944226673,-0.14751744884305432
2024-04-30,0.09530887414704842,0.1072937604057936,0.07355354077345778
2024-05-31,0.05563657322632608,0.07414039364246834,-0.08428662677264519
2024-06-30,-0.1608942728237334,-0.16441315637373727,-0.21387949551849966
2024-07-31,0.17415642980995677,0.17097624675425505,0.23021411133444325
2024-08-31,-0.026052278803496563,-0.05809455475701192,-0.13946299152865996
2024-09-30,0.1946606956461728,0.2113370312540437,0.14517731903624018
2024-10-31,0.0898950444445738,0.11053720331255883,0.06964152753647883
2024-11-30,-0.02051418969563066,-0.01332099091763205,0.030472291227051522
2024-12-31,0.15762670156541633,0.11836423223897245,0.12209834906546531
2025-01-31,0.017097282734379837,0.05222461007473842,-0.013389308218369787
2025-02-28,-0.17700792155650014,-0.14460390639709603,-0.2466916378194104
2025-03-31,0.14450454744125235,0.14588658649266492,0.10501929519111804
2025-04-30,0.005743232151710513,-0.018537843057316584,-0.1818865071914297
2025-05-31,-0.16109413460767238,-0.1803802321188796,-0.16493784771182918
2025-06-30,-0.08334108098776603,-0.08895692771629662,-0.05907058236436654
2025-07-31,-0.13815266526387268,-0.13454111433115373,-0.08125101580032883
2025-08-31,0.19839419144936474,0.20531826731365246,0.23655171927150587
2025-09-30,-0.016915558628973388,-0.019311361009251873,0.08573053390965145
2025-10-31,-0.02442371292913813,-0.01317749012507377,-0.030097129529627474
2025-11-30,-0.06560387278081994,-0.05931920899201498,-0.04914193444362535
2025-12-31,0.1404864959389093,0.13773171050162503,0.15494616416335863
2026-01-31,0.00716396007754478,0.013604521091441533,0.007357280855386577
2026-02-28,-0.10112021567911883,-0.07412127655903589,-0.07999445743221677
2026-03-31,0.3325901907333443,0.3063162627996653,0.16061865408338438
2026-04-30,0.10864446026241431,0.09133655093989122,-0.03174558049297089
2026-05-31,0.19685271405644525,0.20098819517805305,0.16939634094854336
