period,raw 12-1,risk-adj 12-1,blended 3/6/12
2007-10-31,0.23535616584599864,0.24906977959462126,0.2944187416865888
2007-11-30,0.2541247646394876,0.25246813237770815,0.29747950866661743
2007-12-31,-0.3272628952803571,-0.33814283722382527,-0.3196646008167118
2008-01-31,0.3414108351379158,0.34348547303482374,0.2995755918136377
2008-02-29,0.08086512057987442,0.0817351450218062,0.06632570155695201
2008-03-31,0.007617173429749896,0.034077733483420934,-0.0377445828680153
2008-04-30,0.09215613447331264,0.06566129670344799,0.06404033887615264
2008-05-31,0.46391864437330066,0.40068903138054407,0.34475766058993673
2008-06-30,-0.09878041821141544,-0.12001948487202078,-0.18558228283967462
2008-07-31,-0.27690073755269373,-0.3011652290999048,-0.28944318648025075
2008-08-31,0.06314726664668574,0.015404004651899008,0.061282202907957134
2008-09-30,0.18516984765116584,0.16662284787732798,0.19232233965441423
2008-10-31,0.20308493547117212,0.10567726010490587,0.06705958821099953
2008-11-30,-0.12868595141536765,-0.11713347484355692,-0.16061528775854914
2008-12-31,0.03963251271016601,-0.049700875223831695,-0.10161791695983498
2009-01-31,0.21108589935392563,0.10575499966404873,0.05622431436657157
2009-02-28,-0.30877227156685255,-0.17977326223534587,-0.14004367584593383
2009-03-31,-0.6500119750409572,-0.3015482199229011,-0.30360041071842603
2009-04-30,-0.31174407553957756,-0.1754123108516802,-0.19246489656876858
2009-05-31,0.2667136903503424,-0.00933348216658417,-0.05084366492090807
2009-06-30,-0.23031578218438206,0.02777340522767485,0.06596311177808974
2009-07-31,-0.3302999587106664,-0.04881068111307193,-0.1524872674457493
2009-08-31,-0.18376934977878503,-0.05831747657539043,-0.12622202491183981
2009-09-30,0.051680546182102355,-0.04950289736670951,-0.0716017642642183
2009-10-31,-0.06560783039833935,-0.06388715358168454,-0.007937646739631031
2009-11-30,0.14525909234152976,0.11437167909672318,-0.03688781465109226
2009-12-31,-0.3031205906404383,-0.2894123025275773,-0.1485838285774774
2010-01-31,0.318904722715882,0.2865933181484252,0.15692150183759868
2010-02-28,0.3194449412858655,0.15051709874533015,-0.01998207903429054
2010-03-31,0.13956080091033998,0.06810311523698812,0.06709515972811293
2010-04-30,-0.06700135466301714,0.10183427492148797,0.11338178965727305
2010-05-31,-0.24196964516227995,0.005160817736166705,-0.08568227183919702
2010-06-30,0.08425820612180304,0.012613943644181036,-0.012317642394489068
2010-07-31,-0.023258206293170464,0.07211155139912535,0.08739573329544836
2010-08-31,-0.016204326482123672,-0.1051567509018964,-0.19535818170700817
2010-09-30,0.09862147762866193,0.10746537802321675,0.086875277313733
2010-10-31,0.10636692436021349,0.0657678717945462,0.036000391214835004
2010-11-30,-0.2618843839896752,-0.3270359493341538,-0.3699973503609041
2010-12-31,-0.14227825415584752,-0.1650368569974379,-0.12220413039915115
2011-01-31,0.11740064670661074,0.09625563961663547,0.08803948378637175
2011-02-28,0.10096076089088415,0.11549657628518208,0.05143833100509851
2011-03-31,-0.045638600352172834,-0.02529480280811298,-0.11380785923460783
2011-04-30,-0.036251934279504995,0.02063056384969407,-0.05152888314570423
2011-05-31,0.12004739603904531,0.16852438595653624,0.19219462758084888
2011-06-30,0.01106706601606015,0.08601416392239761,0.11736052270682472
2011-07-31,0.019484080320554792,0.17096629572411065,0.3232933498868635
2011-08-31,-0.0991471317149814,-0.0017229892490852824,0.11634360392189201
2011-09-30,-0.07682935809517617,-0.1354599469850307,-0.31184097543651546
2011-10-31,0.10150857695733875,0.11586936764480177,0.1190599017758442
2011-11-30,0.04328120800898565,0.08910122863554615,0.07610419858462289
2011-12-31,-0.34741709896010137,-0.35837830452707364,-0.3122843826455373
2012-01-31,-0.16188401283458081,-0.15822754106613354,-0.16312828574193558
2012-02-29,0.13819257460364753,0.12327594992734466,0.1935920470467509
2012-03-31,0.25789011930492156,0.2459418245947833,0.06100549213689473
2012-04-30,0.36680263577782884,0.36606598402185664,0.3042003370302152
2012-05-31,-0.051722306389744614,-0.036933518230510706,-0.015299511820858317
2012-06-30,0.12397998233735652,0.13001198637131275,0.06602645452714401
2012-07-31,-0.16831114059412128,-0.2143601194284414,-0.21645559141534232
2012-08-31,-0.0414043870306179,-0.056497742583312624,-0.07430245590621538
2012-09-30,-0.007039339149219347,0.030312553546903553,-0.005611903312315739
2012-10-31,0.07272255543162576,0.044708282890776926,0.08598019733717734
2012-11-30,-0.15359046859962192,-0.22052710279515164,-0.178298928934838
2012-12-31,-0.03387075377957424,-0.07499907834550298,-0.04962809246575373
2013-01-31,0.12499050315971187,0.1649903916061708,0.12534950273741413
2013-02-28,0.12363812063034449,0.1273413040220946,0.06883867343625134
2013-03-31,-0.04038752876233771,-0.02286117378330413,-0.13362756048469449
2013-04-30,-0.017515539323326387,-0.12452963704253545,-0.1067836979334163
2013-05-31,-0.0877391228646267,-0.03967317017595433,0.02311756168687118
2013-06-30,0.18048495310342666,0.13360885931180094,0.14384877529050993
2013-07-31,-0.04871535108581665,-0.060756330337497465,-0.020157877941316436
2013-08-31,0.1307941657938914,0.10204145504984233,0.016925112478018083
2013-09-30,0.03386893538348212,0.010536918961850234,-0.02387665995510405
2013-10-31,0.2100538486492726,0.2150454245012128,0.1912604467065108
2013-11-30,0.09140356767324775,0.07897762792204044,0.07300681814187661
2013-12-31,-0.10207644803609293,-0.1168365027074693,-0.10405336834086285
2014-01-31,0.14846595267020868,0.10706475794848254,0.06551117182382615
2014-02-28,-0.09691300857760389,-0.07771886325669265,-0.10557246063371305
2014-03-31,-0.28736967875629194,-0.29046249688956455,-0.22178614051695947
2014-04-30,0.17939634623578266,0.1849355596594241,0.07542400750487144
2014-05-31,0.06949133196027897,0.01784509746498388,0.032781895368943055
2014-06-30,-0.1099128986860845,-0.12225584373322738,-0.11039961231956025
2014-07-31,0.020108825614247292,0.0010524786769188902,0.020329507747864142
2014-08-31,0.002802653469754023,0.06283057435026194,0.024004491007419738
2014-09-30,-0.01246805372609193,0.016514402253347944,0.018449678881797552
2014-10-31,0.09527413274245279,0.10445880684298656,0.21740743399645707
2014-11-30,0.04318316111988245,0.055546732112988696,0.12824779978427725
2014-12-31,0.34260534865389675,0.34452709824135563,0.29144439179893206
2015-01-31,-0.1386504606022102,-0.13937483946177706,-0.08233715112832626
2015-02-28,0.17455581435337889,0.18604180019071143,0.26518604230130427
2015-03-31,-0.4398743688349334,-0.453291047307351,-0.49193611870106174
2015-04-30,0.37793718512272095,0.3840654165596369,0.39880454554827066
2015-05-31,0.14622594819778154,0.15365404805435365,0.20506712732271778
2015-06-30,0.3563800255878568,0.35072873273098865,0.12127924514448002
2015-07-31,0.06491414856090509,0.05303608020763544,0.007217463277950886
2015-08-31,0.30533759269701766,0.28719548865733907,0.2379974709964993
2015-09-30,-0.12340469492140295,-0.10988918784911156,-0.12783689007399282
2015-10-31,0.05695403754887476,0.05987487188442051,0.021551674279963816
2015-11-30,0.2913078981989748,0.27317213325469925,0.2713378538748477
2015-12-31,0.0022435014827706474,-0.018350410069953027,-0.015385080675649114
2016-01-31,-0.17738941486162832,-0.18454849902928663,-0.16296318268372895
2016-02-29,-0.226369369083593,-0.2100868596954589,-0.21338123725038471
2016-03-31,-0.24291402476512441,-0.22077024169643483,-0.2711913553234743
2016-04-30,0.12135166147386175,0.11444640056165126,0.014033651922872429
2016-05-31,0.32360460954584064,0.34236303106924976,0.36602755152040145
2016-06-30,-0.24052329861099783,-0.252623593262185,-0.22133275780644804
2016-07-31,-0.33550226134173716,-0.3407995893063458,-0.3261959615124001
2016-08-31,-0.005123686375628459,-0.017030994901688558,0.006048305371988957
2016-09-30,-0.15286187784390426,-0.11564816324843064,-0.1602248478848588
2016-10-31,-0.20613353056429035,-0.2344697848452204,-0.052648951100351206
2016-11-30,-0.019146890689827382,0.013029601483770917,0.06537842916776473
2016-12-31,-0.09462564344066608,-0.038045510141344364,-0.0778868329310807
2017-07-31,-0.035089994520112175,0.031992694869008326,-0.11150460670531911
2017-08-31,0.13087267920664633,0.11925543665236209,0.014012316110203015
2017-09-30,0.34842554193438624,0.35474315060977707,0.40174375810193946
2017-10-31,-0.11612826882894833,-0.1195954454390479,-0.06503057002884252
2017-11-30,-0.12376531145335798,-0.13619912365933648,-0.15627007970456072
2017-12-31,0.24593292124649388,0.22508781930380095,0.10924447243235409
2018-01-31,0.27500483568379913,0.25796400158173555,0.15506734332369276
2018-02-28,-0.12449928510611763,-0.14716768247144577,-0.2207709488047468
2018-03-31,-0.12710116347331607,-0.11920636961195381,-0.08226984716990322
2018-04-30,0.21461219895766329,0.20119780845619342,0.24604830067420438
2018-05-31,-0.26248076253304353,-0.2818820432494144,-0.11008103940282463
2018-06-30,0.028479547631914327,0.047520670047446506,-0.11704138312453412
2018-07-31,0.21872542745413961,0.22101072057273075,0.27717197201546007
2018-08-31,0.07750283204354184,0.057751118711452734,0.11616782190894925
2018-09-30,-0.060789619587246484,-0.039684315510988624,0.07617355926347932
2018-10-31,-0.09650474688385781,-0.09003140481614692,0.022274331778391596
2018-11-30,0.15829996745470779,0.1431558919496299,0.23686230003421427
2018-12-31,-0.32201027363012397,-0.3237741716938532,-0.38698558959284374
2019-01-31,0.06834023313419392,0.07115337424982526,0.06226512743728831
2019-02-28,0.20243087241558852,0.22439774044194627,0.2071304844389455
2019-03-31,-0.20572343882390967,-0.22715941946698578,-0.14495909801626472
2019-04-30,0.4411946232405522,0.47253894331138585,0.424541664677364
2019-05-31,-0.21452540103261217,-0.2715418672242904,-0.15217790258617805
2019-06-30,-0.03507823731529307,-0.032099661361793784,0.03073387792853787
2019-07-31,0.4820772660965575,0.5132776399577222,0.5264054733973323
2019-08-31,-0.4168575609948513,-0.40474899050838065,-0.3890828826117585
2019-09-30,-0.15186409499497291,-0.16466356038647262,-0.13496211147943088
2019-10-31,-0.22897584075076305,-0.28418601987254205,-0.32826878284273364
2019-11-30,-0.1942047373632519,-0.2090282869911955,-0.20158248271413143
2019-12-31,0.27649622940448665,0.42581147582284085,0.2078953526780466
2020-01-31,0.16161925346106668,0.1558295294284546,0.08740063254696119
2020-02-29,0.3438626891508162,0.33998939435251474,0.2858557017185969
2020-03-31,-0.24360817779487295,-0.22636124596478455,-0.16747953079237415
2020-04-30,0.19607550008570324,0.19782882134222426,0.19132053629057266
2020-05-31,-0.08622052235897903,-0.07310001314447172,-0.0905146713897393
2020-06-30,0.3316101218649829,0.30883068673392144,0.31344520323303127
2020-07-31,-0.07312895044760076,-0.04779603513623971,0.047199259690157244
2020-08-31,0.11013607559724105,0.06708891746587547,0.11096474139014169
2020-09-30,-0.06633948051545623,-0.10094192314355618,-0.06300719432944778
