period,n_names,benchmark_ret,benchmark_equity
2006-10-31,499,0.016207917322431084,1.016207917322431
2006-11-30,499,0.012716216320747209,1.029130237025959
2006-12-31,499,0.012149778407205124,1.041633941357979
2007-01-31,499,-0.021872047344286372,1.0188512744771816
2007-02-28,499,0.009915680959263436,1.0289538786598365
2007-03-31,499,0.04006960951983418,1.070183658791655
2007-04-30,499,0.029278237087117225,1.1015167496805154
2007-05-31,499,-0.017594348137180547,1.0821362805077008
2007-06-30,499,-0.030122939439429244,1.0495391548647581
2007-07-31,499,0.01250933170992576,1.0626681882955167
2007-08-31,499,0.0358033130447125,1.1007152301037184
2007-09-30,499,0.013138576391691385,1.1151770612399343
2007-10-31,499,-0.04226811179244466,1.0680406325470748
2007-11-30,501,-0.010144793280836855,1.0572055811143506
2007-12-31,499,-0.061730619019299104,0.9919436261615039
2008-01-31,499,-0.035129506771033686,0.9570971358297796
2008-02-29,499,-0.0138243190522707,0.9438659196600543
2008-03-31,500,0.04698900207236596,0.9882172373149962
2008-04-30,499,0.0074182777537142065,0.995548107262407
2008-05-31,499,-0.08592523663978707,0.9100054005595924
2008-06-30,499,-0.009945064936037688,0.9009553377588824
2008-07-31,499,0.012424088413703977,0.9121488865319972
2008-08-31,499,-0.08798970011807361,0.831889179543012
2008-09-30,500,-0.16923776647856145,0.6911021128394697
2008-10-31,499,-0.07611951979105981,0.6384957518835424
2008-11-30,500,0.008457478262904609,0.6438958158260543
2008-12-31,499,-0.08368126841486882,0.5900137972307034
2009-01-31,499,-0.11023100400957728,0.5249759839824598
2009-02-28,499,0.08381230080822802,0.5689754290690933
2009-03-31,499,0.09423082517772696,0.6225904532561253
2009-04-30,499,0.0530609701290199,0.6556257066989615
2009-05-31,500,0.00023328962864911152,0.6557786573766101
2009-06-30,499,0.07501926360145983,0.7049746893385576
2009-07-31,499,0.03240948372135314,0.7278225550566415
2009-08-31,499,0.03448866124218,0.7529241806024078
2009-09-30,499,-0.019440484373567893,0.7382869698349253
2009-10-31,499,0.05705469782330519,0.7804097098057406
2009-11-30,500,0.017780437253276132,0.794285735682789
2009-12-31,500,-0.03696159625773972,0.7649276670071999
2010-01-31,500,0.028256715947774003,0.7865420108144159
2010-02-28,499,0.05875843660642224,0.8327579896951426
2010-03-31,500,0.014711773915788807,0.8450093369661043
2010-04-30,500,-0.0819861471452085,0.7757302771265262
2010-05-31,500,-0.05303581619022056,0.7345887887356549
2010-06-30,500,0.06759381007554285,0.7842424438050759
2010-07-31,499,-0.047372732297695744,0.7470907364582073
2010-08-31,499,0.08762249861963471,0.8125526934822586
2010-09-30,499,0.03657338369107238,0.8422704949101996
2010-10-31,499,-0.0022755664985582014,0.8403538523892579
2010-11-30,499,0.06511576795556379,0.8950741388420009
2010-12-31,499,0.022614603870679078,0.915315885926802
2011-01-31,499,0.03192089821547811,0.9445335911564817
2011-02-28,499,-0.0012673025614902253,0.9433365813169956
2011-03-31,500,0.02853389309429162,0.9702536464802293
2011-04-30,499,-0.012492111140128995,0.9581331300942828
2011-05-31,499,-0.018114056919993404,0.9407774520388236
2011-06-30,499,-0.022974508317054894,0.9191635526424599
2011-07-31,499,-0.056868013128637866,0.866892547663423
2011-08-31,499,-0.07145142430993547,0.8049518404092029
2011-09-30,499,0.1072342869541961,0.8912702770479515
2011-10-31,499,-0.005010199547299515,0.8868048351093643
2011-11-30,499,0.008630900864049081,0.8944587597269525
2011-12-31,501,0.042996521576899815,0.9329173750891996
2012-01-31,499,0.04061074670902744,0.9708038463093979
2012-02-29,499,0.0312628568729226,1.0011539480082512
2012-03-31,499,-0.007733893208683293,0.9934111302889037
2012-04-30,499,-0.06410277130456692,0.9297307237925828
2012-05-31,500,0.03971736669581881,0.9666571798778218
2012-06-30,499,0.01742649210077369,0.9835026235871188
2012-07-31,499,0.01973253071972551,1.0029096193199822
2012-08-31,499,0.024232800015828032,1.0272129275589137
2012-09-30,499,-0.021045912604502223,1.005594294059294
2012-10-31,499,0.0025841094371862076,1.008192859764553
2012-11-30,499,0.005026380061611031,1.0132604202531323
2012-12-31,499,0.04571698195928157,1.0595836286058988
2013-01-31,499,0.01108425127862195,1.0713283197960808
2013-02-28,500,0.03606654713269039,1.109967433136592
2013-03-31,499,0.018209214569761222,1.1301790682920234
2013-04-30,499,0.020578039701577247,1.1534359380292283
2013-05-31,499,-0.015063406149018872,1.1360612640278194
2013-06-30,499,0.049133410385233875,1.1918798283360659
2013-07-31,499,-0.03127482237250605,1.1546039984154826
2013-08-31,499,0.029123276396934197,1.188229849790342
2013-09-30,499,0.04457522762015653,1.241195465809811
2013-10-31,499,0.027881233289385705,1.275801526149782
2013-11-30,499,0.023520153777488888,1.30580857423438
2013-12-31,499,-0.03529943882955367,1.2597142643450867
2014-01-31,500,0.04265287655309473,1.3134447013543702
2014-02-28,499,0.004587988106754089,1.3194707700230632
2014-03-31,499,-0.0028186391590476053,1.3157516580414577
2014-04-30,501,0.019915532426758753,1.341955552852744
2014-05-31,500,0.01952202664834676,1.3681532449164322
2014-06-30,499,-0.015003054085792403,1.3476267677852987
2014-07-31,499,0.036825792209740096,1.3972541911120437
2014-08-31,500,-0.015750510478903215,1.375246724333242
2014-09-30,500,0.022340527649532038,1.4059704618031372
2014-10-31,500,0.02236925121861847,1.4374209682691685
2014-11-30,503,-0.004740986515258432,1.4306061748418546
2014-12-31,502,-0.03116168800913188,1.3860260715574952
2015-01-31,502,0.05479984951125974,1.4619800916975285
2015-02-28,502,-0.017356544246263296,1.4366051695488242
2015-03-31,502,0.008467473103245363,1.4487695851819622
2015-04-30,502,0.010489216574773832,1.4639660431278811
2015-05-31,502,-0.02099330300219518,1.4332325603995728
2015-06-30,504,0.015216929886216002,1.455041959781815
2015-07-31,502,-0.06270338136829537,1.363805908870744
2015-08-31,502,-0.0263182438979081,1.3279129323316754
2015-09-30,505,0.08301024191365572,1.4381433060848
2015-10-31,505,-0.0012046833869347913,1.436410798735928
2015-11-30,506,-0.01747056183536457,1.4113158950556266
2015-12-31,504,-0.050935380635781166,1.33942998274364
2016-01-31,506,-0.004133041034461808,1.3338940636621721
2016-02-29,505,0.06549496989355558,1.4212574152029187
2016-03-31,504,0.0020775235043172923,1.424210110888688
2016-04-30,505,0.01508483669053476,1.4456940878244522
2016-05-31,505,0.000813726033079016,1.4468704867395832
2016-06-30,507,0.034769594747722773,1.4971775872159587
2016-07-31,505,-0.0012121301553500784,1.49536281311458
2016-08-31,505,-0.0012154198377672411,1.493545319486861
2016-09-30,505,-0.01854783268120097,1.465843290799228
2016-10-31,505,0.031355306934959436,1.511805257100789
2016-11-30,505,0.018145869541739256,1.5392382780686555
2016-12-31,505,0.09587503661231128,1.6868128043335588
2017-07-31,506,0.00022481204829894602,1.6871920201751982
2017-08-31,506,0.01875417633888048,1.718833916839116
2017-09-30,505,0.022216389568617108,1.7570202007393658
2017-10-31,506,0.028200049671183995,1.8065682576734898
2017-11-30,505,0.009891461533441035,1.8244378581018028
2017-12-31,504,0.0561879196721046,1.9269492259195735
2018-01-31,505,-0.03906631840559732,1.8516704139083804
2018-02-28,505,-0.02837833177517446,1.7991230965642138
2018-03-31,505,0.002715645615985252,1.8040088773140164
2018-04-30,505,0.02136168074061288,1.84254553900443
2018-05-31,505,0.00434241513250104,1.8505466366353254
2018-06-30,505,0.03602332483666433,1.9172094792522365
2018-07-31,505,0.03030189274106828,1.9753045552546973
2018-08-31,505,0.004211831661962293,1.9836242055225375
2018-09-30,506,-0.06963071471608517,1.8455030343638765
2018-10-31,505,0.017584714465323496,1.877955678268053
2018-11-30,505,-0.09163372268859182,1.7058716084241718
2018-12-31,506,0.07903912384245118,1.8407022057417315
2019-01-31,505,0.029484033041980412,1.8949735303962667
2019-02-28,506,0.016960573183030722,1.9271133676384586
2019-03-31,505,0.037521551827526936,1.9994216517398251
2019-04-30,505,-0.06583274925037234,1.867794227495072
2019-05-31,505,0.06848873344195222,1.995717088466399
2019-06-30,505,0.012942873345099566,2.0215474019750705
2019-07-31,505,-0.01814076198858166,1.9848749917072053
2019-08-31,505,0.017219072110878753,2.0190526973204914
2019-09-30,505,0.02043839743081468,2.0603188987820857
2019-10-31,505,0.03399123820665286,2.1303516892522567
2019-11-30,506,0.028438993777335095,2.190936747686437
2019-12-31,505,-0.001631373543598101,2.1873625114405644
2020-01-31,505,-0.0842972598713127,2.002973845380892
2020-02-29,505,-0.12524524606419984,1.7521108932560054
2020-03-31,505,0.1260635224091451,1.9729881641112912
2020-04-30,505,0.04525574916232549,2.062277221566549
2020-05-31,505,0.018393214320522093,2.1002091284911533
2020-06-30,506,0.05508746376423174,2.2159043227542186
2020-07-31,506,0.07006749892116566,2.371167196498206
2020-08-31,505,-0.03922544380296408,2.2781571108845338
2020-09-30,505,-0.027914274193462797,2.2145640086355156
2020-10-31,505,0.107030098037966,2.4515890115911256
2020-11-30,505,0.036823584231722134,2.541865306061016
2020-12-31,506,-0.010997312959295394,2.513911617789888
2021-01-31,505,0.025974690281373683,2.5792096934567277
2021-02-28,505,0.04255859145148737,2.688977225068269
2021-03-31,505,0.05245001489843776,2.8300141205846594
2021-04-30,505,0.0054770589024484995,2.8455142746178623
2021-05-31,505,0.021971477472494706,2.9080344274002905
2021-06-30,505,0.02226714713496161,2.9727880578687467
2021-07-31,505,0.034959276057770806,3.0767145762450245
2021-08-31,505,-0.04759662401901123,2.9302733493456787
2021-09-30,505,0.0691390887407239,3.132869778480668
2021-10-31,505,-0.00846956260555162,3.106335741756785
2021-11-30,505,0.04356794457553995,3.241672405186663
2021-12-31,505,-0.052582236001470266,3.0712180217376845
2022-01-31,505,-0.03172056481293997,2.973797251424485
2022-02-28,504,0.03556501628336743,3.07956039909483
2022-03-31,505,-0.08873545568977635,2.8062942037569605
2022-04-30,504,0.00013176838971859202,2.806663984625266
2022-05-31,504,-0.10063603771385202,2.5242124420184076
2022-06-30,503,0.05882035185470476,2.672687506013954
2022-07-31,503,-0.04245726619209804,2.559212501122825
2022-08-31,503,-0.09330991771325206,2.3204125932323283
2022-09-30,505,0.07954059464830537,2.5049795907274444
2022-10-31,503,0.022098326758541162,2.560335448246816
2022-11-30,504,-0.027320753700587758,2.4903851540743807
2022-12-31,507,0.04291458417106974,2.597258997387288
2023-01-31,504,-0.008842638333475733,2.5742923754150264
2023-02-28,503,0.01767585615661934,2.619795197147944
2023-03-31,506,0.020855825497208276,2.6744331886180857
2023-04-30,503,0.01705292321454592,2.7200400924260233
2023-05-31,505,0.04519464595613454,2.842971341389709
2023-06-30,505,0.04203589522458526,2.962478186822865
2023-07-31,505,-0.01466844726627724,2.9190232317619573
2023-08-31,504,-0.047491500247277225,2.7803944392289264
2023-09-30,505,-0.03122122682931767,2.6935871137667866
2023-10-31,506,0.09202221703660393,2.9414569717568333
2023-11-30,503,0.050940005040991276,3.091294804725986
2023-12-31,506,0.02960149336241763,3.182801747369358
2024-01-31,503,0.029389873732937256,3.2763438888415153
