period,n_names,benchmark_ret,benchmark_equity
2024-02-29,505,0.03644540530423987,3.3957515697864133
2024-03-31,507,-0.027443942283635246,3.302558759695631
2024-04-30,505,0.023166648355628712,3.379067977155301
2024-05-31,504,0.04571794577204278,3.5335520236949334
2024-06-30,506,-0.008465713800256694,3.503637983564014
2024-07-31,504,0.028598764877459857,3.603837702471699
2024-08-31,503,0.02622152189632202,3.6983358116978513
2024-09-30,506,0.013076847376285812,3.7466983846536763
2024-10-31,503,0.03179726358965934,3.86583314078146
2024-11-30,504,-0.01638815531085805,3.8024792668644714
2024-12-31,506,0.02777153163643161,3.908079940121073
2025-01-31,504,-0.03464935366378625,3.772667496129469
2025-02-28,506,-0.04783635174740283,3.592196846758626
2025-03-31,507,-0.0036025626644265825,3.579255732515222
2025-04-30,503,0.06330445967772538,3.8058385827105
2025-05-31,505,0.04294924427659051,3.969296473676606
2025-06-30,504,0.030507825029836955,4.090391075987081
2025-07-31,507,0.021795520647301822,4.179543279139296
2025-08-31,505,0.02411797532638218,4.280345400821124
2025-09-30,506,0.024054720270122974,4.383307912097384
2025-10-31,504,-0.0016799422505678722,4.375944207938603
2025-11-30,506,0.012353657229551195,4.430003122739117
2025-12-31,507,0.01103973593664944,4.478909187412689
2026-01-31,505,-0.008978363009640285,4.438695914840885
2026-02-28,504,-0.0814960757854398,4.07695961617649
2026-03-31,507,0.12280946271855471,4.57764883616437
2026-04-30,506,0.06218898847501497,4.862328186879262
2026-05-31,506,-0.02133404833506935,4.75859504231941
2026-06-30,505,,4.75859504231941
