ticker,weight,pct_of_invested,sector
A,0.0020920502092050207,0.0034013605442176874,Health Care
AAPL,0.0020920502092050207,0.0034013605442176874,Information Technology
ABBV,0.0020920502092050207,0.0034013605442176874,Health Care
ABNB,0.0020920502092050207,0.0034013605442176874,Consumer Discretionary
ACGL,0.0020920502092050207,0.0034013605442176874,Financials
ADI,0.0020920502092050207,0.0034013605442176874,Information Technology
ADM,0.0020920502092050207,0.0034013605442176874,Consumer Staples
AEE,0.0020920502092050207,0.0034013605442176874,Utilities
AEP,0.0020920502092050207,0.0034013605442176874,Utilities
AES,0.0020920502092050207,0.0034013605442176874,Utilities
AFL,0.0020920502092050207,0.0034013605442176874,Financials
AIZ,0.0020920502092050207,0.0034013605442176874,Financials
AKAM,0.0020920502092050207,0.0034013605442176874,Information Technology
ALB,0.0020920502092050207,0.0034013605442176874,Materials
ALL,0.0020920502092050207,0.0034013605442176874,Financials
AMAT,0.0020920502092050207,0.0034013605442176874,Information Technology
AMCR,0.0020920502092050207,0.0034013605442176874,Materials
AMD,0.0020920502092050207,0.0034013605442176874,Information Technology
AME,0.0020920502092050207,0.0034013605442176874,Industrials
AMGN,0.0020920502092050207,0.0034013605442176874,Health Care
AMZN,0.0020920502092050207,0.0034013605442176874,Consumer Discretionary
ANET,0.0020920502092050207,0.0034013605442176874,Information Technology
APA,0.0020920502092050207,0.0034013605442176874,Energy
APD,0.0020920502092050207,0.0034013605442176874,Materials
APH,0.0020920502092050207,0.0034013605442176874,Information Technology
APO,0.0020920502092050207,0.0034013605442176874,Financials
ATO,0.0020920502092050207,0.0034013605442176874,Utilities
AVGO,0.0020920502092050207,0.0034013605442176874,Information Technology
AXP,0.0020920502092050207,0.0034013605442176874,Financials
BA,0.0020920502092050207,0.0034013605442176874,Industrials
BAC,0.0020920502092050207,0.0034013605442176874,Financials
BALL,0.0020920502092050207,0.0034013605442176874,Materials
BEN,0.0020920502092050207,0.0034013605442176874,Financials
BFB,0.0020920502092050207,0.0034013605442176874,Consumer Staples
BG,0.0020920502092050207,0.0034013605442176874,Consumer Staples
BIIB,0.0020920502092050207,0.0034013605442176874,Health Care
BKR,0.0020920502092050207,0.0034013605442176874,Energy
BLK,0.0020920502092050207,0.0034013605442176874,Financials
BMY,0.0020920502092050207,0.0034013605442176874,Health Care
C,0.0020920502092050207,0.0034013605442176874,Financials
CAH,0.0020920502092050207,0.0034013605442176874,Health Care
CAT,0.0020920502092050207,0.0034013605442176874,Industrials
CB,0.0020920502092050207,0.0034013605442176874,Financials
CBOE,0.0020920502092050207,0.0034013605442176874,Financials
CBRE,0.0020920502092050207,0.0034013605442176874,Real Estate
CCL,0.0020920502092050207,0.0034013605442176874,Consumer Discretionary
CDNS,0.0020920502092050207,0.0034013605442176874,Information Technology
CF,0.0020920502092050207,0.0034013605442176874,Materials
CFG,0.0020920502092050207,0.0034013605442176874,Financials
CHRW,0.0020920502092050207,0.0034013605442176874,Industrials
CINF,0.0020920502092050207,0.0034013605442176874,Financials
CME,0.0020920502092050207,0.0034013605442176874,Financials
CMI,0.0020920502092050207,0.0034013605442176874,Industrials
CMS,0.0020920502092050207,0.0034013605442176874,Utilities
CNC,0.0020920502092050207,0.0034013605442176874,Health Care
