period,drawdown
2006-10-31,0.0
2006-11-30,0.0
2006-12-31,0.0
2007-01-31,0.0
2007-02-28,0.0
2007-03-31,0.0
2007-04-30,0.0
2007-05-31,0.0
2007-06-30,0.0
2007-07-31,0.0
2007-08-31,0.0
2007-09-30,0.0
2007-10-31,-0.03666259744412559
2007-11-30,-0.028142211251043547
2007-12-31,-0.12386815204443558
2008-01-31,-0.10773143266460494
2008-02-29,-0.14628738584121403
2008-03-31,-0.08970970005338919
2008-04-30,-0.07064449647748094
2008-05-31,-0.08489652745737353
2008-06-30,-0.15235291080053126
2008-07-31,-0.17219520707319547
2008-08-31,-0.26941559533385306
2008-09-30,-0.3814091312592989
2008-10-31,-0.4297498379060908
2008-11-30,-0.41600885745324223
2008-12-31,-0.4161788009304177
2009-01-31,-0.4558367866789603
2009-02-28,-0.38369105721848606
2009-03-31,-0.41675341204636684
2009-04-30,-0.413440193668943
2009-05-31,-0.4095582576129808
2009-06-30,-0.3802685047686928
2009-07-31,-0.37257596300686624
2009-08-31,-0.35837169027150484
2009-09-30,-0.37550478312904567
2009-10-31,-0.3486198846594496
2009-11-30,-0.3142749612942993
2009-12-31,-0.3602338640913302
2010-01-31,-0.3298901695171844
2010-02-28,-0.2858744943290067
2010-03-31,-0.27162937717218283
2010-04-30,-0.31914493645599873
2010-05-31,-0.3557242015470905
2010-06-30,-0.31949189771783326
2010-07-31,-0.3390542669857026
2010-08-31,-0.28738383148836
2010-09-30,-0.2711473103479317
2010-10-31,-0.263901069374204
2010-11-30,-0.24099097858882035
2010-12-31,-0.24622296465856286
2011-01-31,-0.21878764181124044
2011-02-28,-0.20273760582833966
2011-03-31,-0.18729178454260598
2011-04-30,-0.19230044002550095
2011-05-31,-0.19956900344781292
2011-06-30,-0.22288758824831412
2011-07-31,-0.2649934595775837
2011-08-31,-0.3552004769167092
2011-09-30,-0.2663275154709206
2011-10-31,-0.26565670265051466
2011-11-30,-0.26586641719151327
2011-12-31,-0.27505802922837963
2012-01-31,-0.25188667147468347
2012-02-29,-0.22758717575503729
2012-03-31,-0.20995529216486075
2012-04-30,-0.23693411440828727
2012-05-31,-0.22170506568454795
2012-06-30,-0.18190595886790462
2012-07-31,-0.1887527018212597
2012-08-31,-0.16845379695341467
2012-09-30,-0.18491168936776514
2012-10-31,-0.18256845194135618
2012-11-30,-0.17971849023377684
2012-12-31,-0.1354205300481196
2013-01-31,-0.11494907720394065
2013-02-28,-0.0720029545878903
2013-03-31,-0.0581629354844716
2013-04-30,-0.054479652195768336
2013-05-31,-0.07630287923090517
2013-06-30,-0.018069865740789615
2013-07-31,-0.04839212060447995
2013-08-31,-0.009690888483652516
2013-09-30,0.0
2013-10-31,0.0
2013-11-30,0.0
2013-12-31,-0.0421860859581622
2014-01-31,0.0
2014-02-28,-0.015432834960573905
2014-03-31,-0.03622814125650442
2014-04-30,-0.005183889540499087
2014-05-31,0.0
2014-06-30,-0.027372498824010383
2014-07-31,0.0
2014-08-31,-0.01659557536955847
2014-09-30,0.0
2014-10-31,0.0
2014-11-30,-0.006244325212816926
2014-12-31,-0.009233718834236848
2015-01-31,0.0
2015-02-28,0.0
2015-03-31,-0.03065859761259282
2015-04-30,0.0
2015-05-31,-0.007024822405929609
2015-06-30,0.0
2015-07-31,-0.051688529054705
2015-08-31,-0.07337454403668242
2015-09-30,-0.00432905437184361
2015-10-31,-0.010119800862504302
