sma_window,3,6,9,12
none,0.28844158389106195,0.3424710084632325,0.4724797617240773,0.4579012127369799
6,0.3218326424819502,0.3305299203590135,0.3725916107073168,0.4100612506485718
9,0.2297117537014963,0.3032952158210883,0.38392754633848764,0.4035553987733686
12,0.25329410629199817,0.3445744985454704,0.42005792680512566,0.3881208257229737
