period,drawdown
2006-10-31,0.0
2006-11-30,0.0
2006-12-31,0.0
2007-01-31,0.0
2007-02-28,0.0
2007-03-31,0.0
2007-04-30,0.0
2007-05-31,0.0
2007-06-30,0.0
2007-07-31,0.0
2007-08-31,0.0
2007-09-30,0.0
2007-10-31,-0.034884154428482805
2007-11-30,-0.03795961146607252
2007-12-31,-0.14110716428039005
2008-01-31,-0.1214550914971485
2008-02-29,-0.16053875366374282
2008-03-31,-0.1030870037099536
2008-04-30,-0.07715198941098611
2008-05-31,-0.07521964345765308
2008-06-30,-0.15393081158062172
2008-07-31,-0.17436253778032795
2008-08-31,-0.27440800590513925
2008-09-30,-0.37422810255892747
2008-10-31,-0.4215784630022297
2008-11-30,-0.42198168242650524
2008-12-31,-0.41365218368632517
2009-01-31,-0.45254995045567725
2009-02-28,-0.3737538630327907
2009-03-31,-0.3962023524537158
2009-04-30,-0.4032795251725265
2009-05-31,-0.3982709042456011
2009-06-30,-0.37295311070860315
2009-07-31,-0.36575333159866363
2009-08-31,-0.347888843738132
2009-09-30,-0.37160906825122975
2009-10-31,-0.3464505356448463
2009-11-30,-0.3103203806717735
2009-12-31,-0.3630182041053349
2010-01-31,-0.33716129027930886
2010-02-28,-0.2951279051319685
2010-03-31,-0.284962447584834
2010-04-30,-0.3325708825692292
2010-05-31,-0.36577129992192225
2010-06-30,-0.32932495624527314
2010-07-31,-0.3411525997791145
2010-08-31,-0.28802249377474043
2010-09-30,-0.2688660395182678
2010-10-31,-0.25963154895807505
2010-11-30,-0.23830460638308604
2010-12-31,-0.24648128641639577
2011-01-31,-0.22259206316882396
2011-02-28,-0.20544494648667877
2011-03-31,-0.18772925567123944
2011-04-30,-0.19919727649906827
2011-05-31,-0.20526552146236965
2011-06-30,-0.22691685694250763
2011-07-31,-0.2678627553654651
2011-08-31,-0.358522041306386
2011-09-30,-0.26812760530773305
2011-10-31,-0.26598997358726495
2011-11-30,-0.2686366389609154
2011-12-31,-0.2814919917888049
2012-01-31,-0.2574101573609401
2012-02-29,-0.23544431594497783
2012-03-31,-0.2150914180856892
2012-04-30,-0.2413018978726057
2012-05-31,-0.23469650163912292
2012-06-30,-0.18529925999827335
2012-07-31,-0.1949133343433853
2012-08-31,-0.17343162958668912
2012-09-30,-0.18773446477184785
2012-10-31,-0.18425566640337043
2012-11-30,-0.18304037037553322
2012-12-31,-0.1360965284085356
2013-01-31,-0.12060053316459796
2013-02-28,-0.08096171710951272
2013-03-31,-0.0691052256945085
2013-04-30,-0.060700662407107364
2013-05-31,-0.08653920486682176
2013-06-30,-0.032813686078690285
2013-07-31,-0.05869904531853054
2013-08-31,-0.017286045408104966
2013-09-30,0.0
2013-10-31,0.0
2013-11-30,0.0
2013-12-31,-0.049721038206527735
2014-01-31,0.0
2014-02-28,-0.01772155845926293
2014-03-31,-0.03988628928996485
2014-04-30,-0.012478576508334949
2014-05-31,0.0
2014-06-30,-0.023120479855921916
2014-07-31,0.0
2014-08-31,-0.01336196246100363
2014-09-30,0.0
2014-10-31,0.0
2014-11-30,-0.008672836437526477
2014-12-31,-0.009090101850822707
2015-01-31,0.0
2015-02-28,0.0
2015-03-31,-0.03683131823849628
2015-04-30,0.0
2015-05-31,-0.003573735787533061
2015-06-30,0.0
2015-07-31,-0.04901333889475623
2015-08-31,-0.06651852281837167
2015-09-30,0.0
2015-10-31,-0.000366625982733515
