aum,net_sharpe,net_cagr,ann_tcost,gross_sharpe
1000000.0,0.486129549824109,0.06563936870114273,0.0022505505997658755,0.5005247115398096
10000000.0,0.4837505936160038,0.0652404515006435,0.002627459817198941,0.5005247115398096
50000000.0,0.4794474933158453,0.06451957862261803,0.0033088057258790957,0.5005247115398096
100000000.0,0.47626690020381474,0.06398855333329778,0.003810426888939187,0.5005247115398096
500000000.0,0.4649035371453035,0.0621180142212856,0.005569561311240272,0.5005247115398096
1000000000.0,0.45752964373043675,0.06090418623675875,0.006713375578192076,0.5005247115398096
5000000000.0,0.4371742124781623,0.05754947003425204,0.009888180055789317,0.5005247115398096
10000000000.0,0.42857514787744144,0.0561287269699291,0.011239543749565682,0.5005247115398096
50000000000.0,0.4122770177492964,0.05344292786515226,0.013798082616508396,0.5005247115398096
100000000000.0,0.4083439036095385,0.05279693832390997,0.014413788883344266,0.5005247115398096
