,monthly,weekly
Sharpe,0.7239607534933636,1.3021262880987114
CAGR,0.10014638158420786,0.16955143989155164
Ann.Vol,0.14695710159107708,0.12656517638604656
MaxDrawdown,-0.11422746555935603,-0.14553186112168204
AnnTurnover,4.07258850229623,6.9080260358677945
