cost_bps,net_sharpe,net_cagr,ann_tcost
0.0,0.4791573967554563,0.06535155687168381,0.0
2.5,0.4668824601700202,0.0632829796114136,0.0019513203877570744
5.0,0.45460625434343244,0.061218037939603676,0.0039026407755141487
10.0,0.43005028682191515,0.05709903844083719,0.0078052815510282975
20.0,0.38092589261067467,0.04890441482745067,0.015610563102056595
35.0,0.307215722103663,0.0367202352860061,0.027318485428599035
50.0,0.23348937766199138,0.024664277531026402,0.03902640775514149
75.0,0.11061324598213063,0.004852665895660024,0.05853961163271222
100.0,-0.012206819415799472,-0.014611681751253602,0.07805281551028298
