aum,net_sharpe,net_cagr,ann_tcost,gross_sharpe
1000000.0,0.46541955539060426,0.0630377959418904,0.0021820385646480413,0.4791573967554563
10000000.0,0.46313175378670196,0.06264955544339701,0.0025496062378836653,0.4791573967554563
50000000.0,0.45901423923675444,0.0619514773839005,0.0032107013830117393,0.4791573967554563
100000000.0,0.4560196889717684,0.061444577517233645,0.0036907139700194224,0.4791573967554563
500000000.0,0.4451794918066488,0.05963438394172149,0.005396624134307309,0.4791573967554563
1000000000.0,0.43836149749087067,0.058495964056527905,0.006471620854778489,0.4791573967554563
5000000000.0,0.4197769294214021,0.0553899492038199,0.009416695605549552,0.4791573967554563
10000000000.0,0.4117377875321675,0.05404450167175634,0.010698283395233672,0.4791573967554563
50000000000.0,0.3960931984347954,0.051431623781298175,0.013191128018871514,0.4791573967554563
100000000000.0,0.39190356420823835,0.0507328514494112,0.01385883651994769,0.4791573967554563
