period,net,gross,benchmark
2006-10-31,1.0,1.0,1.016207917322431
2006-11-30,1.0,1.0,1.029130237025959
2006-12-31,1.0,1.0,1.041633941357979
2007-01-31,1.0,1.0,1.0188512744771816
2007-02-28,1.0,1.0,1.0289538786598365
2007-03-31,1.0,1.0,1.070183658791655
2007-04-30,1.0,1.0,1.1015167496805154
2007-05-31,1.0,1.0,1.0821362805077008
2007-06-30,1.0,1.0,1.0495391548647581
2007-07-31,1.0,1.0,1.0626681882955167
2007-08-31,1.0,1.0,1.1007152301037184
2007-09-30,1.0,1.0,1.1151770612399343
2007-10-31,0.9651158455715172,0.9670517740912664,1.0680406325470748
2007-11-30,0.9620403885339275,0.9655168470216043,1.0572055811143506
2007-12-31,0.85889283571961,0.8634141635526893,0.9919436261615039
2008-01-31,0.8785449085028515,0.8844951713196497,0.9570971358297796
2008-02-29,0.8394612463362572,0.847042344381648,0.9438659196600543
2008-03-31,0.8969129962900464,0.9062590421058598,0.9882172373149962
2008-04-30,0.9228480105890139,0.9336130724105007,0.995548107262407
2008-05-31,0.9247803565423469,0.9367619663309991,0.9100054005595924
2008-06-30,0.8460691884193783,0.8580472833300044,0.9009553377588824
2008-07-31,0.825637462219672,0.8392480816054733,0.9121488865319972
2008-08-31,0.7255919940948607,0.7401995956444549,0.831889179543012
2008-09-30,0.6257718974410725,0.6397387239708827,0.6911021128394697
2008-10-31,0.5784215369977703,0.5926600894990686,0.6384957518835424
2008-11-30,0.5780183175734948,0.5940486641956911,0.6438958158260543
2008-12-31,0.5863478163136748,0.6052713288858028,0.5900137972307034
2009-01-31,0.5474500495443227,0.5664904849710676,0.5249759839824598
2009-02-28,0.6262461369672093,0.6504456225051906,0.5689754290690933
2009-03-31,0.6037976475462842,0.6281463053937837,0.6225904532561253
2009-04-30,0.5967204748274735,0.621825442612944,0.6556257066989615
2009-05-31,0.6017290957543989,0.6283826083487307,0.6557786573766101
2009-06-30,0.6270468892913968,0.6558485930570807,0.7049746893385576
2009-07-31,0.6342466684013364,0.664591128801083,0.7278225550566415
2009-08-31,0.652111156261868,0.6840731651293143,0.7529241806024078
2009-09-30,0.6283909317487703,0.6602050938344036,0.7382869698349253
2009-10-31,0.6535494643551537,0.6876539102253841,0.7804097098057406
2009-11-30,0.6896796193282265,0.7268264749775794,0.794285735682789
2009-12-31,0.6369817958946651,0.6722884808347995,0.7649276670071999
2010-01-31,0.6628387097206911,0.7003489534130791,0.7865420108144159
2010-02-28,0.7048720948680315,0.7460428742423589,0.8327579896951426
2010-03-31,0.715037552415166,0.7579676474563507,0.8450093369661043
2010-04-30,0.6674291174307708,0.7085631242837794,0.7757302771265262
2010-05-31,0.6342287000780777,0.6745871748289693,0.7345887887356549
2010-06-30,0.6706750437547269,0.7147789193519305,0.7842424438050759
2010-07-31,0.6588474002208855,0.7038269836393928,0.7470907364582073
2010-08-31,0.7119775062252596,0.7616107899622409,0.8125526934822586
2010-09-30,0.7311339604817322,0.7833988222545241,0.8422704949101996
2010-10-31,0.740368451041925,0.794573249115935,0.8403538523892579
2010-11-30,0.761695393616914,0.8183104943279184,0.8950741388420009
2010-12-31,0.7535187135836042,0.8105252304876206,0.915315885926802
2011-01-31,0.777407936831176,0.8371714503201397,0.9445335911564817
2011-02-28,0.7945550535133212,0.8566936336544233,0.9433365813169956
2011-03-31,0.8122707443287606,0.8768034031850712,0.9702536464802293
2011-04-30,0.8008027235009317,0.865299450206928,0.9581331300942828
2011-05-31,0.7947344785376304,0.8596558020061985,0.9407774520388236
2011-06-30,0.7730831430574924,0.8375070133143153,0.9191635526424599
2011-07-31,0.7321372446345349,0.7944777658124151,0.866892547663423
2011-08-31,0.641477958693614,0.6975908376618877,0.8049518404092029
2011-09-30,0.731872394692267,0.7974683393012333,0.8912702770479515
2011-10-31,0.734010026412735,0.8014688597624492,0.8868048351093643
2011-11-30,0.7313633610390846,0.7992979492978031,0.8944587597269525
2011-12-31,0.7185080082111951,0.7858444859699446,0.9329173750891996
2012-01-31,0.7425898426390599,0.8129371671001809,0.9708038463093979
2012-02-29,0.7645556840550222,0.8381069012226401,1.0011539480082512
2012-03-31,0.7849085819143108,0.8611811607420936,0.9934111302889037
2012-04-30,0.7586981021273943,0.8330647217807102,0.9297307237925828
2012-05-31,0.7653034983608771,0.8409601324175917,0.9666571798778218
2012-06-30,0.8147007400017267,0.8965193546636188,0.9835026235871188
2012-07-31,0.8050866656566147,0.8870699072804108,1.0029096193199822
2012-08-31,0.8265683704133109,0.9115607679569249,1.0272129275589137
2012-09-30,0.8122655352281521,0.8970872663660295,1.005594294059294
2012-10-31,0.8157443335966296,0.9015934952279382,1.008192859764553
2012-11-30,0.8169596296244668,0.9039564472288354,1.0132604202531323
2012-12-31,0.8639034715914644,0.9567509547137817,1.0595836286058988
2013-01-31,0.879399466835402,0.9749712281995238,1.0713283197960808
2013-02-28,0.9190382828904873,1.0199236560766936,1.109967433136592
2013-03-31,0.9308947743054915,1.0340810745697533,1.1301790682920234
2013-04-30,0.9392993375928926,1.044374725760654,1.1534359380292283
2013-05-31,0.9134607951331782,1.016662567422231,1.1360612640278194
2013-06-30,0.9671863139213097,1.0780612845518884,1.1918798283360659
2013-07-31,0.9413009546814695,1.0511138259683412,1.1546039984154826
2013-08-31,0.982713954591895,1.098361261842562,1.188229849790342
2013-09-30,1.026494316444224,1.1487431425824943,1.241195465809811
2013-10-31,1.0707065730860903,1.1994302896427824,1.275801526149782
2013-11-30,1.101168015288598,1.235016636135509,1.30580857423438
2013-12-31,1.0464167983286274,1.1750418985106086,1.2597142643450867
2014-01-31,1.111034963952212,1.2488182081791999,1.3134447013543702
2014-02-28,1.0913456928882477,1.228847271573311,1.3194707700230632
2014-03-31,1.0667199019687483,1.2025954253056421,1.3157516580414577
2014-04-30,1.097170829151099,1.2383244290090984,1.341955552852744
2014-05-31,1.1202090893801686,1.2658962595588201,1.3681532449164322
2014-06-30,1.0943093176947338,1.237916976998525,1.3476267677852987
2014-07-31,1.133656955687473,1.2839922467530638,1.3972541911120437
2014-08-31,1.1185090740019212,1.2688826538665312,1.375246724333242
2014-09-30,1.1347464605545883,1.2884574402639055,1.4059704618031372
2014-10-31,1.1745433249874164,1.3353071227585704,1.4374209682691685
2014-11-30,1.164356702841012,1.325106809663834,1.4306061748418546
2014-12-31,1.163866606535077,1.3258100052073805,1.3860260715574952
2015-01-31,1.2209412641850084,1.3925677448809124,1.4619800916975285
2015-02-28,1.2231086089748606,1.396800701247677,1.4366051695488242
2015-03-31,1.178059906557463,1.3469359995548655,1.4487695851819622
2015-04-30,1.2258818021357698,1.4030386354869928,1.4639660431278811
2015-05-31,1.2215008244681917,1.3996532717321966,1.4332325603995728
2015-06-30,1.2465227912264754,1.4296091002413969,1.455041959781815
2015-07-31,1.1854265472200547,1.3613115442328112,1.363805908870744
2015-08-31,1.1636059364946567,1.337668835857915,1.3279129323316754
2015-09-30,1.2561578618280294,1.4466523706946657,1.4381433060848
2015-10-31,1.2556973217174683,1.4481644085773495,1.436410798735928
2015-11-30,1.2337897797568198,1.4248943804550736,1.4113158950556266
2015-12-31,1.183055148101242,1.3679279820554855,1.33942998274364
2016-01-31,1.1862034587984416,1.3733289766744932,1.3338940636621721
2016-02-29,1.249739967770068,1.4492033144183578,1.4212574152029187
2016-03-31,1.2226826566174789,1.4198977306842404,1.424210110888688
2016-04-30,1.2535358885288599,1.4577625166804549,1.4456940878244522
2016-05-31,1.307569074033423,1.5220945690403551,1.4468704867395832
2016-06-30,1.3235361266176349,1.5418771396560949,1.4971775872159587
2016-07-31,1.2807722696553423,1.4935771467379657,1.49536281311458
2016-08-31,1.2776275064344438,1.491324939149407,1.493545319486861
2016-09-30,1.2331528090338,1.4415869225101317,1.465843290799228
2016-10-31,1.223508339706158,1.4320831237256724,1.511805257100789
2016-11-30,1.24700043083095,1.461737713655461,1.5392382780686555
2016-12-31,1.39362771761139,1.636413607278352,1.6868128043335588
2017-07-31,1.3940394231035342,1.6391146580693092,1.6871920201751982
2017-08-31,1.462987937018046,1.7221561854922687,1.718833916839116
2017-09-30,1.5085064668832315,1.7772521629895766,1.7570202007393658
2017-10-31,1.5253998539493399,1.7988229331816674,1.8065682576734898
2017-11-30,1.542091873005391,1.8199385543935924,1.8244378581018028
2017-12-31,1.6386067571547758,1.9359556178226185,1.9269492259195735
2018-01-31,1.5945905292725928,1.8857877242936965,1.8516704139083804
2018-02-28,1.5621617357599178,1.8488071436519953,1.7991230965642138
2018-03-31,1.5533712260802144,1.8401515264693553,1.8040088773140164
2018-04-30,1.607333365795636,1.9060382823299784,1.84254553900443
2018-05-31,1.569581450591438,1.8643565513848883,1.8505466366353254
2018-06-30,1.6058691850559583,1.9091243686054657,1.9172094792522365
2018-07-31,1.6846410113641737,2.006220620844116,1.9753045552546973
2018-08-31,1.6780945502976043,2.0015668476574713,1.9836242055225375
2018-09-30,1.5157470723356037,1.8096484909365247,1.8455030343638765
2018-10-31,1.5443328979795707,1.845504925165869,1.877955678268053
2018-11-30,1.4044969151233293,1.6817675736609259,1.7058716084241718
