cost_bps,net_sharpe,net_cagr,ann_tcost
0.0,0.5951911745636614,0.04023646673151493,0.0
2.5,0.5876627561871015,0.03968210886183465,0.000535112668100642
5.0,0.5801324216526137,0.039128017077776134,0.001070225336201284
10.0,0.5650660851410352,0.03802063131062705,0.002140450672402568
20.0,0.5349113110537713,0.03580904779132554,0.004280901344805136
35.0,0.48962634464931826,0.032499628900037214,0.007491577353408991
50.0,0.44428194917509406,0.02919973587134206,0.010702253362012842
75.0,0.3685880114647165,0.023721016284855567,0.01605338004301926
100.0,0.2927621935090686,0.01826857648205582,0.021404506724025683
