ticker,weight,pct_of_invested,sector
AMAT,0.04747042694316378,0.07142857142857141,Information Technology
AMCR,0.04747042694316378,0.07142857142857141,Materials
AMD,0.04747042694316378,0.07142857142857141,Information Technology
CAT,0.04747042694316378,0.07142857142857141,Industrials
CMI,0.04747042694316378,0.07142857142857141,Industrials
GLW,0.04747042694316378,0.07142857142857141,Information Technology
GOOG,0.04747042694316378,0.07142857142857141,Communication
GOOGL,0.04747042694316378,0.07142857142857141,Communication
INTC,0.04747042694316378,0.07142857142857141,Information Technology
LRCX,0.04747042694316378,0.07142857142857141,Information Technology
MU,0.04747042694316378,0.07142857142857141,Information Technology
STX,0.04747042694316378,0.07142857142857141,Information Technology
TER,0.04747042694316378,0.07142857142857141,Information Technology
WDC,0.04747042694316378,0.07142857142857141,Information Technology
