strategy,frequency,Sharpe,Ann.Vol,CAGR,MaxDrawdown,AnnTurnover,AnnTCost
XS,monthly,0.8559164396643555,0.14085618494882685,0.11667463487403618,-0.11865975994227851,2.9950045500797353,0.010373458204741445
TS,monthly,0.7500228373229262,0.07793448113536813,0.05691155716846463,-0.07439132865569387,1.0248447305196882,0.0035240726376560842
XS,weekly,1.325208922888258,0.11288555151789961,0.15380378095695368,-0.13780378608059052,4.647450328574931,0.015989301667627163
TS,weekly,1.0694622976014816,0.06375456683814783,0.06835189429119715,-0.08676197116930706,1.5160286750470053,0.005187434384218933
XS,daily,1.0665353072247974,0.12574957835095685,0.13448501244076727,-0.16920092050916202,10.31724256964511,0.0355862711118419
TS,daily,0.9440340014784789,0.07209399710778501,0.06764815544144787,-0.11517146822150004,3.261107481923643,0.011149498573263248
