Date,USDTHB,USDTWD,USDKRW
21-03-2018,31.194,29.145,1070.550049
22-03-2018,31.135,29.072001,1063.959961
23-03-2018,31.27,29.177,1079.900024
26-03-2018,31.190001,29.177,1082.530029
27-03-2018,31.118999,29.075001,1074.300049
28-03-2018,31.179001,29.177,1074.119995
29-03-2018,31.278,29.136999,1063.410034
30-03-2018,31.222,29.101999,1062
2/4/2018,31.164,28.974001,1060.98999
3/4/2018,31.223,29.142,1056.160034
4/4/2018,31.18,29.122999,1053.72998
5/4/2018,31.212999,29.212,1057.430054
6/4/2018,31.275,29.238001,1061.640015
9/4/2018,31.290001,29.309999,1070.459961
10/4/2018,31.247999,29.242001,1068.77002
11/4/2018,31.197001,29.190001,1063.380005
12/4/2018,31.127001,29.186001,1065.75
13-04-2018,31.204,29.284,1069.97998
16-04-2018,31.172001,29.309,1070.660034
17-04-2018,31.190001,29.346001,1069.52002
18-04-2018,31.190001,29.374001,1066.089966
19-04-2018,31.190001,29.280001,1064.069946
20-04-2018,31.231001,29.382999,1066.23999
23-04-2018,31.336,29.468,1071.410034
24-04-2018,31.545,29.598,1080.180054
25-04-2018,31.417,29.612,1076.75
26-04-2018,31.52,29.677999,1081.170044
27-04-2018,31.58,29.632999,1076.790039
30-04-2018,31.506001,29.540001,1067.599976
1/5/2018,31.538,29.625999,1069.449951
2/5/2018,31.690001,29.697001,1072.52002
3/5/2018,31.77,29.773001,1078.810059
4/5/2018,31.607,29.667999,1074.119995
7/5/2018,31.742001,29.674,1073.329956
8/5/2018,31.83,29.813,1078.390015
9/5/2018,31.950001,29.804001,1077.560059
10/5/2018,32.173,29.884001,1077.97998
11/5/2018,31.944,29.702,1064.369995
14-05-2018,31.889999,29.667999,1065.949951
15-05-2018,31.895,29.794001,1069.160034
16-05-2018,32.094002,29.885,1078.859985
17-05-2018,31.98,29.809,1076.48999
18-05-2018,32.077,29.895,1080.910034
21-05-2018,32.150002,29.926001,1080.51001
22-05-2018,32.147999,29.919001,1076.51001
23-05-2018,32.009998,29.833,1074.199951
24-05-2018,32.071999,29.914,1074.790039
25-05-2018,32,29.912001,1079.22998
28-05-2018,31.891001,29.945,1073.650024
29-05-2018,31.98,29.893999,1073.170044
30-05-2018,32.099998,30.059999,1083.930054
31-05-2018,32.029999,29.896,1075.030029
1/6/2018,32.07,29.969999,1079.949951
4/6/2018,32.014999,29.804001,1070.359985
5/6/2018,31.99,29.643,1070.530029
6/6/2018,31.924,29.799999,1070.290039
7/6/2018,31.889999,29.677,1065.150024
8/6/2018,32.014,29.757,1071.329956
11/6/2018,32.049999,29.836,1072.650024
12/6/2018,32.021999,29.816,1076.380005
13-06-2018,32.099998,29.801001,1079.25
14-06-2018,32.110001,29.806,1084.699951
15-06-2018,32.209999,29.879,1090.77002
18-06-2018,32.689999,30.132,1103.819946
19-06-2018,32.669998,30.159,1104.160034
20-06-2018,32.720001,30.176001,1111.119995
21-06-2018,32.82,30.162001,1107.719971
22-06-2018,32.875,30.319,1109.630005
25-06-2018,32.909,30.298,1110.530029
26-06-2018,32.919998,30.341999,1114.030029
27-06-2018,32.985001,30.407,1117.599976
28-06-2018,33.009998,30.493,1122.780029
29-06-2018,33.150002,30.569,1120.540039
2/7/2018,33.032001,30.464001,1114.51001
3/7/2018,33.16,30.535,1118.170044
4/7/2018,33.150002,30.511,1113.339966
5/7/2018,33.139999,30.507,1114.310059
6/7/2018,33.209999,30.509001,1117.76001
9/7/2018,33.130001,30.427999,1113.650024
10/7/2018,33.074001,30.309,1112.47998
11/7/2018,33.220001,30.4,1112.560059
12/7/2018,33.34,30.645,1127.170044
13-07-2018,33.220001,30.479,1122.650024
16-07-2018,33.313,30.566,1129.849976
17-07-2018,33.256001,30.469999,1126.900024
18-07-2018,33.316002,30.485001,1125.550049
19-07-2018,33.278,30.559999,1131.089966
20-07-2018,33.408001,30.67,1134.47998
23-07-2018,33.299999,30.570999,1127.160034
24-07-2018,33.403,30.57,1132.449951
25-07-2018,33.332001,30.618999,1127.97998
26-07-2018,33.200001,30.398001,1115.75
27-07-2018,33.414001,30.603001,1123.150024
30-07-2018,33.389999,30.555,1114.599976
31-07-2018,33.258999,30.572001,1116.670044
1/8/2018,33.200001,30.570999,1112.199951
2/8/2018,33.148998,30.621,1118.599976
3/8/2018,33.290001,30.667999,1128.150024
6/8/2018,33.240002,30.573,1122.900024
7/8/2018,33.34,30.572001,1125.400024
8/8/2018,33.179001,30.466999,1116.25
9/8/2018,33.18,30.573,1115.949951
10/8/2018,33.236,30.591999,1121.890015
13-08-2018,33.299999,30.731001,1130.900024
14-08-2018,33.369999,30.848,1135.969971
15-08-2018,33.290001,30.809999,1126.75
16-08-2018,33.32,30.826,1136.380005
17-08-2018,33.18,30.743999,1126.23999
20-08-2018,33.172001,30.655001,1118.5
21-08-2018,32.915001,30.705999,1116.880005
22-08-2018,32.652,30.631001,1116.099976
23-08-2018,32.709999,30.667,1117.5
24-08-2018,32.860001,30.813,1126.150024
27-08-2018,32.574001,30.66,1111.170044
28-08-2018,32.511002,30.677,1108.22998
29-08-2018,32.610001,30.589001,1106.880005
30-08-2018,32.66,30.612,1108.449951
31-08-2018,32.77,30.683001,1115.449951
3/9/2018,32.790001,30.669001,1114.810059
4/9/2018,32.669998,30.73,1113.5
5/9/2018,32.799999,30.714001,1121.300049
6/9/2018,32.757,30.728001,1118.099976
7/9/2018,32.785999,30.784,1124.699951
10/9/2018,32.826,30.805,1126.849976
11/9/2018,32.799999,30.782,1136.77002
12/9/2018,32.792999,30.742001,1125.300049
13-09-2018,32.709999,30.718,1125.75
14-09-2018,32.599998,30.697001,1120.550049
17-09-2018,32.646,30.757,1120.900024
18-09-2018,32.66,30.799,1125.619995
19-09-2018,32.539001,30.719,1120.800049
20-09-2018,32.390999,30.67,1122.25
21-09-2018,32.316002,30.711,1116.400024
24-09-2018,32.43,30.615,1114.099976
25-09-2018,32.415001,30.667,1117.849976
26-09-2018,32.400002,30.591,1115.829956
27-09-2018,32.439999,30.591,1114.170044
28-09-2018,32.439999,30.521,1112.310059
1/10/2018,32.311001,30.447001,1109.01001
2/10/2018,32.259998,30.549999,1112.25
3/10/2018,32.326,30.642,1117.5
4/10/2018,32.521999,30.731001,1125.420044
5/10/2018,32.73,30.809,1132.900024
8/10/2018,32.787998,30.900999,1131.099976
9/10/2018,32.880001,30.952999,1133.199951
10/10/2018,32.869999,30.941,1132.400024
11/10/2018,32.959999,31.069,1142.849976
12/10/2018,32.689999,30.943001,1134.300049
15-10-2018,32.73,30.892,1131.189941
16-10-2018,32.625,30.825001,1135.170044
17-10-2018,32.507,30.768,1122.150024
18-10-2018,32.518002,30.802,1127.099976
19-10-2018,32.637001,30.947001,1136.599976
22-10-2018,32.59,30.885,1131.599976
23-10-2018,32.810001,30.844999,1131.25
24-10-2018,32.779999,30.938,1136.640015
25-10-2018,32.939999,30.905001,1137.560059
26-10-2018,32.887001,30.881001,1135.22998
29-10-2018,33.041,30.962999,1139.5
30-10-2018,33.244999,30.896999,1142.079956
31-10-2018,33.27,30.858,1137.699951
1/11/2018,3.31E+01,30.931,1140.969971
2/11/2018,32.91,30.620001,1129.050049
5/11/2018,32.830002,30.591999,1116.099976
6/11/2018,32.93,30.695,1121.560059
7/11/2018,32.91,30.681999,1119.949951
8/11/2018,32.789001,30.569,1115.369995
9/11/2018,32.986,30.614,1119.569946
12/11/2018,33.080002,30.774,1130.949951
13-11-2018,33.152,30.889,1137.459961
14-11-2018,32.93,30.766001,1131.130005
15-11-2018,32.915001,30.764,1131.199951
16-11-2018,32.939999,30.788,1127
19-11-2018,32.834,30.77,1120.400024
20-11-2018,32.882999,30.879999,1126.189941
21-11-2018,32.962002,30.941,1128.400024
22-11-2018,32.900002,30.848,1137.310059
23-11-2018,32.950001,30.796,1135.5
26-11-2018,33.056,30.905001,1133.5
27-11-2018,33.007999,30.851999,1129.030029
28-11-2018,33.040001,30.896,1130.369995
29-11-2018,32.93,30.722,1121.119995
30-11-2018,32.91,30.642,1117.02002
3/12/2018,32.84,30.832001,1117.150024
4/12/2018,3.27E+01,30.561001,1108.300049
5/12/2018,32.77,30.75,1110.630005
6/12/2018,32.740002,30.708,1111.660034
7/12/2018,32.812,30.82,1119.599976
10-12-2018,32.84,30.92,1122.699951
11-12-2018,32.863998,30.867001,1131.5
12-12-2018,32.786999,30.754,1127.619995
13-12-2018,32.73,30.674,1123.849976
14-12-2018,32.740002,30.716,1127.02002
17-12-2018,32.814999,30.825001,1131.650024
18-12-2018,32.763,30.724001,1128.150024
19-12-2018,32.723999,30.67,1125.069946
20-12-2018,32.736,30.816,1128.130005
21-12-2018,32.627998,30.711,1120.030029
24-12-2018,32.630001,30.795,1127.5
25-12-2018,32.470001,30.790001,1123.22998
26-12-2018,32.535999,30.799,1122.630005
27-12-2018,32.68,30.806,1123.52002
28-12-2018,32.523998,30.767,1119.599976
31-12-2018,32.523998,30.552999,1116.300049
01-01-2019,32.212002,30.565001,1112.5
02-01-2019,32.333,30.500999,1113.800049
03-01-2019,32.27,30.759001,1122.180054
04-01-2019,32.175999,30.863001,1124.119995
07-01-2019,31.93,30.783001,1114.400024
08-01-2019,31.927,30.802999,1116.400024
09-01-2019,32.012001,30.816,1121.050049
10-01-2019,31.888,30.711,1118.670044
11-01-2019,31.91,30.778999,1116.550049
14-01-2019,31.931,30.785999,1118.599976
15-01-2019,31.91,30.834,1122
16-01-2019,31.889999,30.827999,1122.400024
17-01-2019,31.639,30.764999,1118.77002
18-01-2019,31.684999,30.827,1120.550049
21-01-2019,31.75,30.853001,1125.790039
22-01-2019,31.798,30.875999,1132.369995
23-01-2019,31.753,30.877001,1130.150024
24-01-2019,31.677,30.858,1125.329956
25-01-2019,31.656,30.874001,1126.75
28-01-2019,31.518,30.708,1118.01001
29-01-2019,31.493999,30.788,1119.699951
30-01-2019,31.448,30.781,1117.869995
31-01-2019,31.235001,30.723,1109
01-02-2019,31.235001,30.686001,1111.550049
04-02-2019,31.274,30.763,1118.300049
05-02-2019,31.295,30.777,1121.099976
06-02-2019,31.214001,30.729,1118.699951
07-02-2019,31.207001,30.787001,1121.630005
08-02-2019,31.26,30.808001,1123.75
11-02-2019,30.778,30.82,1122.880005
12-02-2019,31.382999,30.877001,1125.02002
13-02-2019,31.261,30.792,1120.300049
14-02-2019,31.35,30.851999,1123.719971
15-02-2019,31.290001,30.820999,1128.300049
18-02-2019,31.252001,30.812,1125.310059
19-02-2019,31.195999,30.818001,1124.280029
20-02-2019,31.122999,30.778999,1121.420044
21-02-2019,31.1,30.792,1121.719971
22-02-2019,31.207001,30.799,1124.150024
25-02-2019,31.309999,30.747,1122.310059
26-02-2019,31.26,30.735001,1117.199951
27-02-2019,31.261,30.753,1114.300049
28-02-2019,31.429001,30.777,1115.099976
01-03-2019,31.540001,30.825001,1124.219971
04-03-2019,31.759001,30.837,1126.810059
05-03-2019,31.84,30.837999,1128.150024
06-03-2019,31.74,30.83,1126.199951
07-03-2019,31.805,30.829,1127
08-03-2019,31.860001,30.907,1133.069946
11-03-2019,31.719999,30.891001,1134.060059
12-03-2019,31.653,30.912001,1130.77002
13-03-2019,31.643,30.886999,1127.27002
14-03-2019,31.572001,30.896,1129.589966
15-03-2019,31.77,30.913,1135.420044
18-03-2019,31.674999,30.889,1132.72998
19-03-2019,31.639999,30.764999,1131.199951
20-03-2019,31.67,30.790001,1129.719971
21-03-2019,31.639999,30.745001,1125
22-03-2019,31.73,30.792999,1127.77002
25-03-2019,31.68,30.868,1135.140015
26-03-2019,31.509001,30.816,1133.849976
27-03-2019,31.629999,30.839001,1133.930054
28-03-2019,31.870001,30.882,1138.5
29-03-2019,31.791,30.851,1134.319946
01-04-2019,31.719999,30.839001,1136.699951
02-04-2019,31.708,30.816999,1132.670044
03-04-2019,31.757,30.829,1136.390015
04-04-2019,31.73,30.788,1133.530029
05-04-2019,31.761,30.792999,1134.300049
08-04-2019,31.907,30.789,1136.689941
09-04-2019,31.865999,30.808001,1141.109985
10-04-2019,31.76,30.816999,1140.099976
11-04-2019,31.74,30.837999,1135.900024
12-04-2019,31.849001,30.851999,1140.98999
15-04-2019,31.75,30.83,1133.430054
16-04-2019,31.767,30.854,1133.199951
17-04-2019,31.808001,30.863001,1135.699951
18-04-2019,31.780001,30.761999,1130.199951
19-04-2019,31.790001,30.82,1136.109985
22-04-2019,31.82,30.806999,1134.5
23-04-2019,31.889999,30.84,1140.040039
24-04-2019,31.969999,30.854,1142
25-04-2019,32.044998,30.924,1155.26001
26-04-2019,32.054001,30.923,1159
29-04-2019,31.93,30.902,1157.72998
30-04-2019,31.9,30.892,1158.790039
01-05-2019,31.895,30.886999,1163.26001
02-05-2019,31.948999,30.907,1164.670044
03-05-2019,32.009998,30.889999,1166.109985
06-05-2019,31.99,30.895,1163.329956
07-05-2019,31.879,30.91,1168.050049
08-05-2019,31.913,30.937,1171.300049
09-05-2019,31.780001,30.945,1172.189941
10-05-2019,31.780001,31.002001,1179.189941
13-05-2019,31.59,30.937,1174.420044
14-05-2019,31.646,31.105,1187.180054
15-05-2019,31.5,31.139,1186.930054
16-05-2019,31.530001,31.077999,1186.040039
17-05-2019,31.631001,31.186001,1190.48999
20-05-2019,31.805,31.365999,1193.829956
21-05-2019,31.85,31.379999,1193.329956
22-05-2019,null,null,null
23-05-2019,31.929001,31.452999,1188.800049
24-05-2019,31.870001,31.514,1188.800049
27-05-2019,31.809999,31.471001,1185
28-05-2019,31.797001,31.452999,1182.310059
29-05-2019,31.868999,31.547001,1187.579956
30-05-2019,31.82,31.615999,1192.209961
31-05-2019,31.790001,31.577,1188.380005
03-06-2019,31.530001,31.521999,1187.869995
04-06-2019,31.32,31.375999,1178.349976
05-06-2019,31.302,31.326,1176.050049
06-06-2019,31.365,31.299,1178.73999
07-06-2019,31.32,31.27,1177
10-06-2019,31.290001,31.354,1180.76001
11-06-2019,31.33,31.386,1182.099976
12-06-2019,31.256001,31.363001,1177.97998
13-06-2019,31.271999,31.427,1183.430054
14-06-2019,31.200001,31.468,1181.079956
17-06-2019,31.219999,31.493,1185.890015
18-06-2019,31.339001,31.476,1185.349976
19-06-2019,31.215,31.264999,1173.579956
20-06-2019,31.177999,31.110001,1170.300049
21-06-2019,30.860001,30.875,1157.209961
24-06-2019,30.780001,30.945,1158.310059
25-06-2019,30.622999,30.836,1152.469971
26-06-2019,30.73,30.969999,1155.709961
27-06-2019,30.74,30.924999,1152.5
28-06-2019,30.746,30.889,1155.51001
01-07-2019,30.610001,30.879,1155.599976
02-07-2019,30.65,30.952999,1159.75
03-07-2019,30.601999,30.968,1165.579956
04-07-2019,30.646,31.056,1168.869995
05-07-2019,30.641001,31.013,1167.130005
08-07-2019,30.780001,31.169001,1174.02002
09-07-2019,30.799999,31.16,1179.849976
10-07-2019,30.83,31.129,1181.47998
11-07-2019,30.68,31.035,1175.530029
12-07-2019,30.74,30.961,1174.079956
15-07-2019,30.9,31.052,1176.410034
16-07-2019,30.884001,30.982,1178.430054
17-07-2019,30.92,31.003,1177.880005
18-07-2019,30.875,31.000999,1178.689941
19-07-2019,30.804001,30.9,1170.77002
22-07-2019,30.870001,31.032,1175.109985
23-07-2019,30.834,31.044001,1174.76001
24-07-2019,30.9,31.01,1176.800049
25-07-2019,30.9,31.091999,1176.550049
26-07-2019,30.969999,31.011999,1182.390015
29-07-2019,30.870001,31.082001,1183.349976
30-07-2019,30.853001,31.027,1181.849976
31-07-2019,30.766001,31.023001,1180.650024
01-08-2019,30.676001,31.146999,1186.310059
02-08-2019,30.93,31.306999,1194.75
05-08-2019,30.75,31.450001,1203.939941
06-08-2019,30.816999,31.694,1216.650024
07-08-2019,30.714001,31.427,1212.530029
08-08-2019,30.794001,31.421,1212.22998
09-08-2019,30.722,31.235001,1207.030029
12-08-2019,30.77,31.365999,1213.199951
13-08-2019,30.82,31.427999,1217.630005
14-08-2019,30.778,31.094,1204.72998
15-08-2019,30.83,31.358,1215.640015
16-08-2019,30.84,31.228001,1211.5
19-08-2019,30.881001,31.301001,1207.48999
20-08-2019,30.872999,31.35,1210.530029
21-08-2019,30.790001,31.312,1205.280029
22-08-2019,30.774,31.282,1201.319946
23-08-2019,30.764999,31.302,1208.560059
26-08-2019,30.694,31.419001,1212.650024
27-08-2019,30.6,31.374001,1210.72998
28-08-2019,30.594999,31.327999,1210.76001
29-08-2019,30.620001,31.403999,1211.369995
30-08-2019,30.632,31.271,1207.160034
02-09-2019,30.615999,31.333,1209.150024
03-09-2019,30.629999,31.361,1212.77002
04-09-2019,30.59,31.351,1210.47998
05-09-2019,30.527,31.167999,1202.689941
06-09-2019,30.68,31.17,1196
09-09-2019,30.650999,31.181,1191.619995
10-09-2019,30.629999,31.174999,1190.859985
11-09-2019,30.615999,31.084999,1189.5
12-09-2019,30.562,31.035,1189.800049
13-09-2019,30.48,30.754999,1180.75
16-09-2019,30.473,30.915001,1178.719971
17-09-2019,30.523001,30.886999,1183.290039
18-09-2019,30.5,30.849001,1185.650024
19-09-2019,30.540001,30.962,1189.550049
20-09-2019,30.528,30.865,1193.859985
23-09-2019,30.48,30.987,1193.130005
24-09-2019,30.436001,30.940001,1193.01001
25-09-2019,30.540001,30.924999,1193.939941
26-09-2019,30.58,30.947001,1197.890015
27-09-2019,30.629999,30.93,1198.630005
30-09-2019,30.599001,31.033001,1201.910034
01-10-2019,30.610001,31.034,1198
02-10-2019,30.610001,31.024,1201.689941
03-10-2019,30.583,31.055,1203.569946
04-10-2019,30.52,30.915001,1200.079956
07-10-2019,30.42,30.848,1191.329956
08-10-2019,30.469999,30.785999,1195.76001
09-10-2019,30.389,30.74,1198.369995
10-10-2019,30.311001,30.658001,1196.780029
11-10-2019,30.41,30.5,1188.810059
14-10-2019,30.379999,30.625999,1182.48999
15-10-2019,30.389999,30.594,1182.300049
16-10-2019,30.429001,30.481001,1183.930054
17-10-2019,30.360001,30.51,1184.829956
18-10-2019,30.305,30.607,1177.27002
21-10-2019,30.299999,30.537001,1178.079956
22-10-2019,30.263317,30.518999,1171.400024
23-10-2019,30.280001,30.459999,1171.26001
24-10-2019,30.27,30.573999,1169.699951
25-10-2019,30.250893,30.493,1174.25
28-10-2019,30.16,30.562,1170.819946
29-10-2019,30.219999,30.527,1166.76001
30-10-2019,30.24,30.399,1165.75
31-10-2019,30.182684,30.215,1163.699951
01-11-2019,30.16,30.483999,1168.550049
04-11-2019,30.16,30.434999,1163.800049
05-11-2019,30.211046,30.327,1161.810059
06-11-2019,30.219919,30.309999,1155.199951
07-11-2019,30.290001,30.371,1160.079956
08-11-2019,30.413748,30.247,1158.599976
11-11-2019,30.351221,30.381001,1158.599976
12-11-2019,30.340687,30.412001,1163.900024
13-11-2019,30.332001,30.379999,1164.949951
14-11-2019,30.236044,30.459,1169.859985
15-11-2019,30.200001,30.431,1167.52002
18-11-2019,30.232222,30.49,1162.329956
19-11-2019,30.190001,30.438999,1165.689941
20-11-2019,30.183001,30.434999,1165.819946
21-11-2019,30.183001,30.448,1168.26001
22-11-2019,30.209999,30.447001,1175.22998
25-11-2019,30.209103,30.559,1179.48999
26-11-2019,30.199354,30.451,1172.410034
27-11-2019,30.183067,30.440001,1172.599976
28-11-2019,30.234879,30.462,1175.359985
29-11-2019,30.219999,30.424,1177.01001
02-12-2019,30.184004,30.528999,1181.469971
03-12-2019,30.266985,30.434,1183.790039
04-12-2019,30.242872,30.445,1187.630005
05-12-2019,30.280001,30.468,1189.459961
06-12-2019,30.360001,30.414,1187.97998
09-12-2019,30.325329,30.422001,1186.109985
10-12-2019,30.304371,30.396999,1188.680054
11-12-2019,30.299215,30.452,1189.069946
12-12-2019,30.23,30.344999,1187.930054
13-12-2019,30.15,30.187,1169.589966
16-12-2019,30.188,30.219999,1172.530029
17-12-2019,30.210026,30.097,1167.459961
18-12-2019,30.222265,30.018,1162.780029
19-12-2019,30.212999,30.035,1164.359985
20-12-2019,30.200001,30.149,1161.060059
23-12-2019,30.188999,30.125,1159.300049
24-12-2019,30.15,30.139,1161.569946
25-12-2019,30.15,30,1162.22998
26-12-2019,30.155001,29.9,1159.75
27-12-2019,30.16,30.076,1161.199951
30-12-2019,30.141001,30.083,1160.680054
31-12-2019,29.969999,30.073999,1156.349976
01-01-2020,29.68,29.898001,1153.75
02-01-2020,30.059999,29.844,1153.969971
03-01-2020,30.139999,29.9,1157.150024
06-01-2020,30.143999,30.035,1165.849976
07-01-2020,30.139999,30.047001,1167.420044
08-01-2020,30.290001,29.985001,1166.459961
09-01-2020,30.34,30.01,1161.26001
10-01-2020,30.26,29.943001,1157.810059
13-01-2020,30.212,29.962,1156.930054
14-01-2020,30.200001,29.874001,1153.939941
15-01-2020,30.27,29.826,1157.050049
16-01-2020,30.275999,29.933001,1156.780029
17-01-2020,30.35,29.899,1158.77002
20-01-2020,30.389999,29.950001,1160.359985
21-01-2020,30.33,29.891001,1157.569946
22-01-2020,30.389999,30.042,1168.73999
23-01-2020,30.375999,29.919001,1163.72998
24-01-2020,30.5,29.975,1167.599976
27-01-2020,30.632999,30.02,1169.150024
28-01-2020,30.709,30.094999,1176.72998
29-01-2020,30.780001,30.004999,1174.280029
30-01-2020,30.969999,30.091,1178.079956
31-01-2020,31.120001,30.205,1187.119995
03-02-2020,31.164,30.346001,1194.869995
04-02-2020,31.07,30.24,1189.359985
05-02-2020,30.99,30.028,1182.47998
06-02-2020,30.99,29.951,1183.459961
07-02-2020,31.16,30.030001,1184.25
10-02-2020,31.358,30.177,1191.089966
11-02-2020,31.278999,30.025999,1185.630005
12-02-2020,31.190001,29.948999,1180.719971
13-02-2020,31.190001,29.91,1177.959961
14-02-2020,31.15,29.985001,1183.469971
17-02-2020,31.148001,30.014999,1182.180054
18-02-2020,31.18,30.016001,1183.810059
19-02-2020,31.17,30.055,1189.930054
20-02-2020,31.209999,30.171,1191.369995
21-02-2020,31.469999,30.225,1204.400024
24-02-2020,31.681999,30.386999,1205.77002
25-02-2020,31.65,30.341999,1217.650024
26-02-2020,31.73,30.413,1214.550049
27-02-2020,31.84,30.208,1211.359985
28-02-2020,31.65,30.193001,1211.310059
02-03-2020,31.475,30.124001,1200.099976
03-03-2020,31.431999,29.805,1188.280029
04-03-2020,31.41,29.77,1186.339966
05-03-2020,31.33,29.75,1183.680054
06-03-2020,31.572001,29.884001,1187.469971
09-03-2020,31.371,29.900999,1187.699951
10-03-2020,31.441,29.985001,1199.959961
11-03-2020,31.440001,29.74,1184.699951
12-03-2020,31.5,30.069,1189.390015
13-03-2020,31.719999,29.948,1209.969971
16-03-2020,31.607,30.107,1210.800049
17-03-2020,32.16,30.236,1232.040039
18-03-2020,32.189999,30.030001,1237.98999
19-03-2020,32.487,30.125,1255.349976
20-03-2020,32.566002,30.320999,1256.880005
23-03-2020,32.799,30.268999,1253.949951
24-03-2020,32.779999,30.216,1262.930054
25-03-2020,32.748001,30.145,1228.599976
26-03-2020,32.761002,30.253,1231.079956
27-03-2020,32.599998,30.131001,1212.189941
30-03-2020,32.507,30.167,1211.630005
31-03-2020,32.639999,30.030001,1222.699951
01-04-2020,32.654999,30.23,1216.660034
02-04-2020,33.080002,30.218,1234.72998
03-04-2020,32.919998,30.080999,1226.849976
06-04-2020,32.970001,30.25,1235.800049
07-04-2020,32.790001,30.08,1223.099976
08-04-2020,32.745998,30.097,1215.310059
09-04-2020,32.737,30.066999,1214.75
10-04-2020,32.68,30.066999,1209.51001
13-04-2020,32.68,30.025999,1211.040039
14-04-2020,32.709999,29.85,1213.900024
15-04-2020,32.639999,30.021,1212.380005
16-04-2020,32.699001,29.905001,1222.550049
17-04-2020,32.599998,29.937,1226.640015
20-04-2020,32.445,30.035,1215.26001
21-04-2020,32.48,30.030001,1218.099976
22-04-2020,32.504002,30.096001,1230.849976
23-04-2020,32.362,30.054001,1231.380005
24-04-2020,32.352001,29.855,1232.449951
27-04-2020,32.43,30.079,1229.5
28-04-2020,32.490002,29.913,1220.869995
29-04-2020,32.412998,29.805,1220.400024
30-04-2020,32.403,29.629999,1210.790039
01-05-2020,32.423,29.584999,1212.959961
04-05-2020,32.48,29.893,1223.780029
05-05-2020,32.386002,29.610001,1222.449951
06-05-2020,32.358002,29.625,1221.25
07-05-2020,32.432999,29.997,1228.530029
08-05-2020,32.363998,29.780001,1218.630005
11-05-2020,32.200001,29.84,1218.699951
12-05-2020,32.169998,29.892,1222.400024
13-05-2020,32.133999,29.788,1225.650024
14-05-2020,32.060001,29.892,1226.550049
15-05-2020,32.074001,29.875999,1225.459961
18-05-2020,32.049999,29.954,1232.089966
19-05-2020,32.023998,29.940001,1224.199951
20-05-2020,31.92,29.844999,1224.319946
21-05-2020,31.82,29.879999,1226.550049
22-05-2020,31.83,29.875999,1233.390015
25-05-2020,31.870001,30.068001,1239.550049
26-05-2020,31.940001,30.038,1240.02002
27-05-2020,31.860001,29.975,1230.869995
28-05-2020,31.903999,30.025,1238.300049
29-05-2020,31.855,29.91,1237.97998
01-06-2020,31.49,29.944,1230.469971
02-06-2020,31.66,29.833,1222.98999
