Date,USDTHB,USDTWD,USDKRW
03-06-2020,31.549999,29.871099,1219.140015
04-06-2020,31.559999,29.858,1215.819946
05-06-2020,31.503,29.8452,1215.380005
08-06-2020,31.440001,29.712999,1201.109985
09-06-2020,31.399,29.65,1195.72998
10-06-2020,31.330999,29.594999,1197.300049
11-06-2020,31.108,29.552999,1189.73999
12-06-2020,31.09,29.525,1204.76001
15-06-2020,31.01,29.628099,1202.609985
16-06-2020,30.966,29.48,1206.900024
17-06-2020,31.094999,29.485001,1211.150024
18-06-2020,31.110001,29.49,1214.349976
19-06-2020,31.08,29.594,1211.359985
22-06-2020,31,29.584,1210.890015
23-06-2020,30.950001,29.434999,1208
24-06-2020,30.870001,29.548,1207.949951
25-06-2020,30.862,29.395,1205.25
26-06-2020,30.870001,29.379999,1201.52002
29-06-2020,30.9,29.521999,1202.630005
30-06-2020,30.875,29.411501,1198.48999
01-07-2020,30.889999,29.396,1198.390015
02-07-2020,31.021999,29.4277,1200.699951
03-07-2020,31.09,29.4321,1198.170044
06-07-2020,31.110001,29.451,1198.5
07-07-2020,31.049999,29.4041,1190.930054
08-07-2020,31.200001,29.479,1195.699951
09-07-2020,31.17,29.3402,1192.02002
10-07-2020,31.26,29.33,1195.77002
13-07-2020,31.33,29.462999,1199.52002
14-07-2020,31.389999,29.455999,1203.780029
15-07-2020,31.51,29.387699,1203.97998
16-07-2020,31.530001,29.476999,1200.469971
17-07-2020,31.700001,29.363899,1204.22998
20-07-2020,31.639999,29.454,1202.530029
21-07-2020,31.740999,29.447001,1200.030029
22-07-2020,31.51,29.402,1192.73999
23-07-2020,31.621,29.4317,1197.22998
24-07-2020,31.709999,29.426701,1200.939941
27-07-2020,31.6,29.451,1200.48999
28-07-2020,31.440001,29.18,1195.920044
29-07-2020,31.459999,29.312,1199.369995
30-07-2020,31.422001,29.259001,1190.72998
31-07-2020,31.309999,29.16,1189.560059
03-08-2020,31.26,29.309999,1193.390015
04-08-2020,31.209999,29.247999,1191.76001
05-08-2020,31.01,29.264999,1192.25
06-08-2020,31.024,29.3381,1185.180054
07-08-2020,31.08,29.369101,1183.170044
10-08-2020,31.200001,29.421,1188.150024
11-08-2020,31.1,29.313,1185.189941
12-08-2020,31.139999,29.318001,1184.97998
13-08-2020,31.07,29.2962,1182.75
14-08-2020,31.035,29.3389,1184.119995
17-08-2020,31.09,29.382,1186.040039
18-08-2020,31.15,29.335699,1183.099976
19-08-2020,31.15,29.3547,1183.640015
20-08-2020,31.299999,29.416,1181.209961
21-08-2020,31.4,29.320999,1184.290039
24-08-2020,31.540001,29.392,1191.199951
25-08-2020,31.504,29.290001,1188.25
26-08-2020,31.43,29.290001,1186.459961
27-08-2020,31.233999,29.2817,1183.849976
28-08-2020,31.264999,29.3232,1186.579956
31-08-2020,31.09,29.331499,1179.589966
01-09-2020,31.040001,29.308001,1187.040039
02-09-2020,31.139999,29.303499,1184.920044
03-09-2020,31.33,29.2929,1188.650024
04-09-2020,31.4,29.278999,1190.780029
07-09-2020,31.370001,29.323999,1186.420044
08-09-2020,31.370001,29.305201,1186.810059
09-09-2020,31.379999,29.247,1189.23999
10-09-2020,31.26,29.281,1184.380005
11-09-2020,31.290001,29.2686,1187.22998
14-09-2020,31.299999,29.282,1186.969971
15-09-2020,31.280001,29.122999,1180.839966
16-09-2020,31.209999,29.195,1179.25
17-09-2020,31.1,29.18,1172.069946
18-09-2020,31.16,29.122101,1168.650024
21-09-2020,31.07,29.004999,1163.98999
22-09-2020,31.32,28.9687,1163.849976
23-09-2020,31.368999,29.033001,1162.5
24-09-2020,31.559,29.192301,1169.72998
25-09-2020,31.542999,29.264099,1168.5
28-09-2020,31.598,29.251801,1173.439941
29-09-2020,31.604,29.1,1166.410034
30-09-2020,31.563,28.889999,1167.859985
01-10-2020,31.610001,28.912001,1163.780029
02-10-2020,31.57,28.867001,1161.97998
05-10-2020,31.549999,28.92,1165.359985
06-10-2020,31.27,28.7052,1156.089966
07-10-2020,31.273001,28.806999,1163.890015
08-10-2020,31.193001,28.613001,1156.5
09-10-2020,31.17,28.631701,1150.359985
12-10-2020,31.049999,28.601,1142.650024
13-10-2020,31.157,28.610001,1146.400024
14-10-2020,31.24,28.8356,1147.890015
15-10-2020,31.209999,28.718,1146.310059
16-10-2020,31.209999,28.733,1144.130005
19-10-2020,31.190001,28.771999,1141.180054
20-10-2020,31.200001,28.713301,1137
21-10-2020,31.209999,28.523001,1136
22-10-2020,31.190001,28.676001,1132.030029
23-10-2020,31.292,28.681,1134.150024
26-10-2020,31.292,28.583,1127.76001
27-10-2020,31.27,28.5968,1131.640015
28-10-2020,31.219999,28.573999,1128.22998
29-10-2020,31.25,28.583,1134.180054
30-10-2020,31.223,28.365601,1129.52002
02-11-2020,31.176001,28.583599,1135.609985
03-11-2020,31.1,28.5583,1132.140015
04-11-2020,31,28.594601,1130.329956
05-11-2020,31,28.551701,1129.73999
06-11-2020,30.74,28.5313,1122.630005
09-11-2020,30.556,28.575001,1121.150024
10-11-2020,30.58,28.625401,1118.689941
11-11-2020,30.299999,28.587099,1116.079956
12-11-2020,30.250999,28.508699,1111.449951
13-11-2020,30.209999,28.431999,1114.910034
16-11-2020,30.07,28.48,1107.76001
17-11-2020,30.16,28.5151,1106.089966
18-11-2020,30.15,28.500999,1104.949951
19-11-2020,30.33,28.530001,1105.900024
20-11-2020,30.370001,28.487,1114.140015
23-11-2020,30.242001,28.5263,1113.829956
24-11-2020,30.34,28.5179,1113.079956
25-11-2020,30.32,28.4674,1109.709961
26-11-2020,30.290001,28.4802,1104.48999
27-11-2020,30.285,28.509701,1105.560059
30-11-2020,30.246,28.518,1104.329956
01-12-2020,30.26,28.516701,1108.51001
02-12-2020,30.23,28.473,1106.280029
03-12-2020,30.193001,28.441,1099.380005
04-12-2020,30.17,28.3883,1091.319946
07-12-2020,30.156,28.216,1083.780029
08-12-2020,30.15,28,1083.680054
09-12-2020,30.02,28.2257,1084.859985
10-12-2020,30.039,28.243,1086.359985
11-12-2020,30.037001,28.186701,1086.369995
14-12-2020,30.049999,28.181999,1091.579956
15-12-2020,30.076,28.112,1092.060059
16-12-2020,30.030001,28.098,1088.209961
17-12-2020,29.965,28.115299,1091.650024
18-12-2020,29.789,28.128,1092.160034
21-12-2020,29.922001,28.169001,1098.97998
22-12-2020,30.039,28.139999,1101.859985
23-12-2020,30.221001,28.1308,1107.97998
24-12-2020,30.190001,28.135,1104.800049
25-12-2020,30.02,28.114,1099.910034
28-12-2020,30.065001,27.938999,1099.089966
29-12-2020,30.139999,28.107,1095
30-12-2020,30.040001,28.124599,1092.619995
31-12-2020,29.919001,28.07,1086.420044
01-01-2021,29.900999,28.078699,1084.650024
04-01-2021,29.954,28.054001,1084.72998
05-01-2021,29.91,28.101,1086.619995
06-01-2021,29.92,27.955,1086.449951
07-01-2021,29.92,27.83,1086.949951
08-01-2021,30.07,27.9268,1093.069946
11-01-2021,30.124001,28.017,1092.819946
12-01-2021,30.16,28.0207,1096.449951
13-01-2021,30.030001,27.978001,1093.540039
14-01-2021,29.99,28.018,1097.109985
15-01-2021,29.98,27.9869,1094.900024
18-01-2021,30.061001,27.9823,1102.959961
19-01-2021,30.1,27.982201,1103.099976
20-01-2021,29.964001,27.915001,1100.98999
21-01-2021,29.944,27.889999,1096.25
22-01-2021,29.93,27.958799,1099.900024
25-01-2021,29.978001,27.951599,1104.640015
26-01-2021,29.98,27.92,1101.72998
27-01-2021,29.950001,27.917999,1101
28-01-2021,30,27.933001,1107.5
29-01-2021,29.945,27.9326,1112.290039
01-02-2021,29.91,28.000999,1117.430054
02-02-2021,29.98,27.9503,1116.880005
03-02-2021,29.993,27.858,1113.609985
04-02-2021,29.979,27.864,1113.150024
05-02-2021,30.059999,27.902901,1119.130005
08-02-2021,30.027,27.9736,1116.849976
09-02-2021,29.969999,27.880899,1116.329956
10-02-2021,29.9,27.853901,1110
11-02-2021,29.879999,27.9613,1103.97998
12-02-2021,29.860001,27.9431,1102.219971
15-02-2021,29.870001,28.014999,1103.369995
16-02-2021,29.889999,27.993999,1102.23999
17-02-2021,29.950001,28.040001,1106.459961
18-02-2021,29.990999,27.918699,1104.550049
19-02-2021,29.99,27.8608,1106.219971
22-02-2021,29.948999,27.907801,1103.939941
23-02-2021,29.976,27.809401,1110.670044
24-02-2021,30.013,27.850201,1109.310059
25-02-2021,30.037001,27.65,1107.209961
26-02-2021,30.264999,27.764999,1119.130005
01-03-2021,30.344999,27.855,1123.369995
02-03-2021,30.200001,27.819,1101.829956
03-03-2021,30.247999,27.74,1124.329956
04-03-2021,30.35,27.719999,1129.5
05-03-2021,30.43,27.813,1133.349976
08-03-2021,30.464001,27.9275,1127.48999
09-03-2021,30.804001,28.283001,1140.22998
10-03-2021,30.725,28.252001,1134.910034
11-03-2021,30.688999,28.202,1136.01001
12-03-2021,30.540001,28.000999,1129.640015
15-03-2021,30.709,28.1457,1134.5
16-03-2021,30.719999,28.176701,1131.390015
17-03-2021,30.74,28.2365,1129.839966
18-03-2021,30.67,28.2176,1121.130005
19-03-2021,30.871,28.404699,1126.109985
22-03-2021,30.830999,28.386101,1127.47998
23-03-2021,30.870001,28.308599,1125.119995
24-03-2021,31.01,28.403,1133.199951
25-03-2021,31.02,28.4807,1134.47998
26-03-2021,31.15,28.5033,1134.209961
29-03-2021,31.139999,28.585501,1127.959961
30-03-2021,31.190001,28.5275,1131.650024
31-03-2021,31.283001,28.441099,1132.319946
01-04-2021,31.235001,28.374399,1127.199951
02-04-2021,31.190001,28.4617,1128.060059
05-04-2021,31.280001,28.5305,1128.790039
06-04-2021,31.332001,28.3871,1124.109985
07-04-2021,31.281,28.431801,1117.5
08-04-2021,31.361,28.350401,1117.859985
09-04-2021,31.395,28.370701,1115.839966
12-04-2021,31.466999,28.5,1122.060059
13-04-2021,31.488001,28.3936,1124.449951
14-04-2021,31.462,28.4137,1120.689941
15-04-2021,31.312,28.3337,1116.109985
16-04-2021,31.148001,28.2453,1115.670044
19-04-2021,31.188999,28.254999,1115.650024
20-04-2021,31.200001,28.127001,1114.469971
21-04-2021,31.27,28.025999,1116.109985
22-04-2021,31.309999,27.98,1115.660034
23-04-2021,31.389999,28.0863,1118.589966
26-04-2021,31.392,28.032,1114.130005
27-04-2021,31.42,27.808001,1109.22998
28-04-2021,31.339001,27.8972,1112.150024
29-04-2021,31.323999,27.783001,1108.660034
30-04-2021,31.17,27.766001,1106.630005
03-05-2021,31.16,27.8465,1116.76001
04-05-2021,31.120001,27.924,1120.400024
05-05-2021,31.16,27.8932,1124.910034
06-05-2021,31.129999,27.885,1123.98999
07-05-2021,31.198999,27.948,1119.390015
10-05-2021,31.030001,27.7528,1111.969971
11-05-2021,31.084999,27.7313,1115.540039
12-05-2021,31.16,27.917,1118.22998
13-05-2021,31.280001,28.024,1131.599976
14-05-2021,31.34,27.937,1125.699951
17-05-2021,31.32,27.9599,1125.530029
18-05-2021,31.469999,28.054199,1135.51001
19-05-2021,31.379999,27.9655,1127.140015
20-05-2021,31.43,27.8909,1130.369995
21-05-2021,31.360001,27.9505,1127.050049
24-05-2021,31.360001,27.948999,1126.790039
25-05-2021,31.32,28.0124,1122.189941
26-05-2021,31.34,27.820499,1121.380005
27-05-2021,31.26,27.667999,1115.52002
28-05-2021,31.280001,27.787001,1117.300049
31-05-2021,31.25,27.620001,1112.849976
01-06-2021,31.17,27.516701,1106.97998
02-06-2021,31.166,27.5818,1107.209961
03-06-2021,31.110001,27.544001,1109.880005
04-06-2021,31.209999,27.6238,1115.439941
07-06-2021,31.139999,27.535999,1109.680054
08-06-2021,31.17,27.622801,1109.319946
09-06-2021,31.204,27.586901,1116.890015
10-06-2021,31.15,27.779499,1116.410034
11-06-2021,31.120001,27.557501,1111.26001
14-06-2021,31.059999,27.641001,1115.550049
15-06-2021,31.108,27.636801,1116.319946
16-06-2021,31.16,27.561199,1116.030029
17-06-2021,31.299,27.677999,1131.949951
18-06-2021,31.4,27.684999,1133.540039
21-06-2021,31.469999,27.781,1134.25
22-06-2021,31.615,27.9475,1130.339966
23-06-2021,31.690001,27.9503,1132.51001
24-06-2021,31.82,28.0347,1132.609985
25-06-2021,31.899,27.906099,1130.800049
28-06-2021,31.794001,27.865801,1125.339966
29-06-2021,31.9,27.816,1129.040039
30-06-2021,32.124001,27.8759,1130.51001
01-07-2021,31.982,27.818001,1129.599976
02-07-2021,32.077999,27.879,1132.410034
05-07-2021,32.136002,27.938,1129.77002
06-07-2021,32.09,27.9688,1129.439941
07-07-2021,32.289001,27.8969,1135.47998
08-07-2021,32.34,27.881599,1140.52002
09-07-2021,32.529999,27.959999,1146.280029
12-07-2021,32.509998,27.951,1144.310059
13-07-2021,32.66,27.9592,1141.099976
14-07-2021,32.66,28.019199,1148.699951
15-07-2021,32.603001,27.9666,1143.410034
16-07-2021,32.698002,27.8797,1140.119995
19-07-2021,32.810001,27.972,1141.5
20-07-2021,32.84,28.077299,1150.069946
21-07-2021,32.82,27.9991,1147.47998
22-07-2021,32.849998,27.961599,1148.689941
23-07-2021,32.879002,27.995701,1149.910034
26-07-2021,32.939999,28.018299,1151.119995
27-07-2021,32.880001,28.047199,1151.76001
28-07-2021,32.926998,28.023899,1153.560059
29-07-2021,32.810001,27.899,1149.410034
30-07-2021,32.84,27.844999,1142.119995
02-08-2021,32.919998,27.924101,1150.930054
03-08-2021,32.931999,27.9209,1149.560059
04-08-2021,33.009998,27.8503,1148.579956
05-08-2021,33.139999,27.714701,1144.060059
06-08-2021,33.255001,27.7264,1143.119995
09-08-2021,33.419998,27.8223,1144.920044
10-08-2021,33.459999,27.785601,1145.890015
11-08-2021,33.450001,27.8262,1152.47998
12-08-2021,33.098,27.7915,1152.849976
13-08-2021,33.07,27.796499,1162.060059
16-08-2021,33.310001,27.808001,1161.380005
17-08-2021,33.389999,27.7897,1164.5
18-08-2021,33.34,27.899401,1176.449951
19-08-2021,33.305,27.842199,1169.680054
20-08-2021,33.353001,28.018,1175.390015
23-08-2021,33.299999,27.971001,1174.23999
24-08-2021,33.240002,27.901199,1167.609985
25-08-2021,32.876999,27.893101,1163.469971
26-08-2021,32.735001,27.884899,1163.329956
27-08-2021,32.740002,27.916599,1170
30-08-2021,32.52,27.872999,1161.329956
31-08-2021,32.469002,27.7292,1165.51001
01-09-2021,32.169998,27.568701,1158.410034
02-09-2021,32.279999,27.6716,1155.280029
03-09-2021,32.441002,27.6266,1157.130005
06-09-2021,32.459999,27.607,1154.75
07-09-2021,32.470001,27.5331,1155.540039
08-09-2021,32.66,27.5912,1161
09-09-2021,32.75,27.6707,1166.48999
10-09-2021,32.700001,27.629601,1169.130005
13-09-2021,32.709999,27.650499,1169.380005
14-09-2021,32.860001,27.6394,1171.109985
15-09-2021,32.889999,27.635599,1170.800049
16-09-2021,32.849998,27.6127,1165.219971
17-09-2021,33.118,27.693001,1174.420044
20-09-2021,33.308998,27.782,1181.109985
21-09-2021,33.34,27.766001,1186.319946
22-09-2021,33.389999,27.718599,1182.920044
23-09-2021,33.426998,27.703899,1181.030029
24-09-2021,33.389999,27.684999,1174.699951
27-09-2021,33.400002,27.726999,1179.199951
28-09-2021,33.580002,27.6542,1176.959961
29-09-2021,33.84,27.7381,1186.890015
30-09-2021,33.936001,27.812401,1187.430054
01-10-2021,33.68,27.836599,1183.719971
04-10-2021,33.619999,27.754,1180
05-10-2021,33.779999,27.882299,1183.780029
06-10-2021,33.810001,27.871,1187.170044
07-10-2021,33.799999,27.951,1191.380005
08-10-2021,33.790001,27.9685,1191.150024
11-10-2021,33.900002,28.049999,1195.579956
12-10-2021,33.657001,28.042999,1195.800049
13-10-2021,33.32,28.1287,1196.890015
14-10-2021,33.169998,27.9995,1186.709961
15-10-2021,33.169998,27.988899,1182.130005
18-10-2021,33.43,28,1181.790039
19-10-2021,33.450001,27.9492,1185.680054
20-10-2021,33.360001,27.8263,1175.650024
21-10-2021,33.349998,27.806,1174.589966
22-10-2021,33.380001,27.818501,1176.550049
25-10-2021,33.290001,27.837,1176.540039
26-10-2021,33.039001,27.8062,1167.060059
27-10-2021,33.183998,27.796301,1167.329956
28-10-2021,33.292,27.762501,1172.170044
29-10-2021,33.189999,27.723301,1167.369995
01-11-2021,33.147999,27.8167,1174.380005
02-11-2021,33.299999,27.8011,1176.569946
03-11-2021,33.259998,27.8585,1178.040039
04-11-2021,33.25,27.789499,1179.339966
05-11-2021,33.330002,27.8741,1185.829956
08-11-2021,33.137001,27.830099,1180.5
09-11-2021,32.907001,27.801201,1199.859985
10-11-2021,32.75,27.7313,1177.5
11-11-2021,32.837002,27.759001,1184.140015
12-11-2021,32.830002,27.801701,1183.109985
15-11-2021,32.716,27.7813,1179.109985
16-11-2021,32.740002,27.752501,1183.51001
17-11-2021,32.737,27.800699,1184.050049
18-11-2021,32.620998,27.7407,1181.22998
19-11-2021,32.580002,27.8064,1182.900024
22-11-2021,32.799999,27.792999,1191.630005
23-11-2021,33.02,27.769501,1189.5
24-11-2021,33.127998,27.7514,1189.949951
25-11-2021,33.369999,27.7677,1187.880005
26-11-2021,33.41,27.7647,1190.219971
29-11-2021,33.563999,27.853901,1194.609985
30-11-2021,33.665001,27.7456,1190.73999
01-12-2021,33.669998,27.578699,1182.859985
02-12-2021,33.73,27.6045,1177.109985
03-12-2021,33.853001,27.678699,1176.77002
06-12-2021,33.779999,27.6572,1183.140015
07-12-2021,33.830002,27.659201,1180.560059
08-12-2021,33.610001,27.742599,1176.839966
09-12-2021,33.439999,27.630699,1172.560059
10-12-2021,33.580002,27.6856,1177.329956
13-12-2021,33.158001,27.636,1178.969971
14-12-2021,33.414001,27.745899,1185.099976
15-12-2021,33.419998,27.784201,1184.22998
16-12-2021,33.396,27.7397,1184.400024
17-12-2021,33.400002,27.7577,1186.150024
20-12-2021,33.278,27.8272,1186.390015
21-12-2021,33.610001,27.815399,1190.119995
22-12-2021,33.627998,27.7302,1191.27002
23-12-2021,33.557999,27.711,1187.77002
24-12-2021,33.512001,27.624701,1185.5
27-12-2021,33.376999,27.6793,1185.920044
28-12-2021,33.511002,27.683701,1185.650024
29-12-2021,33.507,27.535,1187.849976
30-12-2021,33.445,27.617399,1183.670044
31-12-2021,33.325001,27.658701,1189.890015
03-01-2022,33.111,27.702101,1187.780029
04-01-2022,33.243,27.624701,1194.680054
05-01-2022,33.241001,27.515499,1196.5
06-01-2022,33.248001,27.596399,1199.25
07-01-2022,33.553001,27.620001,1205.780029
10-01-2022,33.585999,27.658001,1196.880005
11-01-2022,33.618,27.5989,1198.089966
12-01-2022,33.301998,27.627001,1189.430054
13-01-2022,33.250999,27.5986,1185.880005
14-01-2022,33.200001,27.566,1186.609985
17-01-2022,33.162998,27.538,1188.959961
18-01-2022,33.084999,27.4237,1190.060059
19-01-2022,33.095001,27.516199,1192.97998
20-01-2022,32.91,27.5476,1188.160034
21-01-2022,32.912998,27.6157,1192.430054
24-01-2022,32.935001,27.6912,1191.5
25-01-2022,32.993,27.6639,1195.660034
26-01-2022,33.001999,27.698,1196.099976
27-01-2022,33.105,27.664499,1200.630005
28-01-2022,33.284,27.7565,1203.459961
31-01-2022,33.397999,27.827,1207.709961
01-02-2022,33.194,27.770399,1205.119995
02-02-2022,33.179001,27.7423,1202.5
03-02-2022,33.115002,27.750799,1199.959961
04-02-2022,33.073002,27.7439,1200.329956
07-02-2022,32.93,27.799999,1197.089966
08-02-2022,32.970001,27.826,1196.849976
09-02-2022,32.856998,27.805201,1196.359985
10-02-2022,32.708,27.780701,1194.030029
11-02-2022,32.703999,27.826401,1199.349976
14-02-2022,32.68,27.906,1199.23999
15-02-2022,32.426998,27.861799,1197.359985
16-02-2022,32.345001,27.8207,1196.829956
17-02-2022,32.299999,27.810801,1196.75
18-02-2022,32.103001,27.8367,1198.660034
21-02-2022,32.132,27.870001,1195.069946
22-02-2022,32.257999,27.812401,1194.680054
23-02-2022,32.416,27.8374,1192.680054
24-02-2022,32.271,27.8727,1192.400024
25-02-2022,32.497002,28.0672,1206
28-02-2022,32.678001,27.962799,1197.589966
01-03-2022,32.647999,27.975599,1200.930054
02-03-2022,32.726002,28.046801,1205.369995
03-03-2022,32.474998,27.970501,1203.150024
04-03-2022,32.556999,28.050501,1205.98999
07-03-2022,32.699001,28.125999,1216.709961
08-03-2022,33.007999,28.2759,1232.300049
09-03-2022,33.192001,28.3034,1233.109985
10-03-2022,32.973,28.268,1223.22998
11-03-2022,33.122002,28.300699,1228.599976
14-03-2022,33.262001,28.410999,1236.890015
15-03-2022,33.396,28.511,1242.050049
16-03-2022,33.509998,28.5189,1241.680054
17-03-2022,33.341999,28.379,1223
18-03-2022,33.219002,28.177999,1210.329956
21-03-2022,33.310001,28.356001,1210.369995
22-03-2022,33.582001,28.41,1219.780029
23-03-2022,33.481998,28.4674,1214.949951
24-03-2022,33.625999,28.5597,1218.01001
25-03-2022,33.521,28.651501,1217.550049
28-03-2022,33.634998,28.669001,1224.380005
29-03-2022,33.784,28.783701,1223.660034
30-03-2022,33.493,28.6283,1209.130005
31-03-2022,33.319,28.5256,1210.439941
01-04-2022,33.237999,28.6157,1214.5
04-04-2022,33.48,28.667999,1218.780029
05-04-2022,33.438999,28.588499,1213.900024
06-04-2022,33.547001,28.6532,1218.75
07-04-2022,33.570999,28.725401,1217.599976
08-04-2022,33.487,28.7987,1222.660034
11-04-2022,33.542999,28.891001,1228.23999
12-04-2022,33.630001,29.031,1235.050049
13-04-2022,33.547001,29.038,1228.599976
14-04-2022,33.455002,28.866699,1223.119995
15-04-2022,33.659,28.9662,1230.099976
18-04-2022,33.598,29.111,1228.089966
19-04-2022,33.682999,29.214001,1235.349976
20-04-2022,33.772999,29.2537,1239.599976
21-04-2022,33.780998,29.1635,1234.089966
22-04-2022,33.894001,29.289,1242.48999
25-04-2022,33.945999,29.311001,1243.160034
26-04-2022,34.061001,29.193701,1249.209961
27-04-2022,34.235001,29.300699,1260.709961
28-04-2022,34.348999,29.374701,1266.280029
29-04-2022,34.433998,29.4527,1272.290039
02-05-2022,34.188999,29.434,1262.530029
03-05-2022,34.462002,29.4846,1266.75
04-05-2022,34.317001,29.4221,1261.060059
05-05-2022,34.049999,29.24,1251.5
06-05-2022,34.299999,29.606701,1268.699951
09-05-2022,34.361,29.65,1270.130005
10-05-2022,34.59,29.750999,1274.859985
11-05-2022,34.647999,29.641701,1276.550049
12-05-2022,34.626999,29.688999,1278.150024
13-05-2022,34.730999,29.821501,1290.75
16-05-2022,34.648998,29.782,1277.569946
17-05-2022,34.698002,29.711901,1279.849976
18-05-2022,34.478001,29.605801,1266.660034
19-05-2022,34.573002,29.7402,1275.579956
20-05-2022,34.376999,29.6005,1263.550049
23-05-2022,34.320999,29.712999,1273.209961
24-05-2022,34.134998,29.49,1258.819946
25-05-2022,34.094002,29.5317,1260.98999
26-05-2022,34.240002,29.41,1266.599976
27-05-2022,34.216999,29.313,1258.890015
30-05-2022,34.077,29.296,1251.589966
31-05-2022,34.088001,28.830999,1236.170044
01-06-2022,34.231998,28.991501,1241.73999
02-06-2022,34.362999,29.1283,1246.949951
03-06-2022,34.237,29.101,1240.839966
06-06-2022,34.34,29.361,1250.530029
07-06-2022,34.43,29.3813,1254.47998
08-06-2022,34.405998,29.405001,1254.579956
09-06-2022,34.488998,29.438801,1256.73999
10-06-2022,34.554001,29.585699,1264.02002
13-06-2022,34.800999,29.642,1278.280029
14-06-2022,34.842999,29.6887,1291.800049
15-06-2022,35.029999,29.5777,1289.47998
16-06-2022,34.835999,29.405001,1278.160034
17-06-2022,35.006001,29.695999,1288.180054
20-06-2022,35.221001,29.702,1290.5
21-06-2022,35.330002,29.702999,1292.380005
22-06-2022,35.285,29.724001,1291.599976
23-06-2022,35.349998,29.6717,1297.680054
24-06-2022,35.484001,29.6131,1299.810059
27-06-2022,35.450001,29.694,1288.290039
28-06-2022,35.359001,29.43,1286.199951
29-06-2022,35.16,29.671,1292.030029
30-06-2022,35.077999,29.665001,1301.72998
01-07-2022,35.324001,29.655701,1287.709961
04-07-2022,35.580002,29.796,1297.890015
05-07-2022,35.702999,29.690001,1295.680054
06-07-2022,35.967999,29.780701,1308.660034
07-07-2022,36.154999,29.788,1304.849976
08-07-2022,36.070999,29.752001,1297.650024
11-07-2022,35.860001,29.752001,1293.790039
12-07-2022,36.231998,29.863199,1310.859985
13-07-2022,36.195999,29.865,1305.829956
14-07-2022,36.231998,29.766001,1304.849976
15-07-2022,36.529999,29.918699,1316.180054
18-07-2022,36.560001,29.910999,1318.119995
19-07-2022,36.689999,29.82,1318.910034
20-07-2022,36.573002,29.785999,1305.5
21-07-2022,36.665001,29.880699,1312.869995
22-07-2022,36.751999,29.880301,1306.849976
25-07-2022,36.639,29.801001,1309.319946
26-07-2022,36.655998,29.827999,1310.400024
27-07-2022,36.698002,29.9203,1310.900024
28-07-2022,36.637001,29.859301,1305.949951
29-07-2022,36.384998,29.915001,1295.150024
01-08-2022,36.292999,30.002001,1302.280029
02-08-2022,36.103001,30.167999,1306.75
03-08-2022,36.202999,29.966299,1314.630005
04-08-2022,36.240002,29.941999,1307.380005
05-08-2022,35.82,29.9517,1302.079956
08-08-2022,35.75,29.945,1302.73999
09-08-2022,35.529999,30.0007,1299.030029
10-08-2022,35.330002,30.028,1307.560059
11-08-2022,35.32,29.9104,1296.699951
12-08-2022,35.200001,29.949301,1306.829956
15-08-2022,35.299999,29.943001,1301.380005
16-08-2022,35.539001,29.9827,1313.180054
17-08-2022,35.373001,29.9438,1311
18-08-2022,35.48,29.935699,1314.829956
19-08-2022,35.630001,29.9737,1326.910034
22-08-2022,35.785,30.101999,1334.859985
23-08-2022,36.119999,30.131701,1343.359985
24-08-2022,36.044998,30.17,1339.079956
25-08-2022,36.056999,30.205,1340
26-08-2022,35.810001,30.188,1334.439941
29-08-2022,36.290001,30.281,1341.180054
30-08-2022,36.32,30.368,1345.72998
31-08-2022,36.438999,30.436701,1350.189941
01-09-2022,36.622002,30.332701,1342.26001
02-09-2022,36.768002,30.548201,1355.099976
05-09-2022,36.73,30.613001,1361.51001
06-09-2022,36.540001,30.686001,1361.810059
07-09-2022,36.688,30.7987,1378.109985
08-09-2022,36.52,30.847799,1374.310059
09-09-2022,36.41,30.8587,1383
12-09-2022,36.369999,30.85,1379.060059
13-09-2022,36.268002,30.882999,1375.810059
14-09-2022,36.599998,31.1187,1393.469971
15-09-2022,36.630001,31.069,1391.180054
16-09-2022,36.939999,31.222,1398.630005
19-09-2022,36.799999,31.261,1385.22998
20-09-2022,36.900002,31.322001,1390.109985
21-09-2022,36.98,31.339001,1392.51001
22-09-2022,37.209999,31.450001,1397.560059
23-09-2022,37.369999,31.5383,1403.660034
26-09-2022,37.580002,31.791,1421.810059
27-09-2022,37.949001,31.823,1429.77002
28-09-2022,37.970001,31.674999,1426.26001
29-09-2022,37.91,31.671,1421.949951
30-09-2022,37.862,31.630501,1430.170044
03-10-2022,37.823002,31.802999,1439.22998
04-10-2022,37.796001,31.783701,1433.339966
05-10-2022,37.405998,31.628,1416.530029
06-10-2022,37.439999,31.5235,1416.76001
07-10-2022,37.327999,31.539,1408.449951
10-10-2022,37.59,31.711,1415.97998
11-10-2022,37.990002,31.792801,1428.349976
12-10-2022,38.09,31.8253,1430.800049
13-10-2022,37.889999,31.7742,1423.900024
14-10-2022,38.02,31.8486,1430.300049
17-10-2022,38.279999,31.962,1440.76001
18-10-2022,38.080002,31.988001,1430.150024
19-10-2022,38.07,32.016998,1425.02002
20-10-2022,38.299999,32.152,1435.01001
21-10-2022,38.200001,32.094002,1430.310059
24-10-2022,38.049999,32.18,1428.109985
25-10-2022,38.209999,32.311298,1443.959961
26-10-2022,37.950001,32.227001,1426.930054
27-10-2022,37.700001,31.9629,1412.689941
28-10-2022,37.790001,32.042999,1420.650024
