ticker,weight,pct_of_invested,sector
A,0.0020920502092050207,0.0043668122270742364,Health Care
AAPL,0.0020920502092050207,0.0043668122270742364,Information Technology
ADI,0.0020920502092050207,0.0043668122270742364,Information Technology
ADM,0.0020920502092050207,0.0043668122270742364,Consumer Staples
AEE,0.0020920502092050207,0.0043668122270742364,Utilities
AEP,0.0020920502092050207,0.0043668122270742364,Utilities
AES,0.0020920502092050207,0.0043668122270742364,Utilities
AFL,0.0020920502092050207,0.0043668122270742364,Financials
AIZ,0.0020920502092050207,0.0043668122270742364,Financials
AKAM,0.0020920502092050207,0.0043668122270742364,Information Technology
ALB,0.0020920502092050207,0.0043668122270742364,Materials
AMAT,0.0020920502092050207,0.0043668122270742364,Information Technology
AMCR,0.0020920502092050207,0.0043668122270742364,Materials
AMD,0.0020920502092050207,0.0043668122270742364,Information Technology
AME,0.0020920502092050207,0.0043668122270742364,Industrials
AMGN,0.0020920502092050207,0.0043668122270742364,Health Care
AMZN,0.0020920502092050207,0.0043668122270742364,Consumer Discretionary
ANET,0.0020920502092050207,0.0043668122270742364,Information Technology
APA,0.0020920502092050207,0.0043668122270742364,Energy
APH,0.0020920502092050207,0.0043668122270742364,Information Technology
AVGO,0.0020920502092050207,0.0043668122270742364,Information Technology
BA,0.0020920502092050207,0.0043668122270742364,Industrials
BBY,0.0020920502092050207,0.0043668122270742364,Consumer Discretionary
BEN,0.0020920502092050207,0.0043668122270742364,Financials
BG,0.0020920502092050207,0.0043668122270742364,Consumer Staples
BIIB,0.0020920502092050207,0.0043668122270742364,Health Care
BKR,0.0020920502092050207,0.0043668122270742364,Energy
BMY,0.0020920502092050207,0.0043668122270742364,Health Care
C,0.0020920502092050207,0.0043668122270742364,Financials
CAT,0.0020920502092050207,0.0043668122270742364,Industrials
CB,0.0020920502092050207,0.0043668122270742364,Financials
CBOE,0.0020920502092050207,0.0043668122270742364,Financials
CDNS,0.0020920502092050207,0.0043668122270742364,Information Technology
CF,0.0020920502092050207,0.0043668122270742364,Materials
CFG,0.0020920502092050207,0.0043668122270742364,Financials
CHD,0.0020920502092050207,0.0043668122270742364,Consumer Staples
CHRW,0.0020920502092050207,0.0043668122270742364,Industrials
CL,0.0020920502092050207,0.0043668122270742364,Consumer Staples
CMI,0.0020920502092050207,0.0043668122270742364,Industrials
