ticker,weight,pct_of_invested,sector
WDC,0.026091575833985248,0.037037037037037035,Information Technology
TER,0.025599281950325146,0.0363382250174703,Information Technology
MU,0.02510698806666505,0.03563941299790356,Information Technology
STX,0.024614694183004954,0.03494060097833683,Information Technology
GLW,0.024122400299344853,0.03424178895877009,Information Technology
ROST,0.023630106415684755,0.033542976939203356,Consumer Discretionary
ALB,0.023137812532024654,0.03284416491963662,Materials
LRCX,0.022645518648364556,0.03214535290006988,Information Technology
HAL,0.022153224764704455,0.031446540880503145,Energy
CAT,0.021660930881044357,0.03074772886093641,Industrials
AMAT,0.021168636997384256,0.03004891684136967,Information Technology
INTC,0.02067634311372416,0.029350104821802933,Information Technology
CMI,0.02018404923006406,0.0286512928022362,Industrials
GOOGL,0.01969175534640396,0.02795248078266946,Communication
GOOG,0.01919946146274386,0.027253668763102725,Communication
VLO,0.01870716757908376,0.026554856743535984,Energy
FDX,0.018214873695423663,0.02585604472396925,Industrials
PWR,0.017722579811763565,0.025157232704402517,Industrials
STLD,0.017230285928103467,0.02445842068483578,Materials
GM,0.016737992044443366,0.023759608665269043,Consumer Discretionary
JNJ,0.016245698160783268,0.023060796645702306,Health Care
JBHT,0.015753404277123167,0.02236198462613557,Industrials
ADM,0.015261110393463069,0.02166317260656883,Consumer Staples
CBOE,0.014768816509802971,0.020964360587002098,Financials
AMD,0.014276522626142872,0.02026554856743536,Information Technology
NEM,0.013784228742482772,0.019566736547868623,Materials
KEYS,0.013291934858822673,0.018867924528301886,Information Technology
BIIB,0.012799640975162573,0.01816911250873515,Health Care
VTRS,0.012307347091502477,0.017470300489168415,Health Care
WBD,0.011815053207842378,0.016771488469601678,Communication
HPE,0.011322759324182278,0.01607267645003494,Information Technology
KLAC,0.010830465440522179,0.015373864430468205,Information Technology
SLB,0.01033817155686208,0.014675052410901467,Energy
AAPL,0.00984587767320198,0.01397624039133473,Information Technology
NUE,0.00935358378954188,0.013277428371767992,Materials
DELL,0.008861289905881782,0.012578616352201259,Information Technology
HST,0.008368996022221683,0.011879804332634521,Real Estate
CSCO,0.007876702138561583,0.011180992313067784,Information Technology
ETR,0.007384408254901486,0.010482180293501049,Utilities
IVZ,0.006892114371241386,0.009783368273934312,Financials
PLD,0.006399820487581287,0.009084556254367574,Real Estate
CHRW,0.005907526603921189,0.008385744234800839,Industrials
DAL,0.005415232720261089,0.007686932215234103,Industrials
MRK,0.00492293883660099,0.006988120195667365,Health Care
ADI,0.004430644952940891,0.006289308176100629,Information Technology
MS,0.003938351069280792,0.005590496156533892,Financials
PSX,0.003446057185620693,0.004891684136967156,Energy
STT,0.0029537633019605944,0.0041928721174004195,Financials
GD,0.002461469418300495,0.0034940600978336823,Industrials
GEV,0.0019691755346403963,0.0027952480782669465,Industrials
GS,0.0014768816509802972,0.0020964360587002098,Financials
BKR,0.0009845877673201981,0.0013976240391334732,Energy
TRGP,0.000492293883660099,0.0006988120195667365,Energy
