period,oos_net_return,oos_equity,fixed_default_equity
2014-10-31,0.02837079914866064,1.6515162230403642,1.644352428826376
2014-11-30,-0.0007460086567312564,1.650284177641244,1.6377408174825188
2014-12-31,-0.0006814321745895362,1.6491596209053834,1.639031588188472
2015-01-31,0.041497197107967815,1.7175951227565955,1.7144591284119466
2015-02-28,-0.007139957896816147,1.7053315658963368,1.7057425306001652
2015-03-31,-0.026409093126699694,1.6602953057606797,1.6612788080890735
2015-04-30,0.02550676410908683,1.7026440664761417,1.7115413226223501
2015-05-31,-0.01197847537135799,1.6822489864596684,1.6962086794617768
2015-06-30,0.0236267006367877,1.7219949796592904,1.724931396534288
2015-07-31,-0.053246356494255916,1.6303050210910328,1.6394194687384809
2015-08-31,-0.022007957844181976,1.5944253369137031,1.6029864320691232
2015-09-30,0.06770936890844556,1.7023828702477657,1.702182537351971
2015-10-31,0.004610834379723953,1.7102322757133572,1.7126274560931665
2015-11-30,-0.012871959025539982,1.688218235936219,1.6914033219078175
2015-12-31,-0.05547433949816347,1.5945654443689026,1.6051840154989474
2016-01-31,-0.0020713075709567473,1.5912626088915953,1.591194419273055
2016-02-29,0.05551831372755761,1.6796068256349708,1.6766516475591955
2016-03-31,-0.013269056831429408,1.6573200272111637,1.6631308595830525
2016-04-30,0.022256491001222196,1.6942061554829342,1.701276915613285
2016-05-31,0.03137828444332693,1.7473674381353133,1.7589536929296912
2016-06-30,0.02042146149946979,1.7830512349986207,1.7812564887474371
2016-07-31,-0.02255895720649364,1.7428274584913013,1.7340685426126243
2016-08-31,-0.0055423716571604545,1.7331680609820381,1.7262138934041784
2016-09-30,-0.03300626559349442,1.6759626556431033,1.6638306919772503
2016-10-31,0.012362931397878219,1.6966824669802247,1.6643523958333075
2016-11-30,0.010159550870155921,1.7139199988140121,1.6842677044777086
2016-12-31,0.07730820828878089,1.8464200830726327,1.8216451487958094
2017-07-31,-0.013912553699785082,1.820731664514523,1.8016839925909138
2017-08-31,0.041268597566057885,1.8958707068531515,1.8853665435634843
2017-09-30,0.031407675052950466,1.9554155979564027,1.9460296689765828
2017-10-31,0.027828410109310982,2.009831705150477,1.9883738142957286
2017-11-30,0.006688586027676305,2.0232746374115274,2.0054937580039285
2017-12-31,0.06151982047563353,2.147746129877987,2.1346763745613617
2018-01-31,-0.028534775537954037,2.0864606761494096,2.081104861915303
2018-02-28,-0.02260749518061687,2.039291026468815,2.0305477162191985
2018-03-31,-0.00518805212042344,2.028711078334783,2.0219812069130496
2018-04-30,0.024622447199631407,2.0786629097443887,2.0720474604214116
2018-05-31,0.003356268287439744,2.085639460148641,2.0443748933557306
2018-06-30,0.02848373826178194,2.145046268639959,2.1195703335045555
2018-07-31,0.03686526759540406,2.224123973337894,2.1902735074686137
2018-08-31,0.007892279635054851,2.241677381678506,2.1939197990806876
2018-09-30,-0.07762642485704478,2.0676639808559023,1.995375518742091
2018-10-31,0.025682011592228358,2.1207657511810765,2.0258579927238696
2018-11-30,-0.08257331165128082,1.9456470998694388,1.84209508701349
2018-12-31,0.060725979973944084,2.0637984266924727,1.962870259060333
2019-01-31,0.027140998209031993,2.119811976095136,2.020333855395137
2019-02-28,0.012828400669062674,2.147005773467562,2.050052999036307
2019-03-31,0.006404591638442591,2.1607564686920004,2.0769712908910143
2019-04-30,-0.016377648447854366,2.1253683588663357,2.0316094988217106
2019-05-31,0.0540165156983076,2.2401733521877256,2.138509805132955
2019-06-30,0.017242332686851863,2.2787991664023663,2.1608036196798674
2019-07-31,0.03101998182934962,2.3494874751369044,2.2138627605848793
2019-08-31,-0.011571127083334819,2.3223012569813917,2.1976832265493162
2019-09-30,-0.012582309135117811,2.293081344661179,2.1799875418082992
2019-10-31,0.004549321275335399,2.3035133084085206,2.1900155384058415
2019-11-30,0.0065010977661991605,2.3184886736322254,2.211460110223441
2019-12-31,0.035724760721651705,2.4013161267335965,2.275429319091534
2020-01-31,-0.08206052257566121,2.2042628705044747,2.0836687068006756
2020-02-29,-0.13269310461722422,1.9117723868247616,1.824375957450341
2020-03-31,0.06649380076965726,2.038893399031219,1.970381285875214
2020-04-30,0.026233868973187333,2.0923814613117004,2.0166941703684156
2020-05-31,0.006835703385329608,2.1066843603501897,2.025826046541568
2020-06-30,0.05346265734289595,2.2193133044372297,2.1284170878086135
2020-07-31,0.032137277638023536,2.2906359922676884,2.1943513002555624
2020-08-31,-0.027034933399159747,2.228708800775013,2.1280792523747087
2020-09-30,-0.026385653210621304,2.169902863250304,2.078879231001277
2020-10-31,0.0794369141928736,2.3422732508051896,2.255483138026712
2020-11-30,0.0226954649219255,2.3954322312064034,2.2976677842349584
2020-12-31,-0.0092509149290734,2.3732722914171527,2.2722362795150266
2021-01-31,0.07944523056885956,2.561817455811474,2.331705259367279
2021-02-28,0.03627553140110087,2.654748745373652,2.3958942828337046
2021-03-31,0.04631103707884359,2.7776929129556645,2.498794665609349
2021-04-30,0.033270034879050794,2.870106853052992,2.579900384195665
2021-05-31,-0.026770415624907895,2.793272899708867,2.515689275302458
2021-06-30,-0.0013443436008870415,2.789517781160612,2.534901798207181
2021-07-31,0.030654908437226656,2.875030193326107,2.6837974166144254
2021-08-31,-0.05040787731297888,2.7301060240698143,2.556983172354281
2021-09-30,0.07032596386861799,2.9221033616760446,2.7364816250977224
2021-10-31,-0.03824653147067045,2.8103430434931496,2.6533389981126874
2021-11-30,0.04859423798362452,2.9469095221642796,2.7702126397058584
2021-12-31,-0.09481660288831452,2.6674935722534365,2.6060228230252616
2022-01-31,-0.018675513101600063,2.6176767610963836,2.5511157757359912
2022-02-28,0.03726488524167258,2.7152241851984336,2.66199279925691
2022-03-31,-0.042476949970834135,2.5998897433241606,2.474617559112083
2022-04-30,0.017434565250921862,2.645217690699348,2.532669665516921
2022-05-31,-0.08615672942740815,2.417314385845171,2.3223619827027875
2022-06-30,0.045925023958130334,2.528329606929444,2.433205519157448
2022-07-31,-0.005871183732148434,2.5134853192717306,2.4314596539949487
2022-08-31,-0.07184262418123875,2.3329099380942306,2.275033909892989
2022-09-30,0.10522606625989989,2.578392873818513,2.525343512427761
2022-10-31,0.01190967897676618,2.609100705221673,2.54506046351467
2022-11-30,-0.015742961353023423,2.5680257336532217,2.5017184613926386
2022-12-31,0.006271609570533775,2.584131388421778,2.5113728201894086
2023-01-31,-0.015255180232189301,2.5447099983477464,2.4752419410614226
2023-02-28,-0.01742824744338432,2.5003601628248875,2.432736505223525
2023-03-31,0.0010175864109172813,2.502904495348977,2.4804147430718912
2023-04-30,-0.009212756003061167,2.479845846934362,2.4564679007695522
2023-05-31,0.06376382092435352,2.6379702934382867,2.5842107597637853
2023-06-30,0.018576868749242734,2.686975521343891,2.6394825239001096
2023-07-31,-0.017310946969194427,2.640461430586383,2.60125727804813
2023-08-31,-0.057430166131535045,2.4888192919638965,2.4541351507461826
2023-09-30,-0.05062222966333467,2.3628297101755624,2.326282161242283
2023-10-31,0.10487236955646705,2.610625260740094,2.57572935830505
2023-11-30,0.02442089945095003,2.6743790777367384,2.662072568775463
2023-12-31,0.030053674307412723,2.754753995513597,2.7290318157951376
2024-01-31,0.03923639913957864,2.862840622812917,2.858996073803866
2024-02-29,0.04200563096346581,2.983096049522015,2.980153250983502
2024-03-31,-0.03779789507539591,2.870341298042354,2.8587531127456036
2024-04-30,0.004694421834427139,2.8838158909041423,2.908861925791225
2024-05-31,-0.011902572416536292,2.8494910634266977,2.929844206672638
2024-06-30,-0.022594438280247278,2.7851084134639867,2.928868561531302
2024-07-31,0.047681935817740426,2.9179077740802257,3.059094957425607
2024-08-31,0.012026994348421033,2.953001434388302,3.117761347905631
2024-09-30,0.01020706902121611,2.983142923848854,3.1709906948794755
2024-10-31,0.050568315860078004,3.1339954374777994,3.3512528290521715
2024-11-30,-0.06695524010911919,2.9241580204605895,3.130805811821424
2024-12-31,0.049561690776494076,3.069084236052262,3.2920820412605107
2025-01-31,-0.04174733494696279,2.9409581484693446,3.2169496516252227
2025-02-28,-0.07763601760505671,2.7126338698790438,3.044430150382965
2025-03-31,0.010610536433664906,2.7414163703865886,3.0250165925601036
2025-04-30,0.03740823037214614,2.8439679055159828,3.1236379435096846
2025-05-31,0.010072267573887603,2.8726131112318884,3.1437667405736454
2025-06-30,0.014618089672932778,2.914605227287519,3.19816738698552
2025-07-31,0.006824829705414551,2.9344969116222672,3.231686369973166
2025-08-31,0.021615369232988724,2.997927145880048,3.2993487447057737
2025-09-30,-0.017938011248529243,2.9441502950149805,3.2710939930781957
2025-10-31,0.016527128773943557,2.9928086460705368,3.32522740839559
2025-11-30,0.011267490505816434,3.0265300890758615,3.3891456616605495
2025-12-31,0.05071839129260128,3.1800308263924424,3.5926020633479125
2026-01-31,0.03394031116033669,3.2879620621396644,3.7204273321085433
2026-02-28,-0.09340380511870469,2.9808538944498766,3.3385457147704725
2026-03-31,0.0907108797469595,3.2512497736125754,3.650229258608906
