period,drawdown
2015-11-30,-0.01943733802621639
2015-12-31,-0.06942153251771965
2016-01-31,-0.0775317659183059
2016-02-29,-0.027989373416296703
2016-03-31,-0.03582782310960564
2016-04-30,-0.01371328794207649
2016-05-31,0.0
2016-06-30,0.0
2016-07-31,-0.02649138202887047
2016-08-31,-0.030900993591307047
2016-09-30,-0.06592301418239843
2016-10-31,-0.06563012887399244
2016-11-30,-0.05444964545107711
2016-12-31,0.0
2017-07-31,-0.010957763216447813
2017-08-31,0.0
2017-09-30,0.0
2017-10-31,0.0
2017-11-30,0.0
2017-12-31,0.0
2018-01-31,-0.025095847447633268
2018-02-28,-0.04877959937302445
2018-03-31,-0.052792624208186756
2018-04-30,-0.029338833223757188
2018-05-31,-0.042302187948366154
2018-06-30,-0.007076501729640916
2018-07-31,0.0
2018-08-31,0.0
2018-09-30,-0.0904975106299657
2018-10-31,-0.07660344121386786
2018-11-30,-0.16036352478090676
2018-12-31,-0.10531357623791482
2019-01-31,-0.07912137160086175
2019-02-28,-0.06557523210495897
2019-03-31,-0.05330573535034344
2019-04-30,-0.07398187496506925
2019-05-31,-0.025256162039720587
2019-06-30,-0.01509452597797667
2019-07-31,0.0
2019-08-31,-0.007308282303501223
2019-09-30,-0.015301408641803405
2019-10-31,-0.010771770772609934
2019-11-30,-0.001085275205046421
2019-12-31,0.0
2020-01-31,-0.08427447545038169
2020-02-29,-0.19822780600422074
2020-03-31,-0.1340617485486696
2020-04-30,-0.11370827762139324
2020-05-31,-0.10969502346467963
2020-06-30,-0.06460856861140163
2020-07-31,-0.03563196542986535
2020-08-31,-0.06475703968500102
2020-09-30,-0.0863793423250474
2020-10-31,-0.00876589788901272
2020-11-30,0.0
2020-12-31,-0.01106839939804416
2021-01-31,0.0
2021-02-28,0.0
2021-03-31,0.0
2021-04-30,0.0
2021-05-31,-0.02488898768594361
2021-06-30,-0.017441985847261088
2021-07-31,0.0
2021-08-31,-0.04725179459339335
2021-09-30,0.0
2021-10-31,-0.030383038651708882
2021-11-30,0.0
2021-12-31,-0.05926975219419639
2022-01-31,-0.07909026940008856
2022-02-28,-0.03906553558301529
2022-03-31,-0.1067048342632505
2022-04-30,-0.08574900380721662
2022-05-31,-0.16166652717699814
2022-06-30,-0.12165388162556134
2022-07-31,-0.12228410947792034
2022-08-31,-0.17875116253366297
2022-09-30,-0.08839362140232576
2022-10-31,-0.08127613489450203
2022-11-30,-0.0969218660202662
2022-12-31,-0.0934368054662883
2023-01-31,-0.10647944291949929
2023-02-28,-0.12182318773845702
2023-03-31,-0.10461214871387559
2023-04-30,-0.11325655454724204
2023-05-31,-0.06714353883022595
2023-06-30,-0.04719136499919718
2023-07-31,-0.06099003348554066
2023-08-31,-0.11409863792738906
2023-09-30,-0.16025140889932243
2023-10-31,-0.07020518158543165
2023-11-30,-0.039036740133377434
2023-12-31,-0.014865582273530187
2024-01-31,0.0
2024-02-29,0.0
2024-03-31,-0.04073620650140519
2024-04-30,-0.023922033260789344
2024-05-31,-0.016881361485105106
2024-06-30,-0.017208742347486483
2024-07-31,0.0
2024-08-31,0.0
2024-09-30,0.0
2024-10-31,0.0
2024-11-30,-0.06578047926425656
2024-12-31,-0.017656318639616364
2025-01-31,-0.04007551333121395
2025-02-28,-0.09155461981541535
2025-03-31,-0.09734754527140133
2025-04-30,-0.06791934155766544
2025-05-31,-0.061912991666823736
2025-06-30,-0.04568006350924858
2025-07-31,-0.03567813745429127
2025-08-31,-0.015487964350656913
2025-09-30,-0.023919065514566573
2025-10-31,-0.0077658780116396375
2025-11-30,0.0
2025-12-31,0.0
2026-01-31,0.0
2026-02-28,-0.10264455753302948
2026-03-31,-0.018868282386220625
2026-04-30,0.0
2026-05-31,0.0
2026-06-30,0.0
