aum,net_sharpe,net_cagr,ann_tcost,gross_sharpe
1000000.0,0.5114757075470452,0.061887228873879874,0.0010201098461978468,0.5189625190642585
10000000.0,0.5110050242258445,0.06181921316454608,0.0010845306726850763,0.5189625190642585
50000000.0,0.5101541045526885,0.061696268571611146,0.0012009854170391672,0.5189625190642585
100000000.0,0.5095172573175119,0.061604245358558574,0.0012881665850564574,0.5189625190642585
500000000.0,0.5068303719794979,0.06121609639022085,0.0016559700924143775,0.5189625190642585
1000000000.0,0.504820790079595,0.0609259402117901,0.0019309825429420823,0.5189625190642585
5000000000.0,0.4968644546339316,0.05977868397082786,0.003018829198663534,0.5189625190642585
10000000000.0,0.49202690440789365,0.0590826623512235,0.0036790462679872652,0.5189625190642585
50000000000.0,0.47962696705657176,0.05729944780672347,0.005372841704689037,0.5189625190642585
100000000000.0,0.474812654487932,0.05660716738080396,0.006031503803185478,0.5189625190642585
