period,net,gross,benchmark
2006-10-31,1.0,1.0,1.016207917322431
2006-11-30,1.0,1.0,1.029130237025959
2006-12-31,1.0,1.0,1.041633941357979
2007-01-31,1.0,1.0,1.0188512744771816
2007-02-28,1.0,1.0,1.0289538786598365
2007-03-31,1.0,1.0,1.070183658791655
2007-04-30,1.0,1.0,1.1015167496805154
2007-05-31,1.0,1.0,1.0821362805077008
2007-06-30,1.0,1.0,1.0495391548647581
2007-07-31,1.0,1.0,1.0626681882955167
2007-08-31,1.0,1.0,1.1007152301037184
2007-09-30,1.0,1.0,1.1151770612399343
2007-10-31,0.9716274120297883,0.9734377730932735,1.0680406325470748
2007-11-30,0.9797977225093984,0.9825367428311299,1.0572055811143506
2007-12-31,0.895838538051087,0.8990658755963827,0.9919436261615039
2008-01-31,0.8962711183003437,0.9003655708774895,0.9570971358297796
2008-02-29,0.8851404609316059,0.8900652250275289,0.9438659196600543
2008-03-31,0.9343676277866403,0.9401762579171846,0.9882172373149962
2008-04-30,0.9588680255709016,0.9653776586480625,0.995548107262407
2008-05-31,0.9250820068634547,0.9320755384181889,0.9100054005595924
2008-06-30,0.8901869817031368,0.8976643540179993,0.9009553377588824
2008-07-31,0.883365293195235,0.8915462508205463,0.9121488865319972
2008-08-31,0.7965568353635635,0.8049485744063509,0.831889179543012
2008-09-30,0.6596498154000848,0.6671716414993168,0.6911021128394697
2008-10-31,0.6147931527140988,0.6228201599427969,0.6384957518835424
2008-11-30,0.6180577113519001,0.6269343926743773,0.6438958158260543
2008-12-31,0.5792062252514372,0.5883171270670693,0.5900137972307034
2009-01-31,0.5264029467117409,0.535553548787134,0.5249759839824598
2009-02-28,0.5685213792372907,0.5791425943781349,0.5689754290690933
2009-03-31,0.5926942356313437,0.6047383968830183,0.6225904532561253
2009-04-30,0.601494053003426,0.6141849078599493,0.6556257066989615
2009-05-31,0.5981761126434801,0.6118396221942356,0.6557786573766101
2009-06-30,0.631224662034324,0.646393016450656,0.7049746893385576
2009-07-31,0.647932162654102,0.6640939971033645,0.7278225550566415
2009-08-31,0.6638659657966475,0.6813400059614794,0.7529241806024078
2009-09-30,0.6443595251547224,0.6622121321785471,0.7382869698349253
2009-10-31,0.674006664557914,0.6937393682667033,0.7804097098057406
2009-11-30,0.7131143874380371,0.7349811956836784,0.794285735682789
2009-12-31,0.6675803595308866,0.6890148315252465,0.7649276670071999
2010-01-31,0.6981278551385199,0.7213554673534078,0.7865420108144159
2010-02-28,0.7474022642306133,0.7733700299604838,0.8327579896951426
2010-03-31,0.7608659641432215,0.7883813139116803,0.8450093369661043
2010-04-30,0.7095902357474464,0.7364521727693532,0.7757302771265262
2010-05-31,0.6718794589914703,0.698564542651567,0.7345887887356549
2010-06-30,0.7150983950216766,0.7444245858098355,0.7842424438050759
2010-07-31,0.6917027924203153,0.7211599121232501,0.7470907364582073
2010-08-31,0.7399387279761238,0.7721749211627467,0.8125526934822586
2010-09-30,0.7583253763370155,0.7921311206726853,0.8422704949101996
2010-10-31,0.7647880858544698,0.7994388938498722,0.8403538523892579
2010-11-30,0.7925352594754124,0.8292566124637154,0.8950741388420009
2010-12-31,0.7924731961549121,0.8300941417998502,0.915315885926802
2011-01-31,0.8230826920855409,0.8628645564841894,0.9445335911564817
2011-02-28,0.8390166789296533,0.8805779168453872,0.9433365813169956
2011-03-31,0.8554788341794873,0.8986749609622904,0.9702536464802293
2011-04-30,0.8524365191982832,0.8963381673318541,0.9581331300942828
2011-05-31,0.8443157726195023,0.8885848617489456,0.9407774520388236
2011-06-30,0.8213355464805386,0.8652144929664863,0.9191635526424599
2011-07-31,0.7761933683324286,0.8186277024266038,0.866892547663423
2011-08-31,0.6993992860521453,0.7385992267879856,0.8049518404092029
2011-09-30,0.7804974274485142,0.8252378113594013,0.8912702770479515
2011-10-31,0.778656757075083,0.8243871612304253,0.8868048351093643
2011-11-30,0.7818241417102485,0.8280122481180654,0.8944587597269525
2011-12-31,0.7834913151264672,0.830519824701649,0.9329173750891996
2012-01-31,0.8053655244866935,0.8544025368332913,0.9708038463093979
2012-02-29,0.8316132049758683,0.8828580463207036,1.0011539480082512
2012-03-31,0.8473230359365322,0.9000081600087417,0.9934111302889037
2012-04-30,0.8163507283023883,0.8676535592649248,0.9297307237925828
2012-05-31,0.8368524085366082,0.8901326426288988,0.9666571798778218
2012-06-30,0.8622317716967709,0.917723885570683,0.9835026235871188
2012-07-31,0.8666409121037794,0.9232041880828613,1.0029096193199822
2012-08-31,0.8837837366167441,0.9421132016339121,1.0272129275589137
2012-09-30,0.874999956558885,0.9337685250930273,1.005594294059294
2012-10-31,0.8867041725609258,0.9471159836107338,1.008192859764553
2012-11-30,0.8917717788850935,0.9535287590503705,1.0132604202531323
2012-12-31,0.9404985687439389,1.0066863618225717,1.0595836286058988
2013-01-31,0.9616390869362479,1.0302102061987075,1.0713283197960808
2013-02-28,1.0071570129400793,1.079984268159119,1.109967433136592
2013-03-31,1.0223483277418286,1.097116060672176,1.1301790682920234
2013-04-30,1.0265066545984336,1.1022873649679505,1.1534359380292283
2013-05-31,1.000510968698775,1.075440686412116,1.1360612640278194
2013-06-30,1.0645073484591072,1.1457327233123589,1.1918798283360659
2013-07-31,1.0284777880400229,1.1083283307342784,1.1546039984154826
2013-08-31,1.0756146202268067,1.159848368235824,1.188229849790342
2013-09-30,1.1168784445925632,1.205452981767986,1.241195465809811
2013-10-31,1.1532865065997353,1.2455770392438672,1.275801526149782
2013-11-30,1.1873579331018458,1.2834178481868685,1.30580857423438
2013-12-31,1.144463945242673,1.23813681012895,1.2597142643450867
2014-01-31,1.2139475826192112,1.314364731356337,1.3134447013543702
2014-02-28,1.2043117635963434,1.30545840938578,1.3194707700230632
2014-03-31,1.1783424597272005,1.278667697438011,1.3157516580414577
2014-04-30,1.2167819724706892,1.3216382434667504,1.341955552852744
2014-05-31,1.2451222449922312,1.3538528182825156,1.3681532449164322
2014-06-30,1.2049053912194567,1.3115018300176309,1.3476267677852987
2014-07-31,1.2443672809428912,1.3555260277348782,1.3972541911120437
2014-08-31,1.22273993756583,1.333536442768577,1.375246724333242
2014-09-30,1.2394622888396383,1.3528471653301868,1.4059704618031372
2014-10-31,1.2834128405177017,1.4023596752577372,1.4374209682691685
2014-11-30,1.2782524948725316,1.3984796396031762,1.4306061748418546
2014-12-31,1.279259938087954,1.4005069258266523,1.3860260715574952
2015-01-31,1.338130939191145,1.4663835233912943,1.4619800916975285
2015-02-28,1.3313276570229462,1.4607816091192514,1.4366051695488242
2015-03-31,1.2966238359882545,1.4246399364662534,1.4487695851819622
2015-04-30,1.3358535992785705,1.4689881832796676,1.4639660431278811
2015-05-31,1.323886510735757,1.457124736432829,1.4332325603995728
2015-06-30,1.3463045175201835,1.482831966214703,1.455041959781815
2015-07-31,1.2795626778593931,1.41045188300652,1.363805908870744
2015-08-31,1.2511267864648221,1.3800031232527814,1.3279129323316754
2015-09-30,1.3285490914509968,1.4667554091806456,1.4381433060848
2015-10-31,1.3367013236584087,1.4769257530951685,1.436410798735928
2015-11-30,1.3201359415269216,1.4599250102712336,1.4113158950556266
2015-12-31,1.2528419946784033,1.3866391574493289,1.33942998274364
2016-01-31,1.2419231508130508,1.3756336148344686,1.3338940636621721
2016-02-29,1.308622297647264,1.4509424801457853,1.4212574152029187
2016-03-31,1.2980693574148074,1.4403259632453305,1.424210110888688
2016-04-30,1.3278422560137109,1.4743345840236126,1.4456940878244522
2016-05-31,1.3728588323326867,1.525394449812217,1.4468704867395832
2016-06-30,1.3902661070933469,1.5455622648923577,1.4971775872159587
2016-07-31,1.3534360365285465,1.5062233156826184,1.49536281311458
2016-08-31,1.347305503027844,1.5004063425138339,1.493545319486861
2016-09-30,1.2986155747981243,1.4479195837953482,1.465843290799228
2016-10-31,1.2990227633156668,1.4496123917520825,1.511805257100789
2016-11-30,1.3145666104794649,1.468500957486579,1.5392382780686555
2016-12-31,1.421789352359194,1.5908803607831037,1.6868128043335588
2017-07-31,1.4062097212923752,1.5755278431464754,1.6871920201751982
2017-08-31,1.4715237370487957,1.6504996531703569,1.718833916839116
2017-09-30,1.5188711503747057,1.7045020389687964,1.7570202007393658
2017-10-31,1.551920646863805,1.7427202609472265,1.8065682576734898
2017-11-30,1.5652827188861183,1.7588793158300278,1.8244378581018028
2017-12-31,1.6661094187802625,1.873346479447611,1.9269492259195735
2018-01-31,1.624296990975488,1.8276757264137433,1.8516704139083804
2018-02-28,1.5848372688205388,1.7846019031276603,1.7991230965642138
2018-03-31,1.5781511303448756,1.778654571163329,1.8040088773140164
2018-04-30,1.6172277124101373,1.8240557360174816,1.84254553900443
2018-05-31,1.5956293450044767,1.8018211109469977,1.8505466366353254
2018-06-30,1.654319192596493,1.8695689307212682,1.9172094792522365
2018-07-31,1.7095028379878854,1.9348157350152895,1.9753045552546973
2018-08-31,1.712348759210836,1.9393745028069305,1.9836242055225375
2018-09-30,1.5573854591719447,1.76554407409678,1.8455030343638765
2018-10-31,1.5811769516969891,1.7943006716775287,1.877955678268053
2018-11-30,1.437750476529574,1.6330644432306012,1.7058716084241718
