period,rolling_sharpe
2015-04-30,1.4803079931463685
2015-05-31,1.4518573908466106
2015-06-30,1.3286430715931525
2015-07-31,1.2087634079658287
2015-08-31,0.9618871663335011
2015-09-30,0.9551849116501742
2015-10-31,0.8348474397546565
2015-11-30,0.6578686472658077
2015-12-31,0.6523978632776359
2016-01-31,0.39085093834625284
2016-02-29,0.4755471608447268
2016-03-31,0.47444295531083086
2016-04-30,0.4054301181497049
2016-05-31,0.3346568919376711
2016-06-30,0.627588672764117
2016-07-31,0.3354452879141279
2016-08-31,0.5204923605869037
2016-09-30,0.1651043786709038
2016-10-31,0.18577770117309517
2016-11-30,0.21515592195556396
2016-12-31,0.6508001326258067
2017-07-31,0.3470081742645372
2017-08-31,0.5433578194823453
2017-09-30,0.7236373968903158
2017-10-31,0.7974785541828823
2017-11-30,0.9547070860330114
2017-12-31,1.0584404611842162
2018-01-31,1.165810950531736
2018-02-28,1.147050363211469
2018-03-31,0.9183272726100694
2018-04-30,0.9865155391261857
2018-05-31,1.0387362871328247
2018-06-30,1.5285131791172781
2018-07-31,1.6615878750911512
2018-08-31,1.5445958416995116
2018-09-30,0.9851345950366399
2018-10-31,1.0279237386786388
2018-11-30,0.6222969081941125
2018-12-31,0.74516474652372
2019-01-31,0.8609881657535322
2019-02-28,0.9091807732574928
2019-03-31,1.1118022326762262
2019-04-30,0.8035878514085536
2019-05-31,0.9781739186628794
2019-06-30,0.7517413672024215
2019-07-31,0.7948910696472998
2019-08-31,0.7090836867148076
2019-09-30,0.6178725310076444
2019-10-31,0.5600644148023312
2019-11-30,0.6083384663184741
2019-12-31,0.3166887172205844
2020-01-31,0.012319951304037959
2020-02-29,-0.3939834713657553
2020-03-31,-0.16584183329817676
2020-04-30,-0.1865047957623778
2020-05-31,-0.18019089587070378
2020-06-30,-0.17022240295528773
2020-07-31,-0.17258059175273047
2020-08-31,-0.22703473518240797
2020-09-30,-0.06781537139434465
2020-10-31,0.058276950317386805
2020-11-30,0.2757136132631955
2020-12-31,0.08550829451499889
2021-01-31,0.15871740044082325
2021-02-28,0.30297697182399713
2021-03-31,0.42286322238764473
2021-04-30,0.607871803567666
2021-05-31,0.4283406930615311
2021-06-30,0.4562483964612992
2021-07-31,0.5550457280866979
2021-08-31,0.3580427317135295
2021-09-30,0.5293013636271653
2021-10-31,0.3719829993092222
2021-11-30,0.502020090330536
2021-12-31,0.3975885804936047
2022-01-31,0.6952415577605223
2022-02-28,1.6302965580198958
2022-03-31,1.108733301992641
2022-04-30,1.0984432906505168
2022-05-31,0.8714255955926017
2022-06-30,0.8735496536552468
2022-07-31,0.7923055886383685
2022-08-31,0.6875481091193326
2022-09-30,0.9080502309421583
2022-10-31,0.7257868048821577
2022-11-30,0.6290409619216781
2022-12-31,0.6783423686270886
2023-01-31,0.5202884139628203
2023-02-28,0.2874804438712528
2023-03-31,0.08101660703916301
2023-04-30,-0.04630202699288993
2023-05-31,0.10915587618963744
2023-06-30,0.14071378566859047
2023-07-31,-0.030978917546736068
2023-08-31,0.001239404028674737
2023-09-30,-0.49479021391466704
2023-10-31,-0.06672560348334819
2023-11-30,-0.25992069733239076
2023-12-31,-0.0010132870952977528
2024-01-31,0.1776734316168699
2024-02-29,0.19567461991280738
2024-03-31,0.2765369949361865
2024-04-30,0.24884102433675714
2024-05-31,0.5260723793432263
2024-06-30,0.5063196823194417
2024-07-31,0.6154426419382777
2024-08-31,0.9681077850338007
2024-09-30,0.7183607873703352
2024-10-31,0.9253279987011792
2024-11-30,0.5381400782349868
2024-12-31,0.7069760770677924
2025-01-31,0.669322528253298
2025-02-28,0.5516100658256111
2025-03-31,0.4904021178024528
2025-04-30,0.6439842139903722
2025-05-31,0.5709945955977884
2025-06-30,0.539941976198461
2025-07-31,0.6400136191069054
2025-08-31,0.8980712597491795
2025-09-30,1.1845830720254233
2025-10-31,1.0014002127915547
2025-11-30,0.9101234801426423
2025-12-31,0.9987972540585418
2026-01-31,0.982120956931707
2026-02-28,0.4234003920585342
2026-03-31,0.8939876469344574
2026-04-30,1.0027844852915924
2026-05-31,0.9953362680214514
2026-06-30,
