aum,net_sharpe,net_cagr,ann_tcost,gross_sharpe
1000000.0,0.44301395101522556,0.05144880878121305,0.001599869034628329,0.45496787352681256
10000000.0,0.4418931554129666,0.0512924333092355,0.0017486746804512097,0.45496787352681256
50000000.0,0.4398670887878925,0.05100979993208821,0.00201767345596652,0.45496787352681256
100000000.0,0.4383489328995984,0.05079805904959955,0.002219239449943834,0.45496787352681256
500000000.0,0.4319503554821738,0.04990622118270838,0.00306851377815953,0.45496787352681256
1000000000.0,0.4272281792170968,0.0492482553751743,0.0036955501709679374,0.45496787352681256
5000000000.0,0.41096539834973655,0.04697857563637031,0.005863998300112836,0.45496787352681256
10000000000.0,0.40288573908419234,0.045848261726494366,0.006947540006555611,0.45496787352681256
50000000000.0,0.3860528902462082,0.043491668499434866,0.0092131626410838,0.45496787352681256
100000000000.0,0.38061155481165165,0.04273092325796024,0.009945706594536334,0.45496787352681256
