cost_bps,net_sharpe,net_cagr,ann_tcost
0.0,1.2162134437198806,0.1415667769915272,0.0
2.5,1.203588056526414,0.13988304100753512,0.0014831055176466332
5.0,1.190952809822854,0.1382017079535065,0.0029662110352932664
10.0,1.1656530297164367,0.13484623736611834,0.005932422070586533
20.0,1.114938383444926,0.1281639856374892,0.011864844141173066
35.0,1.038587653525274,0.1182119363666907,0.020763477247052867
50.0,0.9619170046714306,0.10834485240626868,0.029662110352932657
75.0,0.8334673846135092,0.0920866199378283,0.044493165529399
100.0,0.7042557652821279,0.0760592385167409,0.059324220705865315
