period,net,gross,benchmark
2022-11-11,1.0,1.0,0.9975204717978136
2022-11-18,1.0,1.0,1.017916208769363
2022-11-25,1.0,1.0,1.0303769902205853
2022-12-02,1.0,1.0,1.001798236242756
2022-12-09,1.0,1.0,0.9846580444623977
2022-12-16,1.0,1.0,0.9661377431877785
2022-12-23,1.0,1.0,0.9729281886953937
2022-12-30,1.0,1.0,0.9618712820529146
2023-01-06,1.0,1.0,1.0060850921276328
2023-01-13,1.0,1.0,0.9847892540365158
2023-01-20,1.0,1.0,1.0256002396673911
2023-01-27,1.0,1.0,1.0557403736084305
2023-02-03,1.0,1.0,1.030924099332044
2023-02-10,1.0,1.0,1.0331734390794662
2023-02-17,1.0,1.0,1.0134500841098066
2023-02-24,1.0,1.0,1.0056275057951687
2023-03-03,1.0,1.0,0.9897060295070975
2023-03-10,1.0,1.0,1.0006724083408947
2023-03-17,1.0,1.0,0.9977572932472494
2023-03-24,1.0,1.0,1.0235571870170754
2023-03-31,1.0,1.0,1.0372493502251343
2023-04-07,1.0,1.0,1.047659000872614
2023-04-14,1.0,1.0,1.0435085318978898
2023-04-21,1.0,1.0,1.044912802887886
2023-04-28,1.0,1.0,1.0261982866941624
2023-05-05,1.0,1.0,1.04373559355088
2023-05-12,1.0,1.0,1.0607675550302356
2023-05-19,1.0,1.0,1.048954418967515
2023-05-26,1.0,1.0,1.0665761682389034
2023-06-02,1.0,1.0,1.0849780707555712
2023-06-09,1.0,1.0,1.1182431259112424
2023-06-16,1.0,1.0,1.10710657864692
2023-06-23,1.0,1.0,1.110784920420286
2023-06-30,1.0,1.0,1.1144617640648162
2023-07-07,1.0,1.0,1.1393271421293611
2023-07-14,1.0,1.0,1.145596109215147
2023-07-21,1.0,1.0,1.1462481795875512
2023-07-28,1.0,1.0,1.1372732419947396
2023-08-04,1.0,1.0,1.128920611672985
2023-08-11,1.0,1.0,1.1040440234116136
2023-08-18,1.0,1.0,1.1055503693567057
2023-08-25,1.0,1.0,1.138742250282394
2023-09-01,1.0,1.0,1.124473994249578
2023-09-08,1.0,1.0,1.1381053067474625
2023-09-15,1.0,1.0,1.0940083102823486
2023-09-22,1.0,1.0,1.0863528449184117
2023-09-29,1.0,1.0,1.0753444497247853
2023-10-06,1.0,1.0,1.0984289028685814
2023-10-13,1.0,1.0,1.0804484441976288
2023-10-20,1.0,1.0,1.0449005498633697
2023-10-27,1.0,1.0,1.0703143688774235
2023-11-03,1.0,1.0,1.0980019861659474
2023-11-10,1.031152174976895,1.0328794015844454,1.138638863532218
2023-11-17,1.0441944457873598,1.0465213981879304,1.1507981512219505
2023-11-24,1.0466105760359063,1.0494076097027087,1.1536435486646237
2023-12-01,1.0429283719163256,1.0462448200917818,1.1581278557620354
2023-12-08,1.0703411616986698,1.0741893315207536,1.1919610048891052
2023-12-15,1.0816912097572686,1.085995146948398,1.1989037856562017
2023-12-22,1.0882362768990896,1.0928944820485005,1.207943022243223
2023-12-29,1.0540853868137954,1.0588895044721436,1.1840352862448629
2024-01-05,1.0889299037889055,1.0943937317280845,1.2071587180054342
2024-01-12,1.100057644860707,1.1060035327376405,1.2073339009982875
2024-01-19,1.1288284800156037,1.1352791598319643,1.2359270742493196
2024-01-26,1.1373145964560871,1.1441914715382673,1.2389653491699932
2024-02-02,1.1575125933371009,1.1654164536963612,1.2621189679675135
2024-02-09,1.163984989027632,1.1725691461810315,1.270156703786737
2024-02-16,1.1804427656394079,1.1896249544746846,1.2846264440239146
2024-02-23,1.1944986654915366,1.2043127221980108,1.2869578159794768
2024-03-01,1.2198731601981032,1.2303351118979158,1.3023758182674967
2024-03-08,1.2056875260294286,1.2165193575427282,1.3006388468426375
2024-03-15,1.2325700186530295,1.2444117391328686,1.3237886351040593
2024-03-22,1.2344300411198321,1.2468531980425945,1.3270154190047796
2024-03-29,1.2038238072758238,1.2164267572407834,1.2986751920684845
2024-04-05,1.2083452474060346,1.2216444149941452,1.3117533809155015
2024-04-12,1.1625095361419462,1.1758180905996087,1.2643364422974697
2024-04-19,1.179602577809818,1.1936162396729364,1.2737451216839863
2024-04-26,1.1776919723682842,1.19226744964092,1.2777265492711214
2024-05-03,1.222950598777488,1.2389775685043447,1.3153931333462459
2024-05-10,1.2342449265886992,1.2509324869926528,1.3363362785234585
2024-05-17,1.2330768159329606,1.2505680809510589,1.328954779340116
2024-05-24,1.2279676832984798,1.246145604925052,1.3207906443696817
2024-05-31,1.223411237215606,1.242237838141113,1.3504293857350325
2024-06-07,1.237110674848401,1.2567503254782424,1.370804409103981
