asset,periods_held,total_contribution,mean_per_period,sharpe
MU,118,0.012071282157320416,0.00010229900133322387,2.0737381145671305
STX,127,0.010853538147447753,8.54609302948642e-05,2.2086710506216303
WDC,118,0.01080121468537162,9.153571767264085e-05,2.144237400270438
INTC,74,0.00783540345758588,0.0001058838305079173,1.932753433444333
GLW,112,0.007217909552795014,6.444562100709835e-05,2.1521494541509107
HWM,136,0.0070400158422427635,5.176482236943209e-05,2.224993938683335
AMAT,102,0.006531657255500031,6.403585544607873e-05,1.8860855582564802
CAT,124,0.005996768163314881,4.8361033575120006e-05,2.164881341866675
NVDA,88,0.005590383249109283,6.352708237624184e-05,2.2604713591050145
DELL,37,0.005558414025405525,0.00015022740609204122,2.5201573930945553
PWR,130,0.005515461523997489,4.242662710767299e-05,1.858712615938515
RL,135,0.005208111812818011,3.857860602087416e-05,1.4605283610265947
TPR,108,0.0051446919663622834,4.76360367255767e-05,1.8311611798648288
LRCX,88,0.005107278276025633,5.8037253136654914e-05,1.5376558944933283
RCL,135,0.004976610860715176,3.6863784153445745e-05,1.2375765800091396
AMD,104,0.004920797353072095,4.731535916415476e-05,1.174507790728166
GEV,63,0.004887108071605753,7.757314399374211e-05,2.615710088515427
GE,136,0.004566777697907497,3.357924777873159e-05,1.5605738319593805
ANET,88,0.004481372065452051,5.0924682561955126e-05,1.5905782347958362
TER,93,0.004441473042747793,4.7757774653202076e-05,1.224527326521843
APH,88,0.004436951525662294,5.041990370070789e-05,1.9794581120120534
CMI,117,0.00439085491003299,3.752867444472642e-05,1.7831756811399901
AVGO,88,0.004338279435606825,4.929862995007756e-05,1.3113424708146524
GS,128,0.004272240669249835,3.337688022851434e-05,1.7677186688199278
NRG,130,0.0042128535027165575,3.240656540551198e-05,1.1543831438928884
BK,127,0.0040332819213127575,3.175812536466738e-05,2.401145888014778
CCL,124,0.004018808562490548,3.2409746471697966e-05,0.9631660432775214
C,127,0.003934013677558597,3.097648565006769e-05,1.5865322992843096
NEM,102,0.003916648526898038,3.839851496958861e-05,1.2318580472837095
GOOGL,124,0.003890879774415728,3.137806269690103e-05,1.4640254061544933
JBL,77,0.0038745582266828697,5.0318938008868436e-05,1.8160693837693485
GOOG,124,0.0038349835704362856,3.092728685835714e-05,1.458332069328667
WBD,76,0.003777340879369909,4.9701853675919855e-05,1.3030022783280248
WAB,133,0.003718523890911248,2.7958826247452993e-05,1.7725682123890432
URI,122,0.0036492277315320412,2.9911702717475747e-05,0.9392568004419154
WELL,136,0.0035336489266242083,2.5982712695766236e-05,1.783523951867557
GM,116,0.0034838106359160507,3.0032850309621125e-05,1.3286316259730144
DVA,96,0.003474096585681622,3.618850610085023e-05,1.3001428240175812
PH,135,0.003443177481732139,2.550501838320103e-05,1.5130525768653065
UAL,103,0.0034417283869746422,3.341483870849167e-05,0.9197319835507293
MS,117,0.003435962975110949,2.9367204915478197e-05,1.4601790988757555
EXPE,133,0.003432748536187238,2.5810139369828858e-05,0.7895134609279383
META,127,0.0033482402323612324,2.636409631780498e-05,1.0514803050904868
JPM,136,0.003294458989647549,2.4223963159173153e-05,1.5891701649705698
GRMN,122,0.0032669022459760966,2.6777887262099154e-05,1.0676633982121653
HLT,136,0.003260936273038373,2.397747259587039e-05,1.6483758652466092
STLD,106,0.0032530441954030397,3.0689096183047547e-05,1.3471371371975733
TSLA,107,0.0032026902225629618,2.9931684323018335e-05,0.83967090130892
STT,112,0.003186650125085589,2.845223325969276e-05,1.6591946808935552
CAH,136,0.0031733434999278113,2.3333408087704496e-05,1.224961575683832
FFIV,121,0.0031491627634468275,2.6026138540882872e-05,1.2337399911512366
KEYS,90,0.0031360757505078593,3.484528611675399e-05,1.304187862594098
TRGP,119,0.0031277493918205044,2.6283608334626087e-05,1.2699365690765463
NTRS,113,0.0031253325081478465,2.765780980661811e-05,1.6609449664932776
CEG,131,0.0031229762527384707,2.3839513379682983e-05,0.6176647138401504
