asset,periods_held,total_contribution,mean_per_period,sharpe
STX,73,0.03054418107743364,0.00041841343941689916,2.470081884078531
WDC,61,0.028062616381892953,0.0004600428915064419,2.5538526965922657
MU,66,0.027362594651876085,0.00041458476745266794,2.0927229961732197
HWM,136,0.026347983927270217,0.0001937351759358104,2.133979345972841
NVDA,60,0.02198262207259308,0.00036637703454321804,2.9169453664759506
LRCX,72,0.019082733648602634,0.00026503796734170324,1.8201664859162852
GEV,63,0.018835355286452058,0.00029897389343574695,2.5696903860771876
AVGO,79,0.01587845495578289,0.00020099310070611254,1.4355089082200454
GLW,77,0.015386056222694906,0.00019981891198305073,1.6346115530820384
TPR,82,0.014405504615409202,0.00017567688555377076,1.6969267399599348
META,85,0.013842242511392249,0.00016284991189873235,1.7294888636887127
BK,107,0.01378210419271542,0.00012880471208145253,2.2904740388156233
NRG,110,0.013562446279759707,0.0001232949661796337,1.140844367093337
INTC,45,0.013338090805192163,0.0002964020178931592,1.9001178439032698
ANET,63,0.013321319871465228,0.00021144952176928934,2.5318324924837
AMD,60,0.012337021771092872,0.00020561702951821454,1.6762008573050546
RCL,106,0.012020344328447738,0.00011339947479667678,1.084142445668208
AMAT,62,0.011290722840876111,0.00018210843291735664,1.6760837215119688
APH,76,0.01095325063078943,0.0001441217188261767,1.5526730239674362
AXON,75,0.010804663130889156,0.00014406217507852208,0.9834031901882413
GE,103,0.010381527468587212,0.00010079152882123507,1.2374478643039015
WBD,44,0.010314259902651288,0.00023441499778752929,2.138995663784001
WELL,121,0.010041017909888482,8.298361908998745e-05,1.5873719234352184
CEG,81,0.00970512275132428,0.00011981633026326272,0.8571419814142011
TER,25,0.00942786080055291,0.0003771144320221164,2.547632912204666
TRGP,73,0.008597929165271877,0.00011777985157906681,1.2010979462495974
LLY,54,0.008118012059773756,0.00015033355666247696,1.7480393302285369
COST,78,0.007745393987231781,9.929992291322796e-05,1.765453317127215
NFLX,100,0.007685387422362959,7.68538742236296e-05,0.9259502778922009
PHM,51,0.007548143984289613,0.00014800282322136496,1.5681732221411815
CAT,52,0.007268019777614491,0.00013976961110797099,1.7979230314936734
CTAS,48,0.006611025215366672,0.00013772969198680567,3.4083710643654426
BSX,95,0.0066039014507978545,6.951475211366163e-05,1.4894563123254303
GOOGL,73,0.0064451520415372675,8.82897539936612e-05,1.1896347455602276
FICO,64,0.006200582306801758,9.688409854377747e-05,1.1960484953645651
GOOG,72,0.006169681693703806,8.569002352366397e-05,1.1751155780775222
CAH,83,0.006029473363701987,7.264425739399985e-05,1.033870393856662
CMI,60,0.005908655624424673,9.847759374041122e-05,1.519171418300027
NEM,39,0.005887998355156653,0.00015097431679888854,1.0022197611112589
RTX,91,0.005827769499736294,6.404142307402521e-05,1.1979700401871585
TT,73,0.0057800482306253585,7.917874288527888e-05,1.1472283015498805
JBL,49,0.005678081472629492,0.00011587921372713249,1.3623027670271055
GS,98,0.00525483115456264,5.362072606696572e-05,0.8715915499717398
JCI,78,0.005167840929174545,6.625437088685315e-05,1.1941588790429896
CRM,27,0.005149601440238343,0.0001907259792680868,2.351080183258156
FOXA,65,0.005093655629707829,7.836393276473583e-05,1.0084238991147598
DELL,11,0.0050484044977297205,0.0004589458634299746,4.8121006753647855
C,72,0.004674026529770975,6.491703513570798e-05,1.1801704500048031
PH,101,0.004540077808179413,4.4951265427518943e-05,0.9227068406507754
PWR,85,0.004469211895369149,5.257896347493117e-05,0.8094102659902588
MCK,75,0.004454388638921705,5.939184851895606e-05,0.9139432642974835
RL,70,0.004348123650100728,6.211605214429612e-05,0.9906190493253344
FOX,61,0.004345140821389746,7.12318167440942e-05,0.9668379458666787
GRMN,75,0.004229931641820089,5.6399088557601194e-05,0.7053915334476294
WAB,86,0.004206848353364407,4.8916841318190784e-05,0.9558373017018005
ETN,55,0.0040527637001688014,7.368661273034185e-05,1.1236396521719052
TMUS,64,0.00392343402377412,6.130365662147062e-05,0.9716928124346023
CDNS,35,0.003808629475526239,0.0001088179850150354,1.645896002282075
TDG,59,0.0037819521262523626,6.410088349580276e-05,1.461285658440555
JPM,100,0.0036321983189971747,3.6321983189971745e-05,0.7862685969906777
ALL,47,0.003587171033356904,7.632278794376391e-05,1.2720595031622868
HIG,65,0.003586329638912292,5.517430213711219e-05,0.8794224685129142
HLT,89,0.0035049453696358655,3.9381408647593996e-05,0.9609470431705932
IR,49,0.003415078522286531,6.96954800466639e-05,1.3533289880341801
NOW,42,0.0034002926969317264,8.095934992694587e-05,1.4331658574223562
BRO,87,0.0033931775809266022,3.900204116007589e-05,0.8239903871236464
ADI,16,0.003377162519175637,0.0002110726574484773,3.5299353785201792
RSG,89,0.003355597596373214,3.770334377947431e-05,1.026108951658833
IRM,65,0.003299697082644047,5.0764570502216104e-05,0.6522029105745533
BKNG,67,0.0031315301867701944,4.673925651895813e-05,0.9883798698881853
JNJ,32,0.0030882243349457184,9.65070104670537e-05,1.9661041907529018
TRV,60,0.0030712985319135524,5.1188308865225874e-05,1.2211004994386963
GL,44,0.0030482126943122937,6.92775612343703e-05,1.6773772559888882
PGR,72,0.0028960620775336154,4.02230844101891e-05,0.7019020302762068
CBRE,54,0.0028597601263933405,5.2958520859135936e-05,1.1427175891233534
NI,64,0.0027994591996003968,4.37415499937562e-05,1.0591561479823097
PM,62,0.0027219123060251505,4.3901811387502425e-05,0.7836146569391608
L,85,0.0026306500872981986,3.0948824556449394e-05,1.031544321444271
MAR,51,0.0026181497845401878,5.133627028510172e-05,1.3391677917353428
STT,53,0.0026116757032458183,4.927690006124185e-05,1.7641399223973353
NVR,46,0.0026094460875086766,5.6727088858884275e-05,1.257826113432043
PODD,37,0.002597054294320629,7.019065660326025e-05,1.1415772389037524
AXP,58,0.0025844989273163866,4.456032633304115e-05,0.8024869499386627
CSCO,65,0.002489426989700531,3.8298876764623555e-05,1.067861833339701
STLD,28,0.0024816524356961107,8.863044413200396e-05,1.7459573828740778
KEYS,15,0.0024684921926876563,0.00016456614617917708,2.390581495998779
LEN,33,0.002435886416336033,7.38147398889707e-05,1.1312499793816144
KLAC,83,0.0024201871664987188,2.915888152408095e-05,0.158145925321971
WMB,68,0.002356993580671669,3.4661670303995136e-05,0.6291280235485276
NUE,20,0.0021948194290979466,0.00010974097145489734,2.258391232400507
CRWD,24,0.002168574338664767,9.035726411103197e-05,0.8960761377601602
INTU,31,0.0021257595108098264,6.857288744547828e-05,1.2004559472648795
PNR,52,0.0020451352040096417,3.932952315403157e-05,1.10814654608036
SNPS,31,0.002036968734911014,6.570866886809722e-05,0.8625738205223301
MPWR,48,0.0019983399918910823,4.1632083164397546e-05,0.42961421796955385
FLT,18,0.001995730257468222,0.00011087390319267899,3.0073154733466483
WRB,41,0.0019710940788962936,4.807546533893399e-05,1.4085038494641107
GILD,50,0.0019609168619352546,3.921833723870509e-05,0.6472627973410452
EBAY,66,0.0018820304539973512,2.8515612939353807e-05,0.4331956598886955
T,63,0.0018190597632866672,2.8873964496613763e-05,0.5798332914457796
FITB,19,0.0017621269668867522,9.274352457298695e-05,2.295668805295835
AMZN,47,0.0017123132855223137,3.643219756430455e-05,0.7273268552924086
ECL,57,0.0016703544571440886,2.9304464160422608e-05,0.919360028281039
NTRS,52,0.0015792398377025502,3.0369996878895197e-05,0.8549471300172613
TEL,33,0.0015505259467908361,4.698563475123746e-05,0.6194968882836109
AEE,50,0.0014639995171406715,2.927999034281343e-05,1.105668729290779
FI,43,0.0014548518220879277,3.3833763304370414e-05,0.39896836139632097
CB,44,0.0014504476360473718,3.296471900107663e-05,0.9534847100570916
MNST,38,0.0014302246639063773,3.763749115543098e-05,0.6651797860458558
ICE,51,0.001419244753661428,2.7828328503165254e-05,0.9615501670761006
MSI,67,0.0013708940079245275,2.046110459588847e-05,0.45325778703954916
DHI,32,0.0013336513163478433,4.16766036358701e-05,0.5504959058474291
KMI,53,0.001324988489647612,2.499978282353985e-05,0.41433077356905007
PRU,19,0.001323026566170295,6.963297716685763e-05,2.0471226085190253
BRKB,81,0.001281693646128334,1.582337834726338e-05,0.657088525345817
WM,38,0.0012707735369551275,3.3441408867240195e-05,1.0527951986622472
GD,53,0.0011990046164583015,2.2622728612420785e-05,0.5983949001727111
DLTR,31,0.0011962753847453477,3.8589528540172504e-05,0.5050151842675391
AIZ,41,0.0011929474105259496,2.9096278305510965e-05,1.002740218739255
ATO,68,0.0011337297186072303,1.6672495861871033e-05,0.7510738729850687
BR,52,0.0011105228978087317,2.135620957324484e-05,0.64930562091397
CBOE,82,0.0010988094657622695,1.3400115436125238e-05,0.27270056829865336
MSFT,46,0.0010984676831928724,2.387973224332331e-05,0.500782990484604
NTAP,45,0.0010386709107710634,2.308157579491252e-05,0.3887776769881624
COR,45,0.001028019344850534,2.2844874330011867e-05,0.513702033216364
HAS,25,0.0010277280460060452,4.110912184024181e-05,1.5101112158277163
GWW,49,0.0010240452112569188,2.0898881862386096e-05,0.5447746674845793
PKG,47,0.0010131819177409901,2.1557062079595534e-05,0.5946665450984968
LHX,52,0.0010061514792014759,1.934906690772069e-05,0.3860994398275786
DUK,23,0.000992849366440072,4.3167363758264e-05,2.028575344301759
LDOS,54,0.0009708761819302463,1.797918855426382e-05,0.24239278272900236
CNP,48,0.0009610907765198915,2.0022724510831072e-05,0.8302576186152149
ISRG,57,0.0009586870597958822,1.681907122448916e-05,0.2911715643700925
LIN,25,0.0009484951389197841,3.793980555679137e-05,1.4426185868119603
AFL,48,0.0008815725759334153,1.836609533194615e-05,0.8024575879486088
DVA,16,0.0008691922613787875,5.432451633617422e-05,0.6778206108522224
NDAQ,65,0.0008666222323606704,1.3332649728625697e-05,0.32557600348252236
EVRG,58,0.0008504196916964937,1.4662408477525755e-05,0.5620869798598995
ROST,47,0.0008363445377924219,1.7794564633881316e-05,0.4302644834276786
CSX,16,0.000829424312152628,5.183901950953925e-05,1.69367073039517
BLK,26,0.000819169293924764,3.150651130479862e-05,1.178811937431561
JBHT,12,0.0008168161306713405,6.806801088927838e-05,1.3048685012091958
VST,21,0.0008166212276395174,3.8886725125691304e-05,0.41301350333584064
DOV,23,0.0008057476411008573,3.503250613481988e-05,2.187870391502039
HST,9,0.0007997849097066261,8.88649899674029e-05,5.511352311510484
AMP,47,0.0007831526248946863,1.666282180626992e-05,0.46477172807252154
SPG,28,0.0007671434981613545,2.7397982077191232e-05,2.01467437078942
IVZ,25,0.0007477796383766345,2.991118553506538e-05,0.7819513683278247
CMCSA,6,0.0007097987954894648,0.00011829979924824413,3.4168394057332634
DG,24,0.0007086690349564439,2.9527876456518493e-05,0.38024192457195716
NWS,55,0.000702076949495986,1.2765035445381563e-05,0.4492131425707933
EL,11,0.0006999232111230926,6.362938282937205e-05,1.1414503710915025
CHRW,38,0.0006886482026772501,1.812232112308553e-05,0.25272030295344333
WMT,67,0.0006736234795657464,1.0054081784563379e-05,0.2307940067215148
PPL,41,0.0006699976380020663,1.6341405804928447e-05,0.6777657221743856
BEN,7,0.0006552157042496697,9.360224346423852e-05,5.319315536712628
HII,43,0.000631516902479586,1.4686439592548512e-05,0.14668523788541607
PTC,34,0.0006277809759702571,1.8464146352066386e-05,0.4382378087752771
DTE,17,0.0006250669770044032,3.6768645706141365e-05,2.7610473218366973
VRSK,39,0.0006051935912179036,1.5517784390202656e-05,0.4705543088134646
VTRS,14,0.0005914863080362412,4.2249022002588656e-05,0.8817592743330827
CHD,10,0.0005731548722851841,5.7315487228518405e-05,2.1017468019201466
SYF,52,0.0005568368986404804,1.0708401896932316e-05,0.15495086825152177
WRK,16,0.0005527299824983753,3.4545623906148454e-05,0.5369717051540955
WST,13,0.0005510488985828765,4.238837681406742e-05,0.9506096930918132
TDY,45,0.0005471304716725209,1.2158454926056018e-05,0.5476085682856485
ROP,26,0.000545149239663531,2.0967278448597344e-05,0.6006279053575005
SO,25,0.0005147768535275257,2.0591074141101028e-05,0.9869939109328044
MOH,9,0.0005116256554970241,5.68472950552249e-05,2.386531798387128
WEC,42,0.0004859735506810342,1.1570798825738909e-05,0.5689688464296471
IT,16,0.0004761155082886201,2.9757219268038757e-05,1.8819121862544728
ROK,29,0.0004622268256230216,1.5938856055966262e-05,0.4912578523342609
MMM,32,0.0004407774767320239,1.3774296147875747e-05,0.3762272495068935
LYV,46,0.0004035167395986634,8.772103034753552e-06,0.12770662871156713
ADM,19,0.0003982112121505624,2.09584848500296e-05,0.6170582821316628
MLM,45,0.00036394077499273594,8.087572777616355e-06,0.18589494766130965
FAST,29,0.0003589538481808389,1.2377718902787549e-05,0.31967372254936866
INCY,28,0.00035407439829661716,1.2645514224879185e-05,0.47474309466516584
TXT,12,0.00035348730139276316,2.9457275116063597e-05,2.4628356452560056
AME,22,0.0003404371766893933,1.547441712224515e-05,0.6660141230952887
FE,21,0.0003247463007241692,1.5464109558293772e-05,1.1095062137283906
XEL,35,0.00031717156840797844,9.062044811656527e-06,0.3310741945431317
DGX,37,0.0003084857599737485,8.337452972263473e-06,0.37384013917485026
MS,62,0.0003014013019920177,4.861311322451898e-06,0.11349124013337902
CF,6,0.0002957951461717691,4.929919102862818e-05,1.9265186584563643
SYK,11,0.0002905487775648517,2.641352523316834e-05,2.1953296843347423
CL,26,0.00025750054028090863,9.903866933881101e-06,0.2280276530779929
NWSA,32,0.00024737687779221554,7.730527431006736e-06,0.27166897263434364
TJX,94,0.0002449765231952803,2.606133225481705e-06,0.10110442376299486
BIIB,6,0.00024291939126102013,4.048656521017002e-05,4.362919985569598
VLO,27,0.0002424680523010279,8.980298233371403e-06,0.17377804703429034
PNW,22,0.0002143477114101356,9.7430777913698e-06,0.4726027766398728
HUBB,15,0.0001800274917614525,1.2001832784096834e-05,0.49260887549004
NDSN,18,0.00017175072114126354,9.541706730070196e-06,0.3279411653995418
AOS,10,0.00016838206769212262,1.6838206769212263e-05,1.4529079435667456
CHTR,8,0.0001550413496784611,1.9380168709807637e-05,1.0178720064616318
PNC,21,0.00014552474912542894,6.929749958353759e-06,0.24856208876730093
STE,12,0.00011712910559677775,9.76075879973148e-06,0.681484553557363
V,61,0.00010442645417444471,1.7119090848269625e-06,0.05361509462302507
MRK,7,0.00010395311270352113,1.485044467193159e-05,0.4543842482019273
IDXX,25,0.00010237823760280867,4.0951295041123465e-06,0.05604922224665087
TFC,9,8.814857564950758e-05,9.79428618327862e-06,0.2743129906828152
AIG,28,8.024815671831147e-05,2.8660055970825527e-06,0.05803671079590882
LH,15,7.570894654949813e-05,5.047263103299875e-06,0.26856125766548883
VTR,62,6.424656224912552e-05,1.0362348749858955e-06,0.02927487313807771
AEP,38,6.068836410812527e-05,1.5970622133717176e-06,0.07356581010953661
ODFL,8,5.942451094650644e-05,7.428063868313305e-06,0.17538069087347855
FANG,18,2.7425367373185688e-05,1.5236315207325381e-06,0.06004447098160278
BX,12,2.2091909149416235e-05,1.8409924291180196e-06,0.13857084164448027
MA,37,1.3757703621631402e-05,3.718298276116595e-07,0.013734050391601449
LNT,25,8.226028069315415e-06,3.2904112277261664e-07,0.020981669310218432
CVS,14,-1.5722401925864467e-05,-1.123028708990319e-06,-0.02671182788895495
NOC,17,-1.7797975839098478e-05,-1.046939755241087e-06,-0.03433521883570878
CMS,16,-1.8287745888989065e-05,-1.1429841180618166e-06,-0.09358989371291317
REG,12,-1.9498355830367784e-05,-1.624862985863982e-06,-0.07072883896150006
